Alpha,T1-15.8 m/s-VLM2, , 
           -3,      6.008087, , 
         -2.8,      5.953666, , 
         -2.6,      5.903569, , 
         -2.4,      5.857607, , 
         -2.2,      5.815569, , 
           -2,      5.777368, , 
         -1.8,      5.742974, , 
         -1.6,      5.712194, , 
         -1.4,      5.684946, , 
         -1.2,      5.661197, , 
           -1,       5.64088, , 
         -0.8,      5.623937, , 
         -0.6,       5.61024, , 
         -0.4,      5.599717, , 
         -0.2,      5.592256, , 
            0,      5.587648, , 
          0.2,      5.585775, , 
          0.4,      5.586447, , 
          0.6,      5.589521, , 
          0.8,      5.594808, , 
            1,      5.602125, , 
          1.2,      5.611353, , 
          1.4,      5.622349, , 
          1.6,      5.634996, , 
          1.8,      5.649256, , 
            2,      5.665019, , 
          2.2,      5.682225, , 
          2.4,      5.700825, , 
          2.6,      5.720736, , 
          2.8,      5.741889, , 
            3,      5.764286, , 
          3.2,      5.787855, , 
          3.4,      5.812601, , 
          3.6,      5.838433, , 
          3.8,      5.865318, , 
            4,       5.89324, , 
          4.2,      5.922275, , 
          4.4,      5.952393, , 
          4.6,      5.983651, , 
          4.8,      6.016046, , 
            5,       6.04968, , 
          5.2,      6.084636, , 
          5.4,      6.121032, , 
          5.6,      6.158929, , 
          5.8,      6.198472, , 
            6,      6.239992, , 
          6.2,      6.283732, , 
          6.4,      6.329998, , 

