Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -3,      8.518299, ,            -3,      8.583353, ,            -3,      8.697562, ,            -3,       8.77262, ,            -3,      5.542156, ,            -3,       5.83783, ,            -3,      8.797151, ,            -3,      8.839636, ,            -3,      8.846958, ,            -3,      8.862558, ,            -3,      8.878892, ,            -3,      8.890362, ,            -3,       8.89666, ,            -3,      8.900972, ,            -3,      6.414159, ,            -3,      7.649923, ,            -3,      7.957355, ,            -3,      8.197176, ,            -3,      8.252417, , 
         -2.8,      8.585183, ,          -2.8,      8.653239, ,          -2.8,      8.772514, ,          -2.8,      8.850197, ,          -2.8,      5.570115, ,          -2.8,      5.867661, ,          -2.8,      8.875455, ,          -2.8,      8.918863, ,          -2.8,      8.926216, ,          -2.8,       8.94188, ,          -2.8,      8.960198, ,          -2.8,      8.973554, ,          -2.8,      8.980455, ,          -2.8,      8.984444, ,          -2.8,      6.447749, ,          -2.8,      7.692663, ,          -2.8,       8.00738, ,          -2.8,        8.2532, ,          -2.8,      8.310226, , 
         -2.6,      8.647177, ,          -2.6,      8.718311, ,          -2.6,      8.842695, ,          -2.6,      8.922995, ,          -2.6,      5.593837, ,          -2.6,      5.893159, ,          -2.6,      8.948979, ,          -2.6,      8.993405, ,          -2.6,      9.000846, ,          -2.6,      9.016698, ,          -2.6,       9.03647, ,          -2.6,      9.051171, ,          -2.6,      9.058482, ,          -2.6,      9.062192, ,          -2.6,      6.476857, ,          -2.6,      7.730757, ,          -2.6,      8.052582, ,          -2.6,      8.304277, ,          -2.6,      8.363091, , 
         -2.4,      8.704267, ,          -2.4,      8.778513, ,          -2.4,      8.908111, ,          -2.4,      8.991086, ,          -2.4,      5.613484, ,          -2.4,      5.914471, ,          -2.4,      9.017809, ,          -2.4,       9.06345, ,          -2.4,       9.07109, ,          -2.4,      9.087368, ,          -2.4,        9.1077, ,          -2.4,      9.122824, ,          -2.4,      9.130245, ,          -2.4,      9.133821, ,          -2.4,      6.501598, ,          -2.4,      7.764217, ,          -2.4,       8.09296, ,          -2.4,      8.350394, ,          -2.4,      8.411002, , 
         -2.2,      8.756445, ,          -2.2,      8.833875, ,          -2.2,      8.968806, ,          -2.2,      9.054561, ,          -2.2,      5.629067, ,          -2.2,      5.931617, ,          -2.2,      9.082054, ,          -2.2,      9.128951, ,          -2.2,      9.136794, ,          -2.2,      9.153504, ,          -2.2,      9.174295, ,          -2.2,      9.189743, ,          -2.2,      9.197178, ,          -2.2,      9.200487, ,          -2.2,      6.522005, ,          -2.2,      7.793122, ,          -2.2,      8.128615, ,          -2.2,      8.391667, ,          -2.2,      8.454049, , 
           -2,      8.803761, ,            -2,      8.884461, ,            -2,      9.024829, ,            -2,      9.113472, ,            -2,      5.640599, ,            -2,      5.944614, ,            -2,       9.14179, ,            -2,      9.190028, ,            -2,       9.19808, ,            -2,      9.215238, ,            -2,      9.236444, ,            -2,      9.252169, ,            -2,      9.259648, ,            -2,      9.262801, ,            -2,      6.538112, ,            -2,      7.817541, ,            -2,      8.159609, ,            -2,      8.428155, ,            -2,       8.49229, , 
         -1.8,      8.846258, ,          -1.8,      8.930272, ,          -1.8,      9.076221, ,          -1.8,      9.167855, ,          -1.8,      5.648254, ,          -1.8,      5.953634, ,          -1.8,      9.197025, ,          -1.8,      9.246667, ,          -1.8,      9.254948, ,          -1.8,      9.272595, ,          -1.8,      9.294206, ,          -1.8,       9.31019, ,          -1.8,      9.317716, ,          -1.8,       9.32074, ,          -1.8,      6.550077, ,          -1.8,      7.837603, ,          -1.8,      8.186055, ,          -1.8,      8.459956, ,          -1.8,      8.525816, , 
         -1.6,      8.883991, ,          -1.6,      8.971309, ,          -1.6,      9.123034, ,          -1.6,      9.217881, ,          -1.6,      5.652181, ,          -1.6,      5.958817, ,          -1.6,      9.247968, ,          -1.6,      9.299132, ,          -1.6,      9.307668, ,          -1.6,      9.325858, ,          -1.6,      9.347862, ,          -1.6,      9.364078, ,          -1.6,      9.371983, ,          -1.6,      9.375694, ,          -1.6,      6.558023, ,          -1.6,      7.853368, ,          -1.6,      8.208013, ,          -1.6,      8.487131, ,          -1.6,      8.554689, , 
         -1.4,      8.917014, ,          -1.4,      9.007648, ,          -1.4,       9.16513, ,          -1.4,      9.263431, ,          -1.4,       5.65271, ,          -1.4,      5.960476, ,          -1.4,      9.294587, ,          -1.4,      9.347553, ,          -1.4,      9.356383, ,          -1.4,      9.375201, ,          -1.4,       9.39756, ,          -1.4,      9.413948, ,          -1.4,      9.422041, ,          -1.4,      9.426039, ,          -1.4,      6.562217, ,          -1.4,      7.864965, ,          -1.4,      8.225605, ,          -1.4,      8.509791, ,          -1.4,      8.579008, , 
         -1.2,      8.945363, ,          -1.2,      9.039333, ,          -1.2,      9.202578, ,          -1.2,      9.304363, ,          -1.2,      5.649504, ,          -1.2,      5.958311, ,          -1.2,      9.336659, ,          -1.2,      9.391637, ,          -1.2,      9.400819, ,          -1.2,      9.420392, ,          -1.2,      9.443218, ,          -1.2,      9.459854, ,          -1.2,      9.468195, ,          -1.2,      9.472552, ,          -1.2,      6.562453, ,          -1.2,      7.872464, ,          -1.2,      8.238908, ,          -1.2,      8.528024, ,          -1.2,      8.598852, , 
