Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,     0.8717143, ,            -3,     0.8717143, ,            -3,     0.8717143, ,            -3,     0.8717143, ,            -3,     0.8717143, , 
         -2.8,     0.8873357, ,          -2.8,     0.8873357, ,          -2.8,     0.8873357, ,          -2.8,     0.8873357, ,          -2.8,     0.8873357, , 
         -2.6,     0.9029391, ,          -2.6,     0.9029391, ,          -2.6,     0.9029391, ,          -2.6,     0.9029391, ,          -2.6,     0.9029391, , 
         -2.4,     0.9185241, ,          -2.4,     0.9185241, ,          -2.4,     0.9185241, ,          -2.4,     0.9185241, ,          -2.4,     0.9185241, , 
         -2.2,     0.9340904, ,          -2.2,     0.9340904, ,          -2.2,     0.9340904, ,          -2.2,     0.9340904, ,          -2.2,     0.9340904, , 
           -2,     0.9496375, ,            -2,     0.9496375, ,            -2,     0.9496375, ,            -2,     0.9496375, ,            -2,     0.9496375, , 
         -1.8,     0.9651651, ,          -1.8,     0.9651651, ,          -1.8,     0.9651651, ,          -1.8,     0.9651651, ,          -1.8,     0.9651651, , 
         -1.6,     0.9806728, ,          -1.6,     0.9806728, ,          -1.6,     0.9806728, ,          -1.6,     0.9806728, ,          -1.6,     0.9806728, , 
         -1.4,     0.9961601, ,          -1.4,     0.9961601, ,          -1.4,     0.9961601, ,          -1.4,     0.9961601, ,          -1.4,     0.9961601, , 
         -1.2,      1.011627, ,          -1.2,      1.011627, ,          -1.2,      1.011627, ,          -1.2,      1.011627, ,          -1.2,      1.011627, , 
           -1,      1.027072, ,            -1,      1.027072, ,            -1,      1.027072, ,            -1,      1.027072, ,            -1,      1.027072, , 
         -0.8,      1.042496, ,          -0.8,      1.042496, ,          -0.8,      1.042496, ,          -0.8,      1.042496, ,          -0.8,      1.042496, , 
         -0.6,      1.057898, ,          -0.6,      1.057898, ,          -0.6,      1.057898, ,          -0.6,      1.057898, ,          -0.6,      1.057898, , 
         -0.4,      1.073278, ,          -0.4,      1.073278, ,          -0.4,      1.073278, ,          -0.4,      1.073278, ,          -0.4,      1.073278, , 
         -0.2,      1.088635, ,          -0.2,      1.088635, ,          -0.2,      1.088635, ,          -0.2,      1.088635, ,          -0.2,      1.088635, , 
            0,      1.103969, ,             0,      1.103969, ,             0,      1.103969, ,             0,      1.103969, ,             0,      1.103969, , 
          0.2,       1.11928, ,           0.2,       1.11928, ,           0.2,       1.11928, ,           0.2,       1.11928, ,           0.2,       1.11928, , 
          0.4,      1.134566, ,           0.4,      1.134566, ,           0.4,      1.134566, ,           0.4,      1.134566, ,           0.4,      1.134566, , 
          0.6,      1.149829, ,           0.6,      1.149829, ,           0.6,      1.149829, ,           0.6,      1.149829, ,           0.6,      1.149829, , 
          0.8,      1.165067, ,           0.8,      1.165067, ,           0.8,      1.165067, ,           0.8,      1.165067, ,           0.8,      1.165067, , 
            1,       1.18028, ,             1,       1.18028, ,             1,       1.18028, ,             1,       1.18028, ,             1,       1.18028, , 
          1.2,      1.195468, ,           1.2,      1.195468, ,           1.2,      1.195468, ,           1.2,      1.195468, ,           1.2,      1.195468, , 
          1.4,       1.21063, ,           1.4,       1.21063, ,           1.4,       1.21063, ,           1.4,       1.21063, ,           1.4,       1.21063, , 
          1.6,      1.225765, ,           1.6,      1.225765, ,           1.6,      1.225765, ,           1.6,      1.225765, ,           1.6,      1.225765, , 
          1.8,      1.240875, ,           1.8,      1.240875, ,           1.8,      1.240875, ,           1.8,      1.240875, ,           1.8,      1.240875, , 
            2,      1.255957, ,             2,      1.255957, ,             2,      1.255957, ,             2,      1.255957, ,             2,      1.255957, , 
