Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
          4.4,       6.51691, ,           4.4,      6.694265, ,           4.4,      4.588926, ,           4.4,      6.785098, ,           4.4,      6.824239, ,           4.4,      6.863617, ,           4.4,      6.876897, ,           4.4,      6.883738, ,           4.4,      4.984984, ,           4.4,      5.810074, ,           4.4,        6.2891, , 
          4.6,      6.491234, ,           4.6,      6.669553, ,           4.6,      4.561934, ,           4.6,      6.760392, ,           4.6,      6.799484, ,           4.6,      6.838875, ,           4.6,      6.852179, ,           4.6,      6.859022, ,           4.6,      4.956587, ,           4.6,      5.779508, ,           4.6,      6.262164, , 
          4.8,      6.464944, ,           4.8,      6.644135, ,           4.8,      4.534304, ,           4.8,      6.734937, ,           4.8,       6.77397, ,           4.8,      6.813351, ,           4.8,      6.826661, ,           4.8,      6.833495, ,           4.8,      4.927462, ,           4.8,      5.748037, ,           4.8,      6.234563, , 
            5,       6.43809, ,             5,      6.618089, ,             5,        4.5062, ,             5,      6.708825, ,             5,      6.747795, ,             5,      6.787133, ,             5,      6.800422, ,             5,      6.807232, ,             5,      4.897733, ,             5,       5.71567, ,             5,       6.20636, , 
          5.2,      6.410718, ,           5.2,      6.591479, ,           5.2,      4.477751, ,           5.2,      6.682137, ,           5.2,      6.721024, ,           5.2,      6.760296, ,           5.2,      6.773556, ,           5.2,       6.78034, ,           5.2,      4.867458, ,           5.2,      5.682298, ,           5.2,      6.177587, , 
          5.4,      6.382852, ,           5.4,      6.564355, ,           5.4,      4.448873, ,           5.4,      6.654926, ,           5.4,      6.693713, ,           5.4,      6.732895, ,           5.4,      6.746125, ,           5.4,      6.752877, ,           5.4,      4.836565, ,           5.4,      5.647884, ,           5.4,       6.14824, , 
          5.6,      6.354531, ,           5.6,      6.536751, ,           5.6,       4.41948, ,           5.6,      6.627244, ,           5.6,      6.665931, ,           5.6,      6.705029, ,           5.6,       6.71823, ,           5.6,       6.72495, ,           5.6,      4.804969, ,           5.6,      5.612353, ,           5.6,      6.118329, , 
          5.8,      6.325793, ,           5.8,      6.508716, ,           5.8,      4.389858, ,           5.8,       6.59914, ,           5.8,      6.637738, ,           5.8,      6.676772, ,           5.8,      6.689952, ,           5.8,      6.696651, ,           5.8,      4.772869, ,           5.8,      5.575675, ,           5.8,        6.0879, , 
            6,      6.296672, ,             6,      6.480282, ,             6,      4.359782, ,             6,      6.570655, ,             6,      6.609171, ,             6,      6.648157, ,             6,      6.661328, ,             6,      6.668023, ,             6,      4.740076, ,             6,      5.537771, ,             6,      6.056982, , 
          6.2,      6.267203, ,           6.2,        6.4515, ,           6.2,      4.329379, ,           6.2,      6.541853, ,           6.2,      6.580297, ,           6.2,      6.619245, ,           6.2,      6.632407, ,           6.2,        6.6391, ,           6.2,      4.706668, ,           6.2,      5.498588, ,           6.2,      6.025586, , 
          6.4,      6.237395, ,           6.4,      6.422393, ,           6.4,       4.29871, ,           6.4,      6.512745, ,           6.4,      6.551138, ,           6.4,      6.590053, ,           6.4,      6.603209, ,           6.4,      6.609898, ,           6.4,      4.672636, ,           6.4,      5.457958, ,           6.4,      5.993707, , 
          6.6,      6.207286, ,           6.6,      6.393014, ,           6.6,      4.267635, ,           6.6,      6.483388, ,           6.6,      6.521735, ,           6.6,      6.560624, ,           6.6,      6.573776, ,           6.6,       6.58046, ,           6.6,      4.637871, ,           6.6,      5.415856, ,           6.6,      5.961365, , 
          6.8,      6.176886, ,           6.8,      6.363393, ,           6.8,      4.236241, ,           6.8,      6.453819, ,           6.8,      6.492125, ,           6.8,      6.530974, ,           6.8,      6.544107, ,           6.8,      6.550779, ,           6.8,      4.602368, ,           6.8,      5.372054, ,           6.8,      5.928535, , 
            7,      6.146219, ,             7,      6.333571, ,             7,      4.204456, ,             7,      6.424076, ,             7,      6.462362, ,             7,      6.501144, ,             7,      6.514245, ,             7,      6.520895, ,             7,       4.56601, ,             7,      5.326347, ,             7,       5.89521, , 
          7.2,      6.115301, ,           7.2,      6.303566, ,           7.2,      4.172158, ,           7.2,      6.394173, ,           7.2,      6.432453, ,           7.2,      6.471167, ,           7.2,      6.484229, ,           7.2,      6.490853, ,           7.2,       4.52864, ,           7.2,      5.278511, ,           7.2,      5.861405, , 
          7.4,      6.084132, ,           7.4,       6.27339, ,           7.4,      4.139333, ,           7.4,      6.364119, ,           7.4,      6.402402, ,           7.4,      6.441035, ,           7.4,      6.454045, ,           7.4,      6.460636, ,           7.4,      4.490223, ,           7.4,      5.228474, ,           7.4,      5.827077, , 
          7.6,      6.052744, ,           7.6,      6.243073, ,           7.6,      4.106069, ,           7.6,      6.333956, ,           7.6,       6.37225, ,           7.6,      6.410795, ,           7.6,      6.423742, ,           7.6,      6.430296, ,           7.6,      4.450783, ,           7.6,      5.176112, ,           7.6,      5.792173, , 
          7.8,      6.021132, ,           7.8,      6.212636, ,           7.8,      4.072381, ,           7.8,      6.303691, ,           7.8,         6.342, ,           7.8,      6.380457, ,           7.8,      6.393339, ,           7.8,      6.399856, ,           7.8,      4.410372, ,           7.8,      5.121571, ,           7.8,      5.756718, , 
            8,       5.98931, ,             8,      6.182085, ,             8,      4.038174, ,             8,       6.27336, ,             8,      6.311689, ,             8,      6.350052, ,             8,      6.362869, ,             8,      6.369349, ,             8,       4.36888, ,             8,      5.064728, ,             8,      5.720631, , 
          8.2,      5.957273, ,           8.2,       6.15147, ,           8.2,      4.003435, ,           8.2,      6.242938, ,           8.2,      6.281299, ,           8.2,      6.319568, ,           8.2,      6.332321, ,           8.2,      6.338765, ,           8.2,      4.326266, ,           8.2,      5.005495, ,           8.2,      5.683859, , 
          8.4,      5.925015, ,           8.4,      6.120808, ,           8.4,      3.968286, ,           8.4,      6.212424, ,           8.4,      6.250809, ,           8.4,      6.288983, ,           8.4,      6.301678, ,           8.4,      6.308089, ,           8.4,      4.282675, ,           8.4,      4.944071, ,           8.4,      5.646248, , 
          8.6,      5.892535, ,           8.6,      6.090118, ,           8.6,      3.932705, ,           8.6,      6.181854, ,           8.6,       6.22023, ,           8.6,      6.258283, ,           8.6,      6.270921, ,           8.6,      6.277301, ,           8.6,      4.238169, ,           8.6,      4.880723, ,           8.6,      5.607696, , 
          8.8,      5.859839, ,           8.8,      6.059413, ,           8.8,      3.896673, ,           8.8,      6.151264, ,           8.8,      6.189577, ,           8.8,      6.227471, ,           8.8,      6.240038, ,           8.8,       6.24638, ,           8.8,      4.192736, ,           8.8,      4.815465, ,           8.8,       5.56803, , 
            9,      5.826921, ,             9,      6.028676, ,             9,      3.860148, ,             9,      6.120663, ,             9,      6.158862, ,             9,      6.196565, ,             9,      6.209054, ,             9,      6.215353, ,             9,      4.146249, ,             9,      4.748004, ,             9,       5.52701, , 
          9.2,      5.793717, ,           9.2,      5.997918, ,           9.2,      3.823504, ,           9.2,      6.090052, ,           9.2,      6.128101, ,           9.2,      6.165579, ,           9.2,      6.177987, ,           9.2,      6.184242, ,           9.2,      4.099423, ,           9.2,      4.679771, ,           9.2,      5.484297, , 
          9.4,      5.760219, ,           9.4,      5.967152, ,           9.4,      3.786601, ,           9.4,      6.059434, ,           9.4,       6.09732, ,           9.4,      6.134509, ,           9.4,      6.146826, ,           9.4,      6.153031, ,           9.4,      4.051966, ,           9.4,      4.610155, ,           9.4,       5.43954, , 
          9.6,      5.726457, ,           9.6,      5.936386, ,           9.6,      3.748892, ,           9.6,      6.028826, ,           9.6,      6.066539, ,           9.6,      6.103392, ,           9.6,      6.115586, ,           9.6,      6.121729, ,           9.6,      4.002977, ,           9.6,      4.537554, ,           9.6,      5.392303, , 
          9.8,      5.692362, ,           9.8,      5.905622, ,           9.8,      3.708645, ,           9.8,      5.998199, ,           9.8,      6.035718, ,           9.8,      6.072242, ,           9.8,      6.084289, ,           9.8,      6.090361, ,           9.8,      3.949627, ,           9.8,      4.457005, ,           9.8,      5.341912, , 
           10,      5.657898, ,            10,      5.874871, ,            10,      3.661732, ,            10,      5.967592, ,            10,        6.0049, ,            10,      6.041097, ,            10,      6.053001, ,            10,      6.058999, ,            10,      3.885091, ,            10,      4.356547, ,            10,      5.287524, , 
         10.2,      5.622968, ,          10.2,      5.844122, ,          10.2,      3.610918, ,          10.2,      5.937018, ,          10.2,      5.974097, ,          10.2,      6.009959, ,          10.2,      6.021729, ,          10.2,      6.027659, ,          10.2,      3.814198, ,          10.2,      4.245346, ,          10.2,      5.227853, , 
         10.4,      5.587499, ,          10.4,      5.813358, ,          10.4,      3.565962, ,          10.4,      5.906461, ,          10.4,      5.943311, ,          10.4,      5.978852, ,          10.4,      5.990499, ,          10.4,      5.996364, ,          10.4,      3.753097, ,          10.4,      4.151684, ,          10.4,      5.161773, , 
         10.6,      5.551421, ,          10.6,      5.782575, ,          10.6,      3.523375, ,          10.6,      5.875915, ,          10.6,      5.912543, ,          10.6,       5.94777, ,          10.6,      5.959301, ,          10.6,      5.965107, ,          10.6,      3.695881, ,          10.6,      4.064829, ,          10.6,      5.088898, , 
         10.8,       5.51451, ,          10.8,      5.751764, ,          10.8,      3.486768, ,          10.8,      5.845379, ,          10.8,      5.881806, ,          10.8,      5.916732, ,          10.8,       5.92816, ,          10.8,      5.933913, ,          10.8,      3.648462, ,          10.8,      3.994807, ,          10.8,      5.010479, , 
           11,       5.47654, ,            11,      5.720936, ,            11,       3.45063, ,            11,      5.814836, ,            11,      5.851085, ,            11,       5.88573, ,            11,      5.897069, ,            11,      5.902776, ,            11,       3.60182, ,            11,      3.926095, ,            11,      4.927082, , 
         11.2,      5.437214, ,          11.2,      5.690082, ,          11.2,      3.416029, ,          11.2,      5.784311, ,          11.2,      5.820394, ,          11.2,      5.854781, ,          11.2,       5.86603, ,          11.2,      5.871691, ,          11.2,      3.557599, ,          11.2,      3.861497, ,          11.2,      4.841835, , 
         11.4,      5.395999, ,          11.4,      5.659163, ,          11.4,      3.385209, ,          11.4,       5.75379, ,          11.4,      5.789719, ,          11.4,      5.823887, ,          11.4,      5.835051, ,          11.4,      5.840669, ,          11.4,      3.519381, ,          11.4,      3.806958, ,          11.4,      4.756412, , 
         11.6,       5.35207, ,          11.6,      5.628161, ,          11.6,      3.354149, ,          11.6,      5.723258, ,          11.6,      5.759063, ,          11.6,      5.793042, ,          11.6,      5.804134, ,          11.6,      5.809715, ,          11.6,      3.480734, ,          11.6,      3.751461, ,          11.6,      4.665063, , 
         11.8,       5.30376, ,          11.8,      5.597052, ,          11.8,       3.32204, ,          11.8,      5.692736, ,          11.8,      5.728435, ,          11.8,       5.76224, ,          11.8,      5.773271, ,          11.8,      5.778819, ,          11.8,      3.440462, ,          11.8,       3.69015, ,          11.8,      4.514978, , 
           12,      5.247591, ,            12,       5.56578, ,            12,      3.293066, ,            12,      5.662211, ,            12,      5.697821, ,            12,      5.731475, ,            12,      5.742445, ,            12,      5.747964, ,            12,      3.405239, ,            12,      3.637605, ,            12,      4.372953, , 

