Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            0,      6.324124, ,             0,      6.246986, ,             0,      6.117051, ,             0,      6.037866, ,             0,        10.195, ,             0,      9.662097, ,             0,      6.012406, ,             0,      5.968382, ,             0,      5.960794, ,             0,      5.944671, ,             0,      5.925252, ,             0,      5.910999, ,             0,      5.903687, ,             0,      5.899534, ,             0,      8.760792, ,             0,       7.27043, ,             0,      6.922962, ,             0,      6.669522, ,             0,      6.608774, , 
          0.2,      6.325033, ,           0.2,      6.246086, ,           0.2,      6.113323, ,           0.2,      6.032462, ,           0.2,      10.24028, ,           0.2,      9.702214, ,           0.2,      6.006371, ,           0.2,      5.961114, ,           0.2,      5.953276, ,           0.2,      5.936622, ,           0.2,      5.916413, ,           0.2,      5.901547, ,           0.2,      5.893931, ,           0.2,      5.889621, ,           0.2,      8.792119, ,           0.2,      7.286833, ,           0.2,      6.933878, ,           0.2,      6.676429, ,           0.2,      6.614651, , 
          0.4,      6.328521, ,           0.4,      6.247801, ,           0.4,      6.112363, ,           0.4,      6.030009, ,           0.4,      10.29031, ,           0.4,      9.746802, ,           0.4,      6.003382, ,           0.4,      5.957115, ,           0.4,      5.949084, ,           0.4,      5.932017, ,           0.4,      5.911235, ,           0.4,      5.895931, ,           0.4,       5.88811, ,           0.4,       5.88372, ,           0.4,      8.827444, ,           0.4,      7.306417, ,           0.4,      6.947646, ,           0.4,      6.685948, ,           0.4,      6.623133, , 
          0.6,      6.334403, ,           0.6,      6.251951, ,           0.6,      6.113957, ,           0.6,       6.03031, ,           0.6,      10.34421, ,           0.6,      9.795119, ,           0.6,      6.003258, ,           0.6,      5.956207, ,           0.6,      5.948026, ,           0.6,       5.93064, ,           0.6,      5.909435, ,           0.6,      5.893813, ,           0.6,      5.885861, ,           0.6,      5.881455, ,           0.6,      8.866265, ,           0.6,      7.329068, ,           0.6,      6.964103, ,           0.6,      6.697882, ,           0.6,      6.634023, , 
          0.8,      6.342608, ,           0.8,      6.258455, ,           0.8,       6.11802, ,           0.8,      6.033241, ,           0.8,      10.39968, ,           0.8,      9.845327, ,           0.8,      6.005852, ,           0.8,      5.958217, ,           0.8,       5.94993, ,           0.8,      5.932321, ,           0.8,       5.91083, ,           0.8,      5.894994, ,           0.8,      5.886953, ,           0.8,      5.882531, ,           0.8,      8.907505, ,           0.8,      7.354917, ,           0.8,      6.983258, ,           0.8,       6.71215, ,           0.8,      6.647244, , 
            1,      6.353001, ,             1,      6.267164, ,             1,      6.124356, ,             1,      6.038578, ,             1,      10.46029, ,             1,      9.900313, ,             1,      6.010913, ,             1,       5.96281, ,             1,      5.954441, ,             1,      5.936656, ,             1,      5.914921, ,             1,      5.898898, ,             1,      5.890761, ,             1,      5.886284, ,             1,      8.952914, ,             1,      7.383876, ,             1,       7.00501, ,             1,      6.728644, ,             1,      6.662683, , 
          1.2,      6.365484, ,           1.2,      6.277995, ,           1.2,      6.132872, ,           1.2,      6.046193, ,           1.2,      10.52549, ,           1.2,      9.959672, ,           1.2,      6.018295, ,           1.2,      5.969802, ,           1.2,      5.961364, ,           1.2,      5.943434, ,           1.2,      5.921491, ,           1.2,      5.905308, ,           1.2,      5.897089, ,           1.2,       5.89257, ,           1.2,      9.002316, ,           1.2,      7.416128, ,           1.2,      7.029448, ,           1.2,      6.747382, ,           1.2,      6.680335, , 
          1.4,      6.379861, ,           1.4,      6.290765, ,           1.4,      6.143399, ,           1.4,       6.05587, ,           1.4,      10.59486, ,           1.4,      10.02305, ,           1.4,       6.02777, ,           1.4,      5.978944, ,           1.4,      5.970445, ,           1.4,      5.952383, ,           1.4,      5.930227, ,           1.4,      5.913876, ,           1.4,      5.905579, ,           1.4,      5.901028, ,           1.4,      9.055495, ,           1.4,       7.45167, ,           1.4,      7.056528, ,           1.4,       6.76829, ,           1.4,      6.700103, , 
          1.6,      6.396038, ,           1.6,      6.305372, ,           1.6,      6.155809, ,           1.6,      6.067486, ,           1.6,      10.66798, ,           1.6,      10.09018, ,           1.6,       6.03919, ,           1.6,      5.990022, ,           1.6,      5.981456, ,           1.6,      5.963252, ,           1.6,      5.940879, ,           1.6,      5.924358, ,           1.6,      5.915983, ,           1.6,      5.911403, ,           1.6,      9.112399, ,           1.6,      7.490788, ,           1.6,      7.086387, ,           1.6,      6.791396, ,           1.6,      6.721993, , 
          1.8,       6.41391, ,           1.8,      6.321691, ,           1.8,      6.169937, ,           1.8,      6.080843, ,           1.8,      10.74423, ,           1.8,      10.16052, ,           1.8,      6.052359, ,           1.8,      6.002851, ,           1.8,      5.994214, ,           1.8,       5.97586, ,           1.8,      5.953307, ,           1.8,      5.936656, ,           1.8,      5.928215, ,           1.8,      5.923603, ,           1.8,      9.172654, ,           1.8,      7.533365, ,           1.8,      7.118929, ,           1.8,      6.816621, ,           1.8,       6.74592, , 
            2,       6.43347, ,             2,      6.339696, ,             2,      6.185706, ,             2,      6.095799, ,             2,      10.82476, ,             2,      10.23513, ,             2,      6.067123, ,             2,      6.017282, ,             2,      6.008581, ,             2,       5.99009, ,             2,      5.967399, ,             2,      5.950653, ,             2,      5.942163, ,             2,      5.937519, ,             2,      9.237144, ,             2,      7.579987, ,             2,      7.154424, ,             2,      6.844002, ,             2,      6.771917, , 
          2.2,       6.45463, ,           2.2,      6.359276, ,           2.2,      6.202994, ,           2.2,      6.112231, ,           2.2,      10.90804, ,           2.2,       10.3128, ,           2.2,       6.08335, ,           2.2,      6.033168, ,           2.2,      6.024405, ,           2.2,      6.005783, ,           2.2,      5.982938, ,           2.2,       5.96608, ,           2.2,      5.957532, ,           2.2,      5.952856, ,           2.2,      9.305251, ,           2.2,      7.630932, ,           2.2,      7.192972, ,           2.2,      6.873511, ,           2.2,      6.799944, , 
          2.4,      6.477363, ,           2.4,      6.380404, ,           2.4,      6.221742, ,           2.4,      6.130086, ,           2.4,      10.99503, ,           2.4,      10.39444, ,           2.4,      6.100992, ,           2.4,      6.050448, ,           2.4,      6.041616, ,           2.4,      6.022848, ,           2.4,      5.999829, ,           2.4,      5.982842, ,           2.4,      5.974226, ,           2.4,      5.969509, ,           2.4,       9.37774, ,           2.4,      7.686724, ,           2.4,      7.234865, ,           2.4,      6.905271, ,           2.4,      6.830096, , 
          2.6,      6.501615, ,           2.6,       6.40301, ,           2.6,      6.241886, ,           2.6,      6.149265, ,           2.6,      11.08572, ,           2.6,      10.48008, ,           2.6,      6.119948, ,           2.6,      6.069029, ,           2.6,      6.060126, ,           2.6,      6.041205, ,           2.6,      6.017988, ,           2.6,      6.000854, ,           2.6,      5.992163, ,           2.6,      5.987403, ,           2.6,      9.454754, ,           2.6,      7.747659, ,           2.6,      7.280159, ,           2.6,      6.939163, ,           2.6,      6.862267, , 
          2.8,      6.527354, ,           2.8,      6.427039, ,           2.8,      6.263359, ,           2.8,      6.169695, ,           2.8,      11.17958, ,           2.8,      10.56948, ,           2.8,      6.140123, ,           2.8,      6.088774, ,           2.8,       6.07979, ,           2.8,      6.060698, ,           2.8,      6.037259, ,           2.8,      6.019958, ,           2.8,      6.011185, ,           2.8,      6.006383, ,           2.8,      9.536494, ,           2.8,      7.814598, ,           2.8,      7.329297, ,           2.8,      6.975326, ,           2.8,      6.896565, , 
            3,      6.554561, ,             3,      6.452472, ,             3,      6.286111, ,             3,      6.191308, ,             3,      11.27635, ,             3,      10.66253, ,             3,      6.161447, ,             3,      6.109612, ,             3,      6.100539, ,             3,      6.081257, ,             3,      6.057585, ,             3,      6.040111, ,             3,      6.031252, ,             3,      6.026407, ,             3,      9.623189, ,             3,      7.888244, ,             3,      7.382602, ,             3,      7.013806, ,             3,      6.933025, , 
          3.2,      6.583241, ,           3.2,      6.479281, ,           3.2,      6.310075, ,           3.2,      6.214022, ,           3.2,      11.37719, ,           3.2,      10.76042, ,           3.2,      6.183843, ,           3.2,      6.131479, ,           3.2,      6.122311, ,           3.2,      6.102829, ,           3.2,      6.078911, ,           3.2,      6.061256, ,           3.2,      6.052311, ,           3.2,       6.04743, ,           3.2,      9.716009, ,           3.2,      7.969695, ,           3.2,      7.440638, ,           3.2,      7.054778, ,           3.2,      6.971791, , 
          3.4,      6.613378, ,           3.4,      6.507382, ,           3.4,      6.335184, ,           3.4,      6.237814, ,           3.4,      11.48205, ,           3.4,      10.86331, ,           3.4,      6.207272, ,           3.4,       6.15431, ,           3.4,      6.145044, ,           3.4,      6.125353, ,           3.4,      6.101201, ,           3.4,      6.083378, ,           3.4,      6.074355, ,           3.4,      6.069445, ,           3.4,      9.815474, ,           3.4,      8.059985, ,           3.4,      7.503916, ,           3.4,       7.09837, ,           3.4,      7.012967, , 
          3.6,      6.644983, ,           3.6,       6.53676, ,           3.6,      6.361406, ,           3.6,      6.262656, ,           3.6,      11.59089, ,           3.6,      10.97156, ,           3.6,      6.231712, ,           3.6,      6.178086, ,           3.6,      6.168715, ,           3.6,      6.148801, ,           3.6,      6.124434, ,           3.6,      6.106464, ,           3.6,      6.097374, ,           3.6,      6.092443, ,           3.6,      9.922635, ,           3.6,      8.161144, ,           3.6,      7.573391, ,           3.6,      7.144751, ,           3.6,      7.056695, , 
          3.8,      6.678021, ,           3.8,      6.567379, ,           3.8,      6.388698, ,           3.8,      6.288485, ,           3.8,      11.70382, ,           3.8,      11.08538, ,           3.8,      6.257119, ,           3.8,      6.202821, ,           3.8,       6.19335, ,           3.8,      6.173222, ,           3.8,      6.148659, ,           3.8,      6.130559, ,           3.8,      6.121413, ,           3.8,      6.116469, ,           3.8,      10.03792, ,           3.8,      8.273902, ,           3.8,      7.649479, ,           3.8,      7.194109, ,           3.8,      7.103121, , 
            4,      6.712586, ,             4,      6.599298, ,             4,      6.417073, ,             4,      6.315298, ,             4,       11.8214, ,             4,      11.20552, ,             4,      6.283489, ,             4,      6.228496, ,             4,       6.21892, ,             4,      6.198572, ,             4,      6.173848, ,             4,      6.155653, ,             4,      6.146471, ,             4,      6.141525, ,             4,      10.16236, ,             4,      8.399673, ,             4,      7.733072, ,             4,      7.246947, ,             4,      7.152673, , 
          4.2,      6.748687, ,           4.2,      6.632502, ,           4.2,       6.44649, ,           4.2,      6.343057, ,           4.2,      11.94363, ,           4.2,      11.33212, ,           4.2,      6.310771, ,           4.2,      6.255045, ,           4.2,      6.245369, ,           4.2,      6.224807, ,           4.2,      6.199956, ,           4.2,      6.181697, ,           4.2,      6.172491, ,           4.2,      6.167552, ,           4.2,      10.29633, ,           4.2,       8.53921, ,           4.2,       7.82463, ,           4.2,      7.303505, ,           4.2,      7.205549, , 
          4.4,      6.786397, ,           4.4,         6.667, ,           4.4,       6.47687, ,           4.4,      6.371799, ,           4.4,      12.07077, ,           4.4,      11.46566, ,           4.4,      6.339035, ,           4.4,      6.282568, ,           4.4,      6.272791, ,           4.4,      6.252016, ,           4.4,       6.22704, ,           4.4,      6.208718, ,           4.4,      6.199492, ,           4.4,      6.194564, ,           4.4,      10.44072, ,           4.4,      8.693955, ,           4.4,      7.925115, ,           4.4,      7.364388, ,           4.4,      7.262257, , 
          4.6,      6.825815, ,           4.6,      6.702849, ,           4.6,      6.508152, ,           4.6,      6.401473, ,           4.6,      12.20243, ,           4.6,      11.60589, ,           4.6,      6.368245, ,           4.6,      6.311068, ,           4.6,      6.301209, ,           4.6,       6.28026, ,           4.6,      6.255158, ,           4.6,      6.236762, ,           4.6,      6.227512, ,           4.6,      6.222594, ,           4.6,      10.59546, ,           4.6,      8.864273, ,           4.6,       8.03534, ,           4.6,      7.430713, ,           4.6,      7.323727, , 
          4.8,      6.866964, ,           4.8,      6.740091, ,           4.8,      6.540346, ,           4.8,       6.43197, ,           4.8,      12.33923, ,           4.8,      11.75333, ,           4.8,       6.39833, ,           4.8,      6.340553, ,           4.8,      6.330619, ,           4.8,      6.309509, ,           4.8,      6.284292, ,           4.8,      6.265829, ,           4.8,      6.256553, ,           4.8,      6.251638, ,           4.8,      10.76094, ,           4.8,      9.050317, ,           4.8,      8.155905, ,           4.8,      7.503394, ,           4.8,      7.390705, , 
            5,      6.910042, ,             5,      6.778831, ,             5,      6.573519, ,             5,      6.463284, ,             5,      12.48113, ,             5,      11.90811, ,             5,       6.42927, ,             5,      6.371001, ,             5,      6.361003, ,             5,      6.339757, ,             5,      6.314429, ,             5,      6.295896, ,             5,      6.286593, ,             5,      6.281678, ,             5,       10.9376, ,             5,      9.253155, ,             5,      8.288421, ,             5,      7.584411, ,             5,      7.464841, , 
          5.2,      6.955256, ,           5.2,      6.819134, ,           5.2,       6.60764, ,           5.2,      6.495473, ,           5.2,      12.62702, ,           5.2,      12.06884, ,           5.2,      6.461078, ,           5.2,      6.402356, ,           5.2,      6.392322, ,           5.2,         6.371, ,           5.2,       6.34557, ,           5.2,      6.326959, ,           5.2,      6.317624, ,           5.2,      6.312701, ,           5.2,      11.12352, ,           5.2,      9.470347, ,           5.2,      8.433197, ,           5.2,      7.676056, ,           5.2,      7.548045, , 
          5.4,        7.0027, ,           5.4,      6.861063, ,           5.4,      6.642745, ,           5.4,      6.528573, ,           5.4,      12.78099, ,           5.4,      12.24102, ,           5.4,      6.493791, ,           5.4,      6.434617, ,           5.4,      6.424553, ,           5.4,      6.403165, ,           5.4,      6.377686, ,           5.4,      6.359047, ,           5.4,      6.349691, ,           5.4,      6.344749, ,           5.4,      11.32664, ,           5.4,      9.713188, ,           5.4,      8.596996, ,           5.4,       7.78175, ,           5.4,      7.643117, , 
          5.6,      7.052667, ,           5.6,      6.904775, ,           5.6,      6.678846, ,           5.6,      6.562585, ,           5.6,      12.95699, ,           5.6,      12.44422, ,           5.6,      6.527445, ,           5.6,      6.467851, ,           5.6,      6.457742, ,           5.6,      6.436259, ,           5.6,      6.410764, ,           5.6,      6.392133, ,           5.6,      6.382774, ,           5.6,      6.377814, ,           5.6,      11.57606, ,           5.6,      10.02347, ,           5.6,      8.800484, ,           5.6,      7.906659, ,           5.6,       7.75432, , 
          5.8,      7.105545, ,           5.8,        6.9505, ,           5.8,      6.715962, ,           5.8,      6.597515, ,           5.8,      13.17795, ,           5.8,      12.71063, ,           5.8,      6.562043, ,           5.8,      6.502075, ,           5.8,       6.49192, ,           5.8,      6.470339, ,           5.8,      6.444787, ,           5.8,      6.426128, ,           5.8,      6.416753, ,           5.8,      6.411782, ,           5.8,      11.91969, ,           5.8,      10.47004, ,           5.8,      9.077637, ,           5.8,      8.059059, ,           5.8,      7.888465, , 
            6,      7.161957, ,             6,      6.998554, ,             6,      6.754216, ,             6,      6.633417, ,             6,      13.37816, ,             6,      12.94814, ,             6,      6.597606, ,             6,      6.537291, ,             6,        6.5271, ,             6,      6.505444, ,             6,      6.479818, ,             6,      6.461109, ,             6,      6.451709, ,             6,      6.446725, ,             6,      12.22056, ,             6,      10.85866, ,             6,      9.353223, ,             6,      8.250697, ,             6,      8.055238, , 
          6.2,      7.222454, ,           6.2,      7.049189, ,           6.2,      6.793638, ,           6.2,      6.670335, ,           6.2,       13.5639, ,           6.2,      13.16533, ,           6.2,      6.634155, ,           6.2,      6.573467, ,           6.2,      6.563248, ,           6.2,      6.541531, ,           6.2,      6.515837, ,           6.2,       6.49708, ,           6.2,      6.487655, ,           6.2,      6.482657, ,           6.2,      12.49114, ,           6.2,      11.20702, ,           6.2,      9.636477, ,           6.2,       8.48478, ,           6.2,      8.257381, , 
          6.4,       7.28847, ,           6.4,      7.103186, ,           6.4,       6.83435, ,           6.4,      6.708404, ,           6.4,      13.73404, ,           6.4,      13.36059, ,           6.4,      6.671817, ,           6.4,      6.610685, ,           6.4,       6.60043, ,           6.4,      6.578638, ,           6.4,      6.552869, ,           6.4,       6.53406, ,           6.4,      6.524611, ,           6.4,      6.519602, ,           6.4,      12.72901, ,           6.4,      11.51146, ,           6.4,      9.924288, ,           6.4,      8.758727, ,           6.4,      8.493116, , 
          6.6,      7.361934, ,           6.6,      7.161437, ,           6.6,      6.876351, ,           6.6,      6.747636, ,           6.6,       13.8991, ,           6.6,      13.54876, ,           6.6,      6.710622, ,           6.6,      6.648995, ,           6.6,      6.638695, ,           6.6,      6.616808, ,           6.6,       6.59095, ,           6.6,      6.572082, ,           6.6,      6.562607, ,           6.6,      6.557592, ,           6.6,      12.95638, ,           6.6,      11.80288, ,           6.6,      10.22245, ,           6.6,      9.060059, ,           6.6,      8.752729, , 
          6.8,      7.446166, ,           6.8,      7.225607, ,           6.8,      6.919847, ,           6.8,      6.788058, ,           6.8,      14.05797, ,           6.8,      13.72812, ,           6.8,      6.750587, ,           6.8,      6.688421, ,           6.8,      6.678065, ,           6.8,      6.656058, ,           6.8,      6.630102, ,           6.8,      6.611171, ,           6.8,      6.601668, ,           6.8,      6.596643, ,           6.8,      13.17048, ,           6.8,      12.07693, ,           6.8,      10.52771, ,           6.8,      9.386389, ,           6.8,      9.035001, , 
            7,      7.549156, ,             7,      7.299422, ,             7,      6.965091, ,             7,      6.829764, ,             7,      14.21052, ,             7,      13.89794, ,             7,      6.791783, ,             7,      6.729012, ,             7,      6.718578, ,             7,      6.696404, ,             7,      6.670344, ,             7,      6.651357, ,             7,      6.641825, ,             7,      6.636785, ,             7,      13.36957, ,             7,       12.3482, ,             7,      10.99429, ,             7,      9.992769, ,             7,      9.549302, , 
          7.2,      7.703642, ,           7.2,      7.397726, ,           7.2,      7.012291, ,           7.2,      6.872801, ,           7.2,      14.37004, ,           7.2,      14.07632, ,           7.2,      6.834246, ,           7.2,      6.770808, ,           7.2,      6.760283, ,           7.2,      6.737914, ,           7.2,      6.711715, ,           7.2,      6.692647, ,           7.2,      6.683075, ,           7.2,      6.678013, ,           7.2,      13.57992, ,           7.2,      12.63446, ,           7.2,      11.47122, ,           7.2,       10.6063, ,           7.2,      10.08071, , 
          7.4,      8.046275, ,           7.4,      7.581534, ,           7.4,      7.061659, ,           7.4,      6.917382, ,           7.4,      14.53035, ,           7.4,      14.25368, ,           7.4,      6.878118, ,           7.4,      6.813845, ,           7.4,      6.803231, ,           7.4,      6.780676, ,           7.4,      6.754266, ,           7.4,      6.735048, ,           7.4,      6.725403, ,           7.4,      6.720311, ,           7.4,      13.78618, ,           7.4,      12.90207, ,           7.4,      11.85464, ,           7.4,      11.07383, ,           7.4,      10.53362, , 

