Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, ,            -1,     0.8897609, , 
         -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, ,          -0.8,     0.9027264, , 
         -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, ,          -0.6,     0.9156702, , 
         -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, ,          -0.4,     0.9285918, , 
         -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, ,          -0.2,     0.9414911, , 
            0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, ,             0,     0.9543675, , 
          0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, ,           0.2,     0.9672206, , 
          0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, ,           0.4,     0.9800502, , 
          0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, ,           0.6,     0.9928558, , 
          0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, ,           0.8,      1.005637, , 
            1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, ,             1,      1.018394, , 
          1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, ,           1.2,      1.031125, , 
          1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, ,           1.4,      1.043831, , 
          1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, ,           1.6,      1.056511, , 
          1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, ,           1.8,      1.069165, , 
            2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, ,             2,      1.081792, , 
          2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, ,           2.2,      1.094393, , 
          2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, ,           2.4,      1.106966, , 
          2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, ,           2.6,      1.119511, , 
          2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, ,           2.8,      1.132029, , 
            3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, ,             3,      1.144518, , 
          3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, ,           3.2,      1.156978, , 
          3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, ,           3.4,       1.16941, , 
          3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, ,           3.6,      1.181812, , 
          3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, ,           3.8,      1.194184, , 
            4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, ,             4,      1.206526, , 
          4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, ,           4.2,      1.218837, , 
          4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, ,           4.4,      1.231118, , 
          4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, ,           4.6,      1.243368, , 
          4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, ,           4.8,      1.255586, , 
            5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, ,             5,      1.267773, , 
          5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, ,           5.2,      1.279927, , 
          5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, ,           5.4,      1.292049, , 
          5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, ,           5.6,      1.304138, , 
          5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, ,           5.8,      1.316194, , 
            6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, ,             6,      1.328216, , 
          6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, ,           6.2,      1.340205, , 
          6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, ,           6.4,       1.35216, , 
          6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, ,           6.6,       1.36408, , 
          6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, ,           6.8,      1.375966, , 
            7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, ,             7,      1.387816, , 
          7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, ,           7.2,      1.399631, , 
