Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,     0.6604329, ,            -3,     0.6604329, ,            -3,     0.6604329, ,            -3,     0.6604329, ,            -3,     0.6604329, ,            -3,     0.6604329, ,            -3,     0.6604329, ,            -3,     0.6604329, ,            -3,     0.6604329, , 
         -2.8,      0.660487, ,          -2.8,      0.660487, ,          -2.8,      0.660487, ,          -2.8,      0.660487, ,          -2.8,      0.660487, ,          -2.8,      0.660487, ,          -2.8,      0.660487, ,          -2.8,      0.660487, ,          -2.8,      0.660487, , 
         -2.6,     0.6605303, ,          -2.6,     0.6605303, ,          -2.6,     0.6605303, ,          -2.6,     0.6605303, ,          -2.6,     0.6605303, ,          -2.6,     0.6605303, ,          -2.6,     0.6605303, ,          -2.6,     0.6605303, ,          -2.6,     0.6605303, , 
         -2.4,     0.6605636, ,          -2.4,     0.6605636, ,          -2.4,     0.6605636, ,          -2.4,     0.6605636, ,          -2.4,     0.6605636, ,          -2.4,     0.6605636, ,          -2.4,     0.6605636, ,          -2.4,     0.6605636, ,          -2.4,     0.6605636, , 
         -2.2,     0.6605877, ,          -2.2,     0.6605877, ,          -2.2,     0.6605877, ,          -2.2,     0.6605877, ,          -2.2,     0.6605877, ,          -2.2,     0.6605877, ,          -2.2,     0.6605877, ,          -2.2,     0.6605877, ,          -2.2,     0.6605877, , 
           -2,      0.660603, ,            -2,      0.660603, ,            -2,      0.660603, ,            -2,      0.660603, ,            -2,      0.660603, ,            -2,      0.660603, ,            -2,      0.660603, ,            -2,      0.660603, ,            -2,      0.660603, , 
         -1.8,     0.6606103, ,          -1.8,     0.6606103, ,          -1.8,     0.6606103, ,          -1.8,     0.6606103, ,          -1.8,     0.6606103, ,          -1.8,     0.6606103, ,          -1.8,     0.6606103, ,          -1.8,     0.6606103, ,          -1.8,     0.6606103, , 
         -1.6,     0.6606101, ,          -1.6,     0.6606101, ,          -1.6,     0.6606101, ,          -1.6,     0.6606101, ,          -1.6,     0.6606101, ,          -1.6,     0.6606101, ,          -1.6,     0.6606101, ,          -1.6,     0.6606101, ,          -1.6,     0.6606101, , 
         -1.4,     0.6606029, ,          -1.4,     0.6606029, ,          -1.4,     0.6606029, ,          -1.4,     0.6606029, ,          -1.4,     0.6606029, ,          -1.4,     0.6606029, ,          -1.4,     0.6606029, ,          -1.4,     0.6606029, ,          -1.4,     0.6606029, , 
         -1.2,     0.6605892, ,          -1.2,     0.6605892, ,          -1.2,     0.6605892, ,          -1.2,     0.6605892, ,          -1.2,     0.6605892, ,          -1.2,     0.6605892, ,          -1.2,     0.6605892, ,          -1.2,     0.6605892, ,          -1.2,     0.6605892, , 
           -1,     0.6605695, ,            -1,     0.6605695, ,            -1,     0.6605695, ,            -1,     0.6605695, ,            -1,     0.6605695, ,            -1,     0.6605695, ,            -1,     0.6605695, ,            -1,     0.6605695, ,            -1,     0.6605695, , 
         -0.8,     0.6605442, ,          -0.8,     0.6605442, ,          -0.8,     0.6605442, ,          -0.8,     0.6605442, ,          -0.8,     0.6605442, ,          -0.8,     0.6605442, ,          -0.8,     0.6605442, ,          -0.8,     0.6605442, ,          -0.8,     0.6605442, , 
         -0.6,     0.6605136, ,          -0.6,     0.6605136, ,          -0.6,     0.6605136, ,          -0.6,     0.6605136, ,          -0.6,     0.6605136, ,          -0.6,     0.6605136, ,          -0.6,     0.6605136, ,          -0.6,     0.6605136, ,          -0.6,     0.6605136, , 
         -0.4,     0.6604781, ,          -0.4,     0.6604781, ,          -0.4,     0.6604781, ,          -0.4,     0.6604781, ,          -0.4,     0.6604781, ,          -0.4,     0.6604781, ,          -0.4,     0.6604781, ,          -0.4,     0.6604781, ,          -0.4,     0.6604781, , 
         -0.2,     0.6604381, ,          -0.2,     0.6604381, ,          -0.2,     0.6604381, ,          -0.2,     0.6604381, ,          -0.2,     0.6604381, ,          -0.2,     0.6604381, ,          -0.2,     0.6604381, ,          -0.2,     0.6604381, ,          -0.2,     0.6604381, , 
            0,      0.660394, ,             0,      0.660394, ,             0,      0.660394, ,             0,      0.660394, ,             0,      0.660394, ,             0,      0.660394, ,             0,      0.660394, ,             0,      0.660394, ,             0,      0.660394, , 
          0.2,     0.6603459, ,           0.2,     0.6603459, ,           0.2,     0.6603459, ,           0.2,     0.6603459, ,           0.2,     0.6603459, ,           0.2,     0.6603459, ,           0.2,     0.6603459, ,           0.2,     0.6603459, ,           0.2,     0.6603459, , 
          0.4,     0.6602943, ,           0.4,     0.6602943, ,           0.4,     0.6602943, ,           0.4,     0.6602943, ,           0.4,     0.6602943, ,           0.4,     0.6602943, ,           0.4,     0.6602943, ,           0.4,     0.6602943, ,           0.4,     0.6602943, , 
          0.6,     0.6602393, ,           0.6,     0.6602393, ,           0.6,     0.6602393, ,           0.6,     0.6602393, ,           0.6,     0.6602393, ,           0.6,     0.6602393, ,           0.6,     0.6602393, ,           0.6,     0.6602393, ,           0.6,     0.6602393, , 
          0.8,     0.6601812, ,           0.8,     0.6601812, ,           0.8,     0.6601812, ,           0.8,     0.6601812, ,           0.8,     0.6601812, ,           0.8,     0.6601812, ,           0.8,     0.6601812, ,           0.8,     0.6601812, ,           0.8,     0.6601812, , 
