Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, ,            -1,      0.633816, , 
         -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, ,          -0.8,     0.6336846, , 
         -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, ,          -0.6,     0.6335478, , 
         -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, ,          -0.4,     0.6334059, , 
         -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, ,          -0.2,     0.6332591, , 
            0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, ,             0,     0.6331077, , 
          0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, ,           0.2,     0.6329519, , 
          0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, ,           0.4,      0.632792, , 
          0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, ,           0.6,     0.6326281, , 
          0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, ,           0.8,     0.6324605, , 
            1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, ,             1,     0.6322894, , 
          1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, ,           1.2,     0.6321148, , 
          1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, ,           1.4,     0.6319371, , 
          1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, ,           1.6,     0.6317564, , 
          1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, ,           1.8,     0.6315727, , 
            2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, ,             2,     0.6313863, , 
          2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, ,           2.2,     0.6311973, , 
          2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, ,           2.4,     0.6310059, , 
          2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, ,           2.6,     0.6308121, , 
          2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, ,           2.8,     0.6306161, , 
            3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, ,             3,     0.6304179, , 
          3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, ,           3.2,     0.6302178, , 
          3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, ,           3.4,     0.6300158, , 
          3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, ,           3.6,     0.6298119, , 
          3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, ,           3.8,     0.6296064, , 
            4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, ,             4,     0.6293993, , 
          4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, ,           4.2,     0.6291907, , 
          4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, ,           4.4,     0.6289807, , 
          4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, ,           4.6,     0.6287693, , 
          4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, ,           4.8,     0.6285566, , 
            5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, ,             5,     0.6283428, , 
          5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, ,           5.2,     0.6281279, , 
          5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, ,           5.4,      0.627912, , 
          5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, ,           5.6,     0.6276951, , 
          5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, ,           5.8,     0.6274773, , 
            6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, ,             6,     0.6272587, , 
          6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, ,           6.2,     0.6270393, , 
          6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, ,           6.4,     0.6268193, , 
          6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, ,           6.6,     0.6265987, , 
