Alpha,T1-15.8 m/s-VLM2, , 
           -3,       0.87842, , 
         -2.8,     0.8941877, , 
         -2.6,     0.9099375, , 
         -2.4,     0.9256689, , 
         -2.2,     0.9413817, , 
           -2,     0.9570752, , 
         -1.8,     0.9727493, , 
         -1.6,     0.9884034, , 
         -1.4,      1.004037, , 
         -1.2,       1.01965, , 
           -1,      1.035242, , 
         -0.8,      1.050813, , 
         -0.6,      1.066361, , 
         -0.4,      1.081888, , 
         -0.2,      1.097391, , 
            0,      1.112872, , 
          0.2,      1.128329, , 
          0.4,      1.143763, , 
          0.6,      1.159172, , 
          0.8,      1.174556, , 
            1,      1.189916, , 
          1.2,      1.205251, , 
          1.4,      1.220559, , 
          1.6,      1.235842, , 
          1.8,      1.251098, , 
            2,      1.266328, , 
          2.2,       1.28153, , 
          2.4,      1.296705, , 
          2.6,      1.311852, , 
          2.8,       1.32697, , 
            3,       1.34206, , 
          3.2,      1.357121, , 
          3.4,      1.372153, , 
          3.6,      1.387155, , 
          3.8,      1.402127, , 
            4,      1.417068, , 
          4.2,      1.431979, , 
          4.4,      1.446858, , 
          4.6,      1.461707, , 
          4.8,      1.476523, , 
            5,      1.491307, , 
          5.2,      1.506059, , 

