Alpha,T1-15.8 m/s-VLM2, , 
           -1,    0.08060198, , 
         -0.8,    0.09084505, , 
         -0.6,     0.1010859, , 
         -0.4,     0.1113242, , 
         -0.2,     0.1215596, , 
            0,     0.1317917, , 
          0.2,     0.1420201, , 
          0.4,     0.1522446, , 
          0.6,     0.1624646, , 
          0.8,     0.1726799, , 
            1,     0.1828901, , 
          1.2,     0.1930949, , 
          1.4,     0.2032938, , 
          1.6,     0.2134866, , 
          1.8,     0.2236728, , 
            2,     0.2338521, , 
          2.2,     0.2440242, , 
          2.4,     0.2541887, , 
          2.6,     0.2643451, , 
          2.8,     0.2744933, , 
            3,     0.2846327, , 
          3.2,     0.2947632, , 
          3.4,     0.3048842, , 
          3.6,     0.3149954, , 
          3.8,     0.3250966, , 
            4,     0.3351873, , 
          4.2,     0.3452672, , 
          4.4,      0.355336, , 
          4.6,     0.3653932, , 
          4.8,     0.3754386, , 
            5,     0.3854718, , 
          5.2,     0.3954924, , 
          5.4,     0.4055002, , 
          5.6,     0.4154947, , 
          5.8,     0.4254756, , 
            6,     0.4354426, , 
          6.2,     0.4453953, , 
          6.4,     0.4553334, , 
          6.6,     0.4652565, , 
          6.8,     0.4751644, , 
            7,     0.4850566, , 
          7.2,     0.4949329, , 
          7.4,     0.5047929, , 
          7.6,     0.5146363, , 
          7.8,     0.5244627, , 
            8,     0.5342718, , 
          8.2,     0.5440633, , 
          8.4,     0.5538369, , 
          8.6,     0.5635921, , 
          8.8,     0.5733288, , 
            9,     0.5830466, , 
          9.2,     0.5927452, , 
          9.4,     0.6024241, , 
          9.6,     0.6120832, , 
          9.8,     0.6217222, , 
           10,     0.6313406, , 
         10.2,     0.6409381, , 
         10.4,     0.6505146, , 
         10.6,     0.6600696, , 
         10.8,     0.6696029, , 
           11,     0.6791141, , 
         11.2,     0.6886029, , 

