Alpha,T1-15.8 m/s-VLM2, , 
           -1,      12.06835, , 
         -0.8,      12.10919, , 
         -0.6,      12.14191, , 
         -0.4,      12.16704, , 
         -0.2,      12.18513, , 
            0,      12.19669, , 
          0.2,      12.20232, , 
          0.4,      12.20256, , 
          0.6,      12.19773, , 
          0.8,      12.18809, , 
            1,        12.174, , 
          1.2,      12.15574, , 
          1.4,      12.13364, , 
          1.6,      12.10787, , 
          1.8,       12.0786, , 
            2,      12.04597, , 
          2.2,      12.01001, , 
          2.4,      11.97076, , 
          2.6,      11.92858, , 
          2.8,      11.88347, , 
            3,      11.83536, , 
          3.2,      11.78432, , 
          3.4,      11.73077, , 
          3.6,      11.67462, , 
          3.8,      11.61569, , 
            4,       11.5539, , 
          4.2,      11.48903, , 
          4.4,      11.42085, , 
          4.6,      11.34919, , 
          4.8,      11.27338, , 
            5,       11.1932, , 
          5.2,      11.10806, , 
          5.4,      11.01741, , 

