Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      4.998409, ,            -1,      4.833603, ,            -1,       5.52197, , 
         -0.8,      4.981502, ,          -0.8,      4.813283, ,          -0.8,      5.515427, , 
         -0.6,      4.967988, ,          -0.6,      4.797197, ,          -0.6,      5.511902, , 
         -0.4,      4.957653, ,          -0.4,      4.784869, ,          -0.4,      5.511261, , 
         -0.2,      4.950231, ,          -0.2,      4.775936, ,          -0.2,      5.513374, , 
            0,      4.945478, ,             0,      4.769956, ,             0,        5.5181, , 
          0.2,      4.943205, ,           0.2,      4.766486, ,           0.2,      5.525405, , 
          0.4,      4.943173, ,           0.4,      4.765222, ,           0.4,      5.535249, , 
          0.6,      4.945183, ,           0.6,      4.766101, ,           0.6,      5.547608, , 
          0.8,      4.949108, ,           0.8,      4.768913, ,           0.8,      5.562478, , 
            1,      4.954808, ,             1,      4.773397, ,             1,      5.579775, , 
          1.2,      4.962216, ,           1.2,      4.779435, ,           1.2,      5.599592, , 
          1.4,       4.97122, ,           1.4,       4.78687, ,           1.4,      5.621958, , 
          1.6,      4.981706, ,           1.6,      4.795634, ,           1.6,      5.646885, , 
          1.8,      4.993613, ,           1.8,      4.805621, ,           1.8,      5.674603, , 
            2,       5.00689, ,             2,      4.816831, ,             2,       5.70527, , 
          2.2,      5.021493, ,           2.2,      4.829229, ,           2.2,      5.738986, , 
          2.4,      5.037383, ,           2.4,      4.842747, ,           2.4,       5.77601, , 
          2.6,      5.054623, ,           2.6,      4.857427, ,           2.6,      5.816716, , 
          2.8,      5.073145, ,           2.8,      4.873348, ,           2.8,      5.861445, , 
            3,      5.092867, ,             3,      4.890521, ,             3,      5.910853, , 
          3.2,      5.113839, ,           3.2,      4.908936, ,           3.2,      5.965913, , 
          3.4,      5.136104, ,           3.4,      4.928595, ,           3.4,      6.027541, , 
          3.6,      5.159638, ,           3.6,      4.949594, ,           3.6,      6.097921, , 
          3.8,      5.184298, ,           3.8,      4.971973, ,           3.8,       6.17954, , 
            4,      5.210201, ,             4,      4.995819, ,             4,      6.277145, , 
          4.2,      5.237446, ,           4.2,       5.02119, ,           4.2,      6.399903, , 
          4.4,      5.266069, ,           4.4,      5.047908, ,           4.4,      6.562307, , 
          4.6,      5.296228, ,           4.6,      5.075873, ,           4.6,      6.800322, , 
          4.8,      5.328045, ,           4.8,      5.105144, ,           4.8,      7.139349, , 
            5,      5.361648, ,             5,      5.135812, ,             5,       7.54831, , 
          5.2,      5.397369, ,           5.2,      5.167902, ,           5.2,      8.166959, , 
          5.4,      5.435321, ,           5.4,      5.201462, ,           5.4,      9.060165, , 
          5.6,      5.475896, ,           5.6,      5.236562, ,           5.6,      9.707325, , 
          5.8,      5.519399, ,           5.8,      5.273233, , , , , 

