Alpha,T1-15.8 m/s-VLM2, , 
           -1,      0.576095, , 
         -0.8,     0.5757995, , 
         -0.6,     0.5754986, , 
         -0.4,     0.5751927, , 
         -0.2,     0.5748818, , 
            0,     0.5745661, , 
          0.2,     0.5742456, , 
          0.4,     0.5739206, , 
          0.6,      0.573591, , 
          0.8,     0.5732571, , 
            1,     0.5729189, , 
          1.2,     0.5725765, , 
          1.4,       0.57223, , 
          1.6,     0.5718795, , 
          1.8,     0.5715251, , 
            2,     0.5711669, , 
          2.2,     0.5708048, , 
          2.4,     0.5704391, , 
          2.6,     0.5700697, , 
          2.8,     0.5696968, , 
            3,     0.5693204, , 
          3.2,     0.5689406, , 
          3.4,     0.5685574, , 
          3.6,     0.5681709, , 
          3.8,     0.5677812, , 
            4,     0.5673883, , 
          4.2,     0.5669923, , 
          4.4,     0.5665932, , 
          4.6,     0.5661911, , 
          4.8,      0.565786, , 
            5,     0.5653781, , 
          5.2,     0.5649672, , 
          5.4,     0.5645536, , 
          5.6,     0.5641372, , 
          5.8,     0.5637181, , 
            6,     0.5632963, , 
          6.2,     0.5628719, , 
          6.4,      0.562445, , 
          6.6,     0.5620155, , 
          6.8,     0.5615835, , 
            7,     0.5611491, , 
          7.2,     0.5607124, , 
          7.4,     0.5602733, , 
          7.6,     0.5598319, , 
          7.8,     0.5593882, , 
            8,     0.5589423, , 
          8.2,     0.5584943, , 
          8.4,     0.5580442, , 
          8.6,     0.5575919, , 
          8.8,     0.5571377, , 
            9,     0.5566814, , 
          9.2,     0.5562232, , 
          9.4,     0.5557631, , 
          9.6,     0.5553012, , 
          9.8,     0.5548374, , 
           10,     0.5543718, , 
         10.2,     0.5539045, , 
         10.4,     0.5534356, , 
         10.6,     0.5529649, , 
         10.8,     0.5524927, , 
           11,     0.5520189, , 
         11.2,     0.5515436, , 
         11.4,     0.5510668, , 
         11.6,     0.5505886, , 
         11.8,      0.550109, , 
           12,     0.5496281, , 

