Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.9935754, , 
         -0.8,        1.0088, , 
         -0.6,      1.024004, , 
         -0.4,      1.039186, , 
         -0.2,      1.054346, , 
            0,      1.069483, , 
          0.2,      1.084597, , 
          0.4,      1.099687, , 
          0.6,      1.114754, , 
          0.8,      1.129797, , 
            1,      1.144816, , 
          1.2,      1.159809, , 
          1.4,      1.174777, , 
          1.6,       1.18972, , 
          1.8,      1.204637, , 
            2,      1.219527, , 
          2.2,      1.234391, , 
          2.4,      1.249227, , 
          2.6,      1.264036, , 
          2.8,      1.278818, , 
            3,      1.293571, , 
          3.2,      1.308295, , 
          3.4,      1.322991, , 
          3.6,      1.337657, , 
          3.8,      1.352294, , 
            4,        1.3669, , 
          4.2,      1.381477, , 
          4.4,      1.396022, , 
          4.6,      1.410537, , 
          4.8,       1.42502, , 
            5,      1.439472, , 
          5.2,      1.453891, , 
          5.4,      1.468279, , 

