Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.6552716, ,            -1,     0.6552716, ,            -1,     0.6552716, , 
         -0.8,     0.6552322, ,          -0.8,     0.6552322, ,          -0.8,     0.6552322, , 
         -0.6,     0.6551873, ,          -0.6,     0.6551873, ,          -0.6,     0.6551873, , 
         -0.4,     0.6551372, ,          -0.4,     0.6551372, ,          -0.4,     0.6551372, , 
         -0.2,     0.6550823, ,          -0.2,     0.6550823, ,          -0.2,     0.6550823, , 
            0,     0.6550228, ,             0,     0.6550228, ,             0,     0.6550228, , 
          0.2,     0.6549591, ,           0.2,     0.6549591, ,           0.2,     0.6549591, , 
          0.4,     0.6548915, ,           0.4,     0.6548915, ,           0.4,     0.6548915, , 
          0.6,     0.6548202, ,           0.6,     0.6548202, ,           0.6,     0.6548202, , 
          0.8,     0.6547455, ,           0.8,     0.6547455, ,           0.8,     0.6547455, , 
            1,     0.6546677, ,             1,     0.6546677, ,             1,     0.6546677, , 
          1.2,      0.654587, ,           1.2,      0.654587, ,           1.2,      0.654587, , 
          1.4,     0.6545035, ,           1.4,     0.6545035, ,           1.4,     0.6545035, , 
          1.6,     0.6544175, ,           1.6,     0.6544175, ,           1.6,     0.6544175, , 
          1.8,     0.6543292, ,           1.8,     0.6543292, ,           1.8,     0.6543292, , 
            2,     0.6542388, ,             2,     0.6542388, ,             2,     0.6542388, , 
          2.2,     0.6541464, ,           2.2,     0.6541464, ,           2.2,     0.6541464, , 
          2.4,     0.6540522, ,           2.4,     0.6540522, ,           2.4,     0.6540522, , 
          2.6,     0.6539564, ,           2.6,     0.6539564, ,           2.6,     0.6539564, , 
          2.8,     0.6538591, ,           2.8,     0.6538591, ,           2.8,     0.6538591, , 
            3,     0.6537605, ,             3,     0.6537605, ,             3,     0.6537605, , 
          3.2,     0.6536606, ,           3.2,     0.6536606, ,           3.2,     0.6536606, , 
          3.4,     0.6535597, ,           3.4,     0.6535597, ,           3.4,     0.6535597, , 
          3.6,     0.6534578, ,           3.6,     0.6534578, ,           3.6,     0.6534578, , 
          3.8,      0.653355, ,           3.8,      0.653355, ,           3.8,      0.653355, , 
            4,     0.6532516, ,             4,     0.6532516, ,             4,     0.6532516, , 
          4.2,     0.6531475, ,           4.2,     0.6531475, ,           4.2,     0.6531475, , 
          4.4,     0.6530429, ,           4.4,     0.6530429, ,           4.4,     0.6530429, , 
          4.6,      0.652938, ,           4.6,      0.652938, ,           4.6,      0.652938, , 
          4.8,     0.6528327, ,           4.8,     0.6528327, ,           4.8,     0.6528327, , 
            5,     0.6527272, ,             5,     0.6527272, ,             5,     0.6527272, , 
          5.2,     0.6526216, ,           5.2,     0.6526216, ,           5.2,     0.6526216, , 
          5.4,     0.6525159, ,           5.4,     0.6525159, ,           5.4,     0.6525159, , 
          5.6,     0.6524103, ,           5.6,     0.6524103, ,           5.6,     0.6524103, , 
          5.8,     0.6523049, ,           5.8,     0.6523049, , , , , 

