Alpha,T1-15.8 m/s-VLM2, , 
           -2,     0.7235542, , 
         -1.8,     0.7385667, , 
         -1.6,     0.7535629, , 
         -1.4,     0.7685425, , 
         -1.2,      0.783505, , 
           -1,       0.79845, , 
         -0.8,     0.8133771, , 
         -0.6,     0.8282859, , 
         -0.4,      0.843176, , 
         -0.2,     0.8580469, , 
            0,     0.8728984, , 
          0.2,     0.8877299, , 
          0.4,     0.9025412, , 
          0.6,     0.9173317, , 
          0.8,      0.932101, , 
            1,     0.9468489, , 
          1.2,     0.9615748, , 
          1.4,     0.9762785, , 
          1.6,     0.9909594, , 
          1.8,      1.005617, , 
            2,      1.020252, , 
          2.2,      1.034862, , 
          2.4,      1.049448, , 
          2.6,       1.06401, , 
          2.8,      1.078546, , 
            3,      1.093058, , 
          3.2,      1.107543, , 
          3.4,      1.122002, , 
          3.6,      1.136435, , 
          3.8,       1.15084, , 
            4,      1.165219, , 
          4.2,      1.179569, , 
          4.4,      1.193892, , 

