Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      1.617639, ,            -2,      1.537833, ,            -2,      1.704403, , 
         -1.8,      1.577735, ,          -1.8,      1.493872, ,          -1.8,      1.667704, , 
         -1.6,      1.539586, ,          -1.6,      1.452971, ,          -1.6,      1.633716, , 
         -1.4,      1.503404, ,          -1.4,      1.414877, ,          -1.4,      1.602311, , 
         -1.2,      1.469225, ,          -1.2,      1.379304, ,          -1.2,      1.573366, , 
           -1,      1.436779, ,            -1,      1.345942, ,            -1,      1.546693, , 
         -0.8,      1.406959, ,          -0.8,      1.317589, ,          -0.8,      1.522214, , 
         -0.6,      1.379737, ,          -0.6,      1.291026, ,          -0.6,      1.499755, , 
         -0.4,       1.35601, ,          -0.4,      1.272978, ,          -0.4,      1.479188, , 
         -0.2,       1.33521, ,          -0.2,      1.254011, ,          -0.2,      1.460411, , 
            0,      1.316567, ,             0,      1.236347, ,             0,      1.443255, , 
          0.2,       1.30024, ,           0.2,      1.225398, ,           0.2,      1.427604, , 
          0.4,      1.286206, ,           0.4,      1.212906, ,           0.4,      1.413333, , 
          0.6,      1.273774, ,           0.6,      1.202801, ,           0.6,      1.400311, , 
          0.8,      1.262451, ,           0.8,      1.192869, ,           0.8,      1.388438, , 
            1,      1.252414, ,             1,      1.184679, ,             1,      1.377599, , 
          1.2,       1.24361, ,           1.2,      1.178572, ,           1.2,      1.367713, , 
          1.4,      1.235646, ,           1.4,      1.172039, ,           1.4,      1.358694, , 
          1.6,      1.228113, ,           1.6,      1.166053, ,           1.6,       1.35049, , 
          1.8,      1.221795, ,           1.8,      1.161513, ,           1.8,      1.343024, , 
            2,      1.216014, ,             2,      1.157414, ,             2,       1.33624, , 
          2.2,       1.21088, ,           2.2,      1.153967, ,           2.2,      1.330105, , 
          2.4,      1.206288, ,           2.4,       1.15106, ,           2.4,      1.324559, , 
          2.6,      1.202211, ,           2.6,      1.148688, ,           2.6,      1.319588, , 
          2.8,      1.198633, ,           2.8,      1.146813, ,           2.8,      1.315141, , 
            3,      1.195527, ,             3,      1.145457, ,             3,      1.311194, , 
          3.2,       1.19287, ,           3.2,      1.144611, ,           3.2,      1.307744, , 
          3.4,      1.190646, ,           3.4,      1.144149, ,           3.4,      1.304751, , 
          3.6,      1.188868, ,           3.6,      1.144049, ,           3.6,      1.302231, , 
          3.8,      1.187515, ,           3.8,      1.144328, ,           3.8,      1.300118, , 
            4,       1.18657, ,             4,      1.144894, ,             4,      1.298393, , 
          4.2,      1.186011, ,           4.2,      1.145729, ,           4.2,       1.29708, , 
          4.4,      1.185808, ,           4.4,      1.146786, ,           4.4,      1.296157, , 
          4.6,       1.18595, ,           4.6,      1.148082, ,           4.6,      1.295663, , 
          4.8,      1.186408, ,           4.8,      1.149563, ,           4.8,      1.295586, , 
            5,      1.187161, ,             5,      1.151241, ,             5,      1.295947, , 
          5.2,      1.188177, ,           5.2,      1.153088, ,           5.2,      1.296769, , 
          5.4,      1.189436, ,           5.4,      1.155092, ,           5.4,      1.298086, , 
          5.6,       1.19092, ,           5.6,      1.157235, ,           5.6,      1.300019, , 
          5.8,      1.192603, ,           5.8,      1.159511, ,           5.8,      1.302616, , 

