Alpha,T1-15.8 m/s-VLM2, , 
           -1,      5.159929, , 
         -0.8,      5.035756, , 
         -0.6,       4.93022, , 
         -0.4,      4.840597, , 
         -0.2,      4.764621, , 
            0,      4.700382, , 
          0.2,      4.646923, , 
          0.4,      4.602851, , 
          0.6,      4.567431, , 
          0.8,      4.539319, , 
            1,      4.518295, , 
          1.2,      4.503178, , 
          1.4,      4.493708, , 
          1.6,      4.489171, , 
          1.8,      4.489053, , 
            2,      4.492838, , 
          2.2,      4.500169, , 
          2.4,      4.510915, , 
          2.6,      4.524781, , 
          2.8,      4.541544, , 
            3,      4.560993, , 
          3.2,      4.582947, , 
          3.4,      4.607262, , 
          3.6,      4.633823, , 
          3.8,      4.662495, , 
            4,      4.693265, , 
          4.2,      4.726159, , 
          4.4,      4.761378, , 
          4.6,      4.800456, , 
          4.8,      4.849491, , 
            5,      4.912315, , 
          5.2,      4.988323, , 
          5.4,      5.078021, , 
          5.6,      5.171477, , 
          5.8,      5.261338, , 
            6,      5.351971, , 
          6.2,      5.447294, , 
          6.4,      5.542328, , 
          6.6,      5.642732, , 
          6.8,      5.743355, , 
            7,      5.855375, , 
          7.2,      5.970675, , 
          7.4,      6.089765, , 
          7.6,      6.220409, , 
          7.8,      6.349629, , 
            8,      6.496995, , 
          8.2,      6.637551, , 
          8.4,      6.779351, , 
          8.6,      6.929749, , 
          8.8,      7.077966, , 

