Alpha,T1-15.8 m/s-VLM2, , 
           -5,      6.363816, , 
         -4.8,      6.316111, , 
         -4.6,      6.272329, , 
         -4.4,      6.232213, , 
         -4.2,      6.195591, , 
           -4,      6.162278, , 
         -3.8,      6.132102, , 
         -3.6,       6.10492, , 
         -3.4,      6.080622, , 
         -3.2,      6.059108, , 
           -3,      6.040348, , 
         -2.8,      6.024314, , 
         -2.6,      6.011051, , 
         -2.4,      6.000616, , 
         -2.2,      5.993076, , 
           -2,      5.988501, , 
         -1.8,      5.987036, , 
         -1.6,      5.988643, , 
         -1.4,      5.993454, , 
         -1.2,      6.001429, , 
           -1,      6.012751, , 
         -0.8,      6.027714, , 
         -0.6,      6.046315, , 
         -0.4,      6.068491, , 
         -0.2,       6.09429, , 
            0,      6.123766, , 
          0.2,      6.157186, , 
          0.4,      6.194734, , 
          0.6,      6.236153, , 
          0.8,      6.281858, , 
            1,      6.332093, , 
          1.2,       6.38679, , 
          1.4,      6.446942, , 
          1.6,      6.512832, , 
          1.8,      6.584938, , 
            2,      6.663811, , 
          2.2,      6.750405, , 
          2.4,      6.844647, , 
          2.6,      6.948517, , 
          2.8,      7.063293, , 
            3,      7.190149, , 
          3.2,      7.331842, , 
          3.4,      7.491734, , 
          3.6,      7.672528, , 
          3.8,      7.876139, , 
            4,      8.105501, , 
          4.2,      8.343156, , 
          4.4,      8.590589, , 
          4.6,      8.850666, , 
          4.8,      9.124949, , 

