Alpha,T1-15.8 m/s-VLM2, , 
           -5,       0.60765, , 
         -4.8,     0.6074414, , 
         -4.6,     0.6072241, , 
         -4.4,     0.6069984, , 
         -4.2,     0.6067648, , 
           -4,     0.6065235, , 
         -3.8,      0.606275, , 
         -3.6,     0.6060195, , 
         -3.4,     0.6057573, , 
         -3.2,     0.6054887, , 
           -3,     0.6052139, , 
         -2.8,     0.6049331, , 
         -2.6,     0.6046466, , 
         -2.4,     0.6043547, , 
         -2.2,     0.6040573, , 
           -2,     0.6037549, , 
         -1.8,     0.6034475, , 
         -1.6,     0.6031353, , 
         -1.4,     0.6028184, , 
         -1.2,     0.6024971, , 
           -1,     0.6021714, , 
         -0.8,     0.6018414, , 
         -0.6,     0.6015074, , 
         -0.4,     0.6011694, , 
         -0.2,     0.6008276, , 
            0,      0.600482, , 
          0.2,     0.6001327, , 
          0.4,     0.5997799, , 
          0.6,     0.5994237, , 
          0.8,     0.5990641, , 
            1,     0.5987013, , 
          1.2,     0.5983353, , 
          1.4,     0.5979662, , 
          1.6,      0.597594, , 
          1.8,      0.597219, , 
            2,     0.5968411, , 
          2.2,     0.5964604, , 
          2.4,     0.5960769, , 
          2.6,     0.5956909, , 
          2.8,     0.5953022, , 
            3,      0.594911, , 
          3.2,     0.5945174, , 
          3.4,     0.5941214, , 
          3.6,      0.593723, , 
          3.8,     0.5933224, , 
            4,     0.5929195, , 
          4.2,     0.5925145, , 
          4.4,     0.5921074, , 
          4.6,     0.5916982, , 
          4.8,     0.5912871, , 
            5,     0.5908739, , 
          5.2,     0.5904589, , 
          5.4,     0.5900421, , 
          5.6,     0.5896234, , 
          5.8,      0.589203, , 
            6,     0.5887809, , 
          6.2,     0.5883572, , 
          6.4,     0.5879318, , 
          6.6,     0.5875049, , 
          6.8,     0.5870765, , 
            7,     0.5866466, , 
          7.2,     0.5862153, , 
          7.4,     0.5857827, , 
          7.6,     0.5853487, , 
          7.8,     0.5849134, , 
            8,     0.5844769, , 

