Alpha,T1-15.8 m/s-VLM2, , 
           -5,      9.747786, , 
         -4.8,      9.682007, , 
         -4.6,      9.619505, , 
         -4.4,      9.562968, , 
         -4.2,      9.511467, , 
           -4,      9.463005, , 
         -3.8,      9.417487, , 
         -3.6,      9.380271, , 
         -3.4,      9.347129, , 
         -3.2,      9.317218, , 
           -3,       9.28793, , 
         -2.8,      9.261829, , 
         -2.6,      9.240807, , 
         -2.4,      9.222989, , 
         -2.2,      9.207856, , 
           -2,      9.195308, , 
         -1.8,      9.186599, , 
         -1.6,      9.182607, , 
         -1.4,      9.180751, , 
         -1.2,      9.181054, , 
           -1,      9.183306, , 
         -0.8,      9.187503, , 
         -0.6,      9.193503, , 
         -0.4,      9.201267, , 
         -0.2,       9.21072, , 
            0,      9.221796, , 
          0.2,      9.234461, , 
          0.4,      9.248635, , 
          0.6,      9.264333, , 
          0.8,      9.281492, , 
            1,      9.300117, , 
          1.2,      9.320192, , 
          1.4,      9.341715, , 
          1.6,      9.364714, , 
          1.8,      9.389165, , 
            2,      9.415086, , 
          2.2,      9.442496, , 
          2.4,      9.471447, , 
          2.6,      9.501878, , 
          2.8,      9.533787, , 
            3,      9.567191, , 
          3.2,      9.602087, , 
          3.4,      9.638513, , 
          3.6,      9.676559, , 
          3.8,       9.71622, , 
            4,      9.757508, , 
          4.2,      9.800373, , 
          4.4,      9.844833, , 
          4.6,      9.890884, , 
          4.8,        9.9385, , 
            5,      9.987696, , 
          5.2,      10.03856, , 
          5.4,      10.09116, , 
          5.6,       10.1454, , 
          5.8,      10.20121, , 
            6,      10.25873, , 
          6.2,      10.31807, , 
          6.4,      10.37916, , 
          6.6,      10.44201, , 
          6.8,      10.50663, , 
            7,      10.57353, , 
          7.2,      10.64245, , 
          7.4,       10.7136, , 
          7.6,      10.78711, , 
          7.8,      10.86323, , 
            8,      10.94161, , 

