Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -5,      7.282137, ,            -5,      7.666759, ,            -5,      7.816794, ,            -5,      7.875086, ,            -5,       7.91377, ,            -5,      7.929458, ,            -5,      5.273182, ,            -5,      6.252429, ,            -5,      6.844659, , 
         -4.8,      7.336495, ,          -4.8,      7.730455, ,          -4.8,      7.889735, ,          -4.8,      7.946283, ,          -4.8,      7.985497, ,          -4.8,      8.000792, ,          -4.8,      5.302479, ,          -4.8,      6.285381, ,          -4.8,       6.88983, , 
         -4.6,      7.387078, ,          -4.6,      7.789697, ,          -4.6,       7.95572, ,          -4.6,      8.013012, ,          -4.6,      8.050961, ,          -4.6,      8.066679, ,          -4.6,      5.329026, ,          -4.6,      6.314722, ,          -4.6,      6.931365, , 
         -4.4,      7.433966, ,          -4.4,      7.844873, ,          -4.4,      8.016993, ,          -4.4,      8.077034, ,          -4.4,      8.113674, ,          -4.4,      8.128113, ,          -4.4,      5.352751, ,          -4.4,      6.340439, ,          -4.4,      6.969318, , 
         -4.2,       7.47724, ,          -4.2,      7.896049, ,          -4.2,      8.073478, ,          -4.2,      8.139411, ,          -4.2,       8.17661, ,          -4.2,      8.189017, ,          -4.2,       5.37362, ,          -4.2,      6.362561, ,          -4.2,      7.003756, , 
           -4,      7.516963, ,            -4,      7.943362, ,            -4,      8.124708, ,            -4,      8.193222, ,            -4,      8.232261, ,            -4,      8.245448, ,            -4,      5.391699, ,            -4,      6.381144, ,            -4,      7.034696, , 
         -3.8,      7.553245, ,          -3.8,      7.986958, ,          -3.8,      8.171518, ,          -3.8,       8.24114, ,          -3.8,      8.281681, ,          -3.8,      8.296041, ,          -3.8,      5.407032, ,          -3.8,      6.396274, ,          -3.8,      7.062182, , 
         -3.6,      7.586118, ,          -3.6,      8.026837, ,          -3.6,      8.214199, ,          -3.6,      8.284034, ,          -3.6,      8.325763, ,          -3.6,      8.341786, ,          -3.6,      5.419687, ,          -3.6,      6.407992, ,          -3.6,      7.086253, , 
         -3.4,      7.615678, ,          -3.4,      8.063212, ,          -3.4,      8.253155, ,          -3.4,      8.323029, ,          -3.4,      8.365911, ,          -3.4,      8.383672, ,          -3.4,      5.429721, ,          -3.4,      6.416286, ,          -3.4,      7.106941, , 
         -3.2,      7.642019, ,          -3.2,      8.096142, ,          -3.2,      8.288432, ,          -3.2,      8.358048, ,          -3.2,        8.4021, ,          -3.2,      8.421808, ,          -3.2,      5.437186, ,          -3.2,       6.42124, ,          -3.2,      7.124275, , 
           -3,      7.665155, ,            -3,      8.125748, ,            -3,       8.32021, ,            -3,      8.390785, ,            -3,       8.43559, ,            -3,      8.455536, ,            -3,      5.442027, ,            -3,      6.422838, ,            -3,      7.138174, , 
         -2.8,      7.685177, ,          -2.8,      8.152178, ,          -2.8,      8.348658, ,          -2.8,      8.420901, ,          -2.8,       8.46619, ,          -2.8,      8.485356, ,          -2.8,      5.444366, ,          -2.8,      6.421119, ,          -2.8,      7.148629, , 
         -2.6,      7.702123, ,          -2.6,      8.175522, ,          -2.6,      8.373863, ,          -2.6,      8.447762, ,          -2.6,      8.493391, ,          -2.6,      8.511609, ,          -2.6,      5.444231, ,          -2.6,      6.416049, ,          -2.6,      7.155641, , 
         -2.4,      7.715982, ,          -2.4,      8.195924, ,          -2.4,      8.396023, ,          -2.4,      8.471294, ,          -2.4,      8.517128, ,          -2.4,      8.534524, ,          -2.4,       5.44161, ,          -2.4,      6.407653, ,          -2.4,      7.159267, , 
