Alpha,T1-15.8 m/s-VLM2, , 
           -5,     0.5317707, , 
         -4.8,     0.5398118, , 
         -4.6,     0.5478384, , 
         -4.4,     0.5558502, , 
         -4.2,      0.563847, , 
           -4,     0.5718284, , 
         -3.8,     0.5797942, , 
         -3.6,     0.5877439, , 
         -3.4,     0.5956774, , 
         -3.2,     0.6035943, , 
           -3,     0.6114944, , 
         -2.8,     0.6193772, , 
         -2.6,     0.6272426, , 
         -2.4,     0.6350902, , 
         -2.2,     0.6429197, , 
           -2,     0.6507308, , 
         -1.8,     0.6585233, , 
         -1.6,     0.6662969, , 
         -1.4,     0.6740512, , 
         -1.2,     0.6817859, , 
           -1,     0.6895009, , 
         -0.8,     0.6971958, , 
         -0.6,     0.7048702, , 
         -0.4,      0.712524, , 
         -0.2,     0.7201569, , 
            0,     0.7277685, , 
          0.2,     0.7353587, , 
          0.4,      0.742927, , 
          0.6,     0.7504733, , 
          0.8,     0.7579973, , 
            1,     0.7654986, , 
          1.2,     0.7729771, , 
          1.4,     0.7804325, , 
          1.6,     0.7878645, , 
          1.8,     0.7952728, , 
            2,     0.8026572, , 
          2.2,     0.8100173, , 
          2.4,     0.8173531, , 
          2.6,     0.8246641, , 
          2.8,     0.8319502, , 
            3,     0.8392111, , 
          3.2,     0.8464466, , 
          3.4,     0.8536563, , 
          3.6,     0.8608401, , 
          3.8,     0.8679976, , 
            4,     0.8751288, , 
          4.2,     0.8822332, , 
          4.4,     0.8893108, , 
          4.6,     0.8963612, , 
          4.8,     0.9033842, , 
            5,     0.9103795, , 
          5.2,     0.9173471, , 
          5.4,     0.9242865, , 
          5.6,     0.9311977, , 
          5.8,     0.9380803, , 
            6,     0.9449342, , 
          6.2,     0.9517591, , 
          6.4,     0.9585548, , 
          6.6,     0.9653211, , 
          6.8,     0.9720579, , 
            7,     0.9787648, , 
          7.2,     0.9854417, , 
          7.4,     0.9920883, , 
          7.6,     0.9987045, , 
          7.8,       1.00529, , 
            8,      1.011845, , 

