Alpha,T1-15.8 m/s-VLM2, , 
           -5,      6.674679, , 
         -4.8,      6.616825, , 
         -4.6,      6.563501, , 
         -4.4,      6.514416, , 
         -4.2,      6.469356, , 
           -4,       6.42811, , 
         -3.8,      6.390433, , 
         -3.6,      6.356141, , 
         -3.4,      6.325029, , 
         -3.2,      6.296918, , 
           -3,      6.271695, , 
         -2.8,      6.249231, , 
         -2.6,      6.229422, , 
         -2.4,       6.21219, , 
         -2.2,        6.1975, , 
           -2,      6.185355, , 
         -1.8,      6.175743, , 
         -1.6,      6.168777, , 
         -1.4,      6.164386, , 
         -1.2,      6.162634, , 
           -1,      6.163545, , 
         -0.8,       6.16707, , 
         -0.6,      6.173306, , 
         -0.4,       6.18219, , 
         -0.2,      6.193747, , 
            0,      6.207899, , 
          0.2,      6.224763, , 
          0.4,      6.244471, , 
          0.6,      6.266811, , 
          0.8,       6.29178, , 
            1,      6.319255, , 
          1.2,      6.349355, , 
          1.4,      6.381952, , 
          1.6,      6.417159, , 
          1.8,      6.455132, , 
            2,      6.495998, , 
          2.2,      6.539979, , 
          2.4,       6.58696, , 
          2.6,       6.63765, , 
          2.8,      6.692508, , 
            3,      6.751693, , 
          3.2,      6.816214, , 
          3.4,      6.886322, , 
          3.6,      6.963773, , 
          3.8,      7.048768, , 
            4,      7.143317, , 
          4.2,      7.247837, , 
          4.4,      7.363713, , 
          4.6,      7.492097, , 
          4.8,      7.639436, , 
            5,       7.81379, , 
          5.2,      8.041713, , 
          5.4,       8.32091, , 
          5.6,       8.61753, , 

