Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -5,      5.095512, ,            -5,      5.167822, ,            -5,      4.813277, , 
         -4.8,      5.133562, ,          -4.8,      5.209662, ,          -4.8,       4.84217, , 
         -4.6,      5.169333, ,          -4.6,      5.249055, ,          -4.6,      4.869172, , 
         -4.4,      5.202953, ,          -4.4,      5.288927, ,          -4.4,      4.894319, , 
         -4.2,      5.234698, ,          -4.2,      5.327203, ,          -4.2,      4.917656, , 
           -4,      5.264489, ,            -4,      5.360215, ,            -4,      4.939216, , 
         -3.8,      5.292504, ,          -3.8,      5.390236, ,          -3.8,      4.959027, , 
         -3.6,      5.319147, ,          -3.6,      5.417368, ,          -3.6,      4.977149, , 
         -3.4,      5.343832, ,          -3.4,      5.442234, ,          -3.4,      4.993616, , 
         -3.2,      5.366771, ,          -3.2,      5.465304, ,          -3.2,      5.008438, , 
           -3,      5.387873, ,            -3,      5.487297, ,            -3,      5.021727, , 
         -2.8,      5.406313, ,          -2.8,      5.507435, ,          -2.8,      5.033488, , 
         -2.6,      5.422887, ,          -2.6,      5.525687, ,          -2.6,      5.043797, , 
         -2.4,      5.438592, ,          -2.4,       5.54201, ,          -2.4,      5.052691, , 
         -2.2,      5.453275, ,          -2.2,      5.556262, ,          -2.2,      5.060193, , 
           -2,      5.466379, ,            -2,      5.568954, ,            -2,      5.066374, , 
         -1.8,      5.478363, ,          -1.8,      5.580144, ,          -1.8,      5.071262, , 
         -1.6,      5.488717, ,          -1.6,      5.589663, ,          -1.6,      5.074896, , 
         -1.4,      5.496245, ,          -1.4,      5.597421, ,          -1.4,       5.07732, , 
         -1.2,      5.502529, ,          -1.2,      5.604007, ,          -1.2,      5.078563, , 
           -1,      5.507355, ,            -1,      5.609579, ,            -1,      5.078675, , 
         -0.8,      5.510605, ,          -0.8,      5.613762, ,          -0.8,      5.077699, , 
         -0.6,      5.512091, ,          -0.6,      5.617746, ,          -0.6,      5.075648, , 
         -0.4,      5.512425, ,          -0.4,       5.62089, ,          -0.4,      5.072584, , 
         -0.2,      5.512236, ,          -0.2,      5.621757, ,          -0.2,      5.068522, , 
            0,      5.511164, ,             0,      5.620294, ,             0,        5.0635, , 
          0.2,      5.509058, ,           0.2,      5.617696, ,           0.2,      5.057556, , 
          0.4,      5.505915, ,           0.4,      5.613928, ,           0.4,      5.050701, , 
          0.6,       5.50183, ,           0.6,        5.6092, ,           0.6,      5.042981, , 
          0.8,      5.496307, ,           0.8,      5.603276, ,           0.8,      5.034401, , 
            1,      5.489141, ,             1,      5.596301, ,             1,      5.024972, , 
          1.2,      5.481184, ,           1.2,       5.58891, ,           1.2,      5.014723, , 
          1.4,      5.472391, ,           1.4,      5.581157, ,           1.4,      5.003666, , 
          1.6,      5.462851, ,           1.6,      5.572719, ,           1.6,      4.991838, , 
          1.8,      5.452625, ,           1.8,      5.563548, ,           1.8,      4.979268, , 
            2,        5.4417, ,             2,      5.554763, ,             2,      4.965968, , 
          2.2,      5.430151, ,           2.2,      5.544956, ,           2.2,      4.951955, , 
          2.4,      5.418013, ,           2.4,      5.534149, ,           2.4,      4.937261, , 
          2.6,      5.405276, ,           2.6,      5.521525, ,           2.6,      4.921898, , 
          2.8,      5.392004, ,           2.8,      5.508378, ,           2.8,      4.905891, , 
            3,      5.378214, ,             3,      5.494619, ,             3,      4.889247, , 
          3.2,      5.363905, ,           3.2,      5.480239, ,           3.2,      4.871968, , 
          3.4,      5.349121, ,           3.4,      5.465452, ,           3.4,      4.854074, , 
          3.6,      5.333851, ,           3.6,      5.450166, ,           3.6,       4.83558, , 
          3.8,      5.318137, ,           3.8,      5.434464, ,           3.8,       4.81653, , 
            4,      5.301973, ,             4,      5.418392, ,             4,      4.796932, , 
          4.2,      5.285362, ,           4.2,      5.402334, ,           4.2,      4.776803, , 
          4.4,      5.268338, ,           4.4,      5.386009, ,           4.4,      4.756135, , 
          4.6,      5.250914, ,           4.6,      5.369347, ,           4.6,      4.734932, , 
          4.8,      5.233086, ,           4.8,      5.352343, ,           4.8,      4.713222, , 
            5,      5.214884, ,             5,      5.335019, ,             5,       4.69104, , 
          5.2,      5.196321, ,           5.2,      5.317368, ,           5.2,      4.668412, , 
          5.4,      5.177406, ,           5.4,      5.299181, ,           5.4,      4.645331, , 
          5.6,      5.158156, ,           5.6,      5.280675, ,           5.6,      4.621795, , 
          5.8,      5.138585, ,           5.8,      5.261864, ,           5.8,      4.597873, , 
            6,      5.118692, ,             6,      5.242747, ,             6,      4.573594, , 
          6.2,      5.098514, ,           6.2,      5.223357, ,           6.2,      4.548944, , 
          6.4,       5.07806, ,           6.4,      5.203685, ,           6.4,      4.523918, , 
          6.6,       5.05734, ,           6.6,      5.183727, ,           6.6,       4.49855, , 
          6.8,      5.036372, ,           6.8,       5.16351, ,           6.8,      4.472885, , 
            7,      5.015167, ,             7,      5.143052, ,             7,      4.446933, , 
          7.2,      4.993708, ,           7.2,       5.12236, ,           7.2,      4.420636, , 
          7.4,      4.972028, ,           7.4,      5.101467, ,           7.4,      4.394045, , 
          7.6,      4.950136, ,           7.6,      5.080367, ,           7.6,      4.367201, , 
          7.8,      4.928057, ,           7.8,      5.059086, ,           7.8,      4.340104, , 
            8,       4.90581, ,             8,      5.037644, ,             8,      4.312814, , 

