Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -5,     0.7594008, ,            -5,     0.7594008, ,            -5,     0.7594008, ,            -5,     0.7594008, ,            -5,     0.7594008, ,            -5,     0.7594008, ,            -5,     0.7594008, ,            -5,     0.7594008, ,            -5,     0.7594008, , 
         -4.8,     0.7725203, ,          -4.8,     0.7725203, ,          -4.8,     0.7725203, ,          -4.8,     0.7725203, ,          -4.8,     0.7725203, ,          -4.8,     0.7725203, ,          -4.8,     0.7725203, ,          -4.8,     0.7725203, ,          -4.8,     0.7725203, , 
         -4.6,     0.7856227, ,          -4.6,     0.7856227, ,          -4.6,     0.7856227, ,          -4.6,     0.7856227, ,          -4.6,     0.7856227, ,          -4.6,     0.7856227, ,          -4.6,     0.7856227, ,          -4.6,     0.7856227, ,          -4.6,     0.7856227, , 
         -4.4,     0.7987077, ,          -4.4,     0.7987077, ,          -4.4,     0.7987077, ,          -4.4,     0.7987077, ,          -4.4,     0.7987077, ,          -4.4,     0.7987077, ,          -4.4,     0.7987077, ,          -4.4,     0.7987077, ,          -4.4,     0.7987077, , 
         -4.2,     0.8117749, ,          -4.2,     0.8117749, ,          -4.2,     0.8117749, ,          -4.2,     0.8117749, ,          -4.2,     0.8117749, ,          -4.2,     0.8117749, ,          -4.2,     0.8117749, ,          -4.2,     0.8117749, ,          -4.2,     0.8117749, , 
           -4,     0.8248239, ,            -4,     0.8248239, ,            -4,     0.8248239, ,            -4,     0.8248239, ,            -4,     0.8248239, ,            -4,     0.8248239, ,            -4,     0.8248239, ,            -4,     0.8248239, ,            -4,     0.8248239, , 
         -3.8,     0.8378542, ,          -3.8,     0.8378542, ,          -3.8,     0.8378542, ,          -3.8,     0.8378542, ,          -3.8,     0.8378542, ,          -3.8,     0.8378542, ,          -3.8,     0.8378542, ,          -3.8,     0.8378542, ,          -3.8,     0.8378542, , 
         -3.6,     0.8508655, ,          -3.6,     0.8508655, ,          -3.6,     0.8508655, ,          -3.6,     0.8508655, ,          -3.6,     0.8508655, ,          -3.6,     0.8508655, ,          -3.6,     0.8508655, ,          -3.6,     0.8508655, ,          -3.6,     0.8508655, , 
         -3.4,     0.8638574, ,          -3.4,     0.8638574, ,          -3.4,     0.8638574, ,          -3.4,     0.8638574, ,          -3.4,     0.8638574, ,          -3.4,     0.8638574, ,          -3.4,     0.8638574, ,          -3.4,     0.8638574, ,          -3.4,     0.8638574, , 
         -3.2,     0.8768295, ,          -3.2,     0.8768295, ,          -3.2,     0.8768295, ,          -3.2,     0.8768295, ,          -3.2,     0.8768295, ,          -3.2,     0.8768295, ,          -3.2,     0.8768295, ,          -3.2,     0.8768295, ,          -3.2,     0.8768295, , 
           -3,     0.8897813, ,            -3,     0.8897813, ,            -3,     0.8897813, ,            -3,     0.8897813, ,            -3,     0.8897813, ,            -3,     0.8897813, ,            -3,     0.8897813, ,            -3,     0.8897813, ,            -3,     0.8897813, , 
         -2.8,     0.9027127, ,          -2.8,     0.9027127, ,          -2.8,     0.9027127, ,          -2.8,     0.9027127, ,          -2.8,     0.9027127, ,          -2.8,     0.9027127, ,          -2.8,     0.9027127, ,          -2.8,     0.9027127, ,          -2.8,     0.9027127, , 
         -2.6,      0.915623, ,          -2.6,      0.915623, ,          -2.6,      0.915623, ,          -2.6,      0.915623, ,          -2.6,      0.915623, ,          -2.6,      0.915623, ,          -2.6,      0.915623, ,          -2.6,      0.915623, ,          -2.6,      0.915623, , 
         -2.4,      0.928512, ,          -2.4,      0.928512, ,          -2.4,      0.928512, ,          -2.4,      0.928512, ,          -2.4,      0.928512, ,          -2.4,      0.928512, ,          -2.4,      0.928512, ,          -2.4,      0.928512, ,          -2.4,      0.928512, , 
         -2.2,     0.9413792, ,          -2.2,     0.9413792, ,          -2.2,     0.9413792, ,          -2.2,     0.9413792, ,          -2.2,     0.9413792, ,          -2.2,     0.9413792, ,          -2.2,     0.9413792, ,          -2.2,     0.9413792, ,          -2.2,     0.9413792, , 
           -2,     0.9542243, ,            -2,     0.9542243, ,            -2,     0.9542243, ,            -2,     0.9542243, ,            -2,     0.9542243, ,            -2,     0.9542243, ,            -2,     0.9542243, ,            -2,     0.9542243, ,            -2,     0.9542243, , 
         -1.8,     0.9670469, ,          -1.8,     0.9670469, ,          -1.8,     0.9670469, ,          -1.8,     0.9670469, ,          -1.8,     0.9670469, ,          -1.8,     0.9670469, ,          -1.8,     0.9670469, ,          -1.8,     0.9670469, ,          -1.8,     0.9670469, , 
         -1.6,     0.9798465, ,          -1.6,     0.9798465, ,          -1.6,     0.9798465, ,          -1.6,     0.9798465, ,          -1.6,     0.9798465, ,          -1.6,     0.9798465, ,          -1.6,     0.9798465, ,          -1.6,     0.9798465, ,          -1.6,     0.9798465, , 
         -1.4,      0.992623, ,          -1.4,      0.992623, ,          -1.4,      0.992623, ,          -1.4,      0.992623, ,          -1.4,      0.992623, ,          -1.4,      0.992623, ,          -1.4,      0.992623, ,          -1.4,      0.992623, ,          -1.4,      0.992623, , 
         -1.2,      1.005376, ,          -1.2,      1.005376, ,          -1.2,      1.005376, ,          -1.2,      1.005376, ,          -1.2,      1.005376, ,          -1.2,      1.005376, ,          -1.2,      1.005376, ,          -1.2,      1.005376, ,          -1.2,      1.005376, , 
           -1,      1.018104, ,            -1,      1.018104, ,            -1,      1.018104, ,            -1,      1.018104, ,            -1,      1.018104, ,            -1,      1.018104, ,            -1,      1.018104, ,            -1,      1.018104, ,            -1,      1.018104, , 
         -0.8,      1.030809, ,          -0.8,      1.030809, ,          -0.8,      1.030809, ,          -0.8,      1.030809, ,          -0.8,      1.030809, ,          -0.8,      1.030809, ,          -0.8,      1.030809, ,          -0.8,      1.030809, ,          -0.8,      1.030809, , 
         -0.6,      1.043488, ,          -0.6,      1.043488, ,          -0.6,      1.043488, ,          -0.6,      1.043488, ,          -0.6,      1.043488, ,          -0.6,      1.043488, ,          -0.6,      1.043488, ,          -0.6,      1.043488, ,          -0.6,      1.043488, , 
         -0.4,      1.056143, ,          -0.4,      1.056143, ,          -0.4,      1.056143, ,          -0.4,      1.056143, ,          -0.4,      1.056143, ,          -0.4,      1.056143, ,          -0.4,      1.056143, ,          -0.4,      1.056143, ,          -0.4,      1.056143, , 
         -0.2,      1.068772, ,          -0.2,      1.068772, ,          -0.2,      1.068772, ,          -0.2,      1.068772, ,          -0.2,      1.068772, ,          -0.2,      1.068772, ,          -0.2,      1.068772, ,          -0.2,      1.068772, ,          -0.2,      1.068772, , 
            0,      1.081375, ,             0,      1.081375, ,             0,      1.081375, ,             0,      1.081375, ,             0,      1.081375, ,             0,      1.081375, ,             0,      1.081375, ,             0,      1.081375, ,             0,      1.081375, , 
          0.2,      1.093951, ,           0.2,      1.093951, ,           0.2,      1.093951, ,           0.2,      1.093951, ,           0.2,      1.093951, ,           0.2,      1.093951, ,           0.2,      1.093951, ,           0.2,      1.093951, ,           0.2,      1.093951, , 
          0.4,      1.106502, ,           0.4,      1.106502, ,           0.4,      1.106502, ,           0.4,      1.106502, ,           0.4,      1.106502, ,           0.4,      1.106502, ,           0.4,      1.106502, ,           0.4,      1.106502, ,           0.4,      1.106502, , 
          0.6,      1.119025, ,           0.6,      1.119025, ,           0.6,      1.119025, ,           0.6,      1.119025, ,           0.6,      1.119025, ,           0.6,      1.119025, ,           0.6,      1.119025, ,           0.6,      1.119025, ,           0.6,      1.119025, , 
          0.8,      1.131521, ,           0.8,      1.131521, ,           0.8,      1.131521, ,           0.8,      1.131521, ,           0.8,      1.131521, ,           0.8,      1.131521, ,           0.8,      1.131521, ,           0.8,      1.131521, ,           0.8,      1.131521, , 
            1,      1.143989, ,             1,      1.143989, ,             1,      1.143989, ,             1,      1.143989, ,             1,      1.143989, ,             1,      1.143989, ,             1,      1.143989, ,             1,      1.143989, ,             1,      1.143989, , 
          1.2,      1.156429, ,           1.2,      1.156429, ,           1.2,      1.156429, ,           1.2,      1.156429, ,           1.2,      1.156429, ,           1.2,      1.156429, ,           1.2,      1.156429, ,           1.2,      1.156429, ,           1.2,      1.156429, , 
          1.4,       1.16884, ,           1.4,       1.16884, ,           1.4,       1.16884, ,           1.4,       1.16884, ,           1.4,       1.16884, ,           1.4,       1.16884, ,           1.4,       1.16884, ,           1.4,       1.16884, ,           1.4,       1.16884, , 
          1.6,      1.181223, ,           1.6,      1.181223, ,           1.6,      1.181223, ,           1.6,      1.181223, ,           1.6,      1.181223, ,           1.6,      1.181223, ,           1.6,      1.181223, ,           1.6,      1.181223, ,           1.6,      1.181223, , 
          1.8,      1.193577, ,           1.8,      1.193577, ,           1.8,      1.193577, ,           1.8,      1.193577, ,           1.8,      1.193577, ,           1.8,      1.193577, ,           1.8,      1.193577, ,           1.8,      1.193577, ,           1.8,      1.193577, , 
            2,      1.205901, ,             2,      1.205901, ,             2,      1.205901, ,             2,      1.205901, ,             2,      1.205901, ,             2,      1.205901, ,             2,      1.205901, ,             2,      1.205901, ,             2,      1.205901, , 
          2.2,      1.218196, ,           2.2,      1.218196, ,           2.2,      1.218196, ,           2.2,      1.218196, ,           2.2,      1.218196, ,           2.2,      1.218196, ,           2.2,      1.218196, ,           2.2,      1.218196, ,           2.2,      1.218196, , 
          2.4,       1.23046, ,           2.4,       1.23046, ,           2.4,       1.23046, ,           2.4,       1.23046, ,           2.4,       1.23046, ,           2.4,       1.23046, ,           2.4,       1.23046, ,           2.4,       1.23046, ,           2.4,       1.23046, , 
