Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -5,     0.8407749, ,            -5,     0.8407749, ,            -5,     0.8407749, ,            -5,     0.8407749, ,            -5,     0.8407749, , 
         -4.8,     0.8557227, ,          -4.8,     0.8557227, ,          -4.8,     0.8557227, ,          -4.8,     0.8557227, ,          -4.8,     0.8557227, , 
         -4.6,     0.8706532, ,          -4.6,     0.8706532, ,          -4.6,     0.8706532, ,          -4.6,     0.8706532, ,          -4.6,     0.8706532, , 
         -4.4,      0.885566, ,          -4.4,      0.885566, ,          -4.4,      0.885566, ,          -4.4,      0.885566, ,          -4.4,      0.885566, , 
         -4.2,     0.9004607, ,          -4.2,     0.9004607, ,          -4.2,     0.9004607, ,          -4.2,     0.9004607, ,          -4.2,     0.9004607, , 
           -4,      0.915337, ,            -4,      0.915337, ,            -4,      0.915337, ,            -4,      0.915337, ,            -4,      0.915337, , 
         -3.8,     0.9301943, ,          -3.8,     0.9301943, ,          -3.8,     0.9301943, ,          -3.8,     0.9301943, ,          -3.8,     0.9301943, , 
         -3.6,     0.9450324, ,          -3.6,     0.9450324, ,          -3.6,     0.9450324, ,          -3.6,     0.9450324, ,          -3.6,     0.9450324, , 
         -3.4,     0.9598508, ,          -3.4,     0.9598508, ,          -3.4,     0.9598508, ,          -3.4,     0.9598508, ,          -3.4,     0.9598508, , 
         -3.2,      0.974649, ,          -3.2,      0.974649, ,          -3.2,      0.974649, ,          -3.2,      0.974649, ,          -3.2,      0.974649, , 
           -3,     0.9894268, ,            -3,     0.9894268, ,            -3,     0.9894268, ,            -3,     0.9894268, ,            -3,     0.9894268, , 
         -2.8,      1.004184, ,          -2.8,      1.004184, ,          -2.8,      1.004184, ,          -2.8,      1.004184, ,          -2.8,      1.004184, , 
         -2.6,      1.018919, ,          -2.6,      1.018919, ,          -2.6,      1.018919, ,          -2.6,      1.018919, ,          -2.6,      1.018919, , 
         -2.4,      1.033633, ,          -2.4,      1.033633, ,          -2.4,      1.033633, ,          -2.4,      1.033633, ,          -2.4,      1.033633, , 
         -2.2,      1.048325, ,          -2.2,      1.048325, ,          -2.2,      1.048325, ,          -2.2,      1.048325, ,          -2.2,      1.048325, , 
           -2,      1.062995, ,            -2,      1.062995, ,            -2,      1.062995, ,            -2,      1.062995, ,            -2,      1.062995, , 
         -1.8,      1.077641, ,          -1.8,      1.077641, ,          -1.8,      1.077641, ,          -1.8,      1.077641, ,          -1.8,      1.077641, , 
         -1.6,      1.092265, ,          -1.6,      1.092265, ,          -1.6,      1.092265, ,          -1.6,      1.092265, ,          -1.6,      1.092265, , 
         -1.4,      1.106865, ,          -1.4,      1.106865, ,          -1.4,      1.106865, ,          -1.4,      1.106865, ,          -1.4,      1.106865, , 
         -1.2,       1.12144, ,          -1.2,       1.12144, ,          -1.2,       1.12144, ,          -1.2,       1.12144, ,          -1.2,       1.12144, , 
           -1,      1.135992, ,            -1,      1.135992, ,            -1,      1.135992, ,            -1,      1.135992, ,            -1,      1.135992, , 
         -0.8,      1.150518, ,          -0.8,      1.150518, ,          -0.8,      1.150518, ,          -0.8,      1.150518, ,          -0.8,      1.150518, , 
         -0.6,       1.16502, ,          -0.6,       1.16502, ,          -0.6,       1.16502, ,          -0.6,       1.16502, ,          -0.6,       1.16502, , 
         -0.4,      1.179496, ,          -0.4,      1.179496, ,          -0.4,      1.179496, ,          -0.4,      1.179496, ,          -0.4,      1.179496, , 
         -0.2,      1.193946, ,          -0.2,      1.193946, ,          -0.2,      1.193946, ,          -0.2,      1.193946, ,          -0.2,      1.193946, , 
            0,       1.20837, ,             0,       1.20837, ,             0,       1.20837, ,             0,       1.20837, ,             0,       1.20837, , 
          0.2,      1.222767, ,           0.2,      1.222767, ,           0.2,      1.222767, ,           0.2,      1.222767, ,           0.2,      1.222767, , 
          0.4,      1.237137, ,           0.4,      1.237137, ,           0.4,      1.237137, ,           0.4,      1.237137, ,           0.4,      1.237137, , 
          0.6,       1.25148, ,           0.6,       1.25148, ,           0.6,       1.25148, ,           0.6,       1.25148, ,           0.6,       1.25148, , 
          0.8,      1.265795, ,           0.8,      1.265795, ,           0.8,      1.265795, ,           0.8,      1.265795, ,           0.8,      1.265795, , 
            1,      1.280082, ,             1,      1.280082, ,             1,      1.280082, ,             1,      1.280082, ,             1,      1.280082, , 
          1.2,       1.29434, ,           1.2,       1.29434, ,           1.2,       1.29434, ,           1.2,       1.29434, ,           1.2,       1.29434, , 
          1.4,      1.308569, ,           1.4,      1.308569, ,           1.4,      1.308569, ,           1.4,      1.308569, ,           1.4,      1.308569, , 
          1.6,       1.32277, ,           1.6,       1.32277, ,           1.6,       1.32277, ,           1.6,       1.32277, ,           1.6,       1.32277, , 
          1.8,       1.33694, ,           1.8,       1.33694, ,           1.8,       1.33694, ,           1.8,       1.33694, ,           1.8,       1.33694, , 
            2,      1.351081, ,             2,      1.351081, ,             2,      1.351081, ,             2,      1.351081, ,             2,      1.351081, , 
          2.2,      1.365191, ,           2.2,      1.365191, ,           2.2,      1.365191, ,           2.2,      1.365191, ,           2.2,      1.365191, , 
          2.4,      1.379271, ,           2.4,      1.379271, ,           2.4,      1.379271, ,           2.4,      1.379271, ,           2.4,      1.379271, , 
          2.6,       1.39332, ,           2.6,       1.39332, ,           2.6,       1.39332, ,           2.6,       1.39332, ,           2.6,       1.39332, , 
          2.8,      1.407337, ,           2.8,      1.407337, ,           2.8,      1.407337, ,           2.8,      1.407337, ,           2.8,      1.407337, , 
            3,      1.421323, ,             3,      1.421323, ,             3,      1.421323, ,             3,      1.421323, ,             3,      1.421323, , 
          3.2,      1.435277, ,           3.2,      1.435277, ,           3.2,      1.435277, ,           3.2,      1.435277, ,           3.2,      1.435277, , 
          3.4,      1.449198, ,           3.4,      1.449198, ,           3.4,      1.449198, ,           3.4,      1.449198, ,           3.4,      1.449198, , 
          3.6,      1.463087, ,           3.6,      1.463087, ,           3.6,      1.463087, ,           3.6,      1.463087, ,           3.6,      1.463087, , 
