Alpha,T1-15.8 m/s-VLM2, , 
           -5,      5.864343, , 
         -4.8,      5.807433, , 
         -4.6,      5.754792, , 
         -4.4,      5.706178, , 
         -4.2,      5.661327, , 
           -4,      5.620046, , 
         -3.8,      5.582112, , 
         -3.6,      5.547375, , 
         -3.4,      5.515706, , 
         -3.2,      5.487004, , 
           -3,      5.461194, , 
         -2.8,      5.438315, , 
         -2.6,      5.418341, , 
         -2.4,      5.401384, , 
         -2.2,      5.387451, , 
           -2,      5.376592, , 
         -1.8,      5.368815, , 
         -1.6,      5.364159, , 
         -1.4,      5.362642, , 
         -1.2,       5.36426, , 
           -1,      5.369028, , 
         -0.8,      5.376872, , 
         -0.6,      5.388019, , 
         -0.4,      5.402488, , 
         -0.2,       5.42002, , 
            0,      5.440569, , 
          0.2,      5.464261, , 
          0.4,       5.49094, , 
          0.6,       5.52078, , 
          0.8,      5.553871, , 
            1,       5.59064, , 
          1.2,      5.631102, , 
          1.4,      5.675492, , 
          1.6,      5.724651, , 
          1.8,      5.779084, , 
            2,      5.839559, , 
          2.2,      5.907046, , 
          2.4,      5.983039, , 
          2.6,      6.068316, , 
          2.8,      6.165712, , 
            3,      6.275629, , 
          3.2,      6.400078, , 
          3.4,      6.541412, , 
          3.6,      6.708987, , 
          3.8,       6.92271, , 
            4,      7.212386, , 
          4.2,      7.542644, , 
          4.4,      7.879088, , 

