Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -5,      9.555071, ,            -5,      9.931009, ,            -5,      8.256254, , 
         -4.8,      9.647727, ,          -4.8,      10.03179, ,          -4.8,      8.314657, , 
         -4.6,      9.734992, ,          -4.6,      10.12677, ,          -4.6,      8.367606, , 
         -4.4,      9.816923, ,          -4.4,      10.21609, ,          -4.4,       8.41497, , 
         -4.2,      9.893654, ,          -4.2,      10.29985, ,          -4.2,      8.456531, , 
           -4,      9.965304, ,            -4,      10.37825, ,            -4,      8.492103, , 
         -3.8,      10.03198, ,          -3.8,      10.45145, ,          -3.8,      8.521616, , 
         -3.6,      10.09377, ,          -3.6,      10.51962, ,          -3.6,      8.545053, , 
         -3.4,      10.15076, ,          -3.4,      10.58294, ,          -3.4,      8.562257, , 
         -3.2,      10.20294, ,          -3.2,       10.6416, ,          -3.2,      8.573189, , 
           -3,      10.25034, ,            -3,       10.6958, ,            -3,      8.577781, , 
         -2.8,      10.29287, ,          -2.8,      10.74577, ,          -2.8,      8.575692, , 
         -2.6,      10.33034, ,          -2.6,      10.79166, ,          -2.6,      8.566859, , 
         -2.4,       10.3626, ,          -2.4,      10.83339, ,          -2.4,      8.551453, , 
         -2.2,      10.38939, ,          -2.2,      10.87088, ,          -2.2,      8.529397, , 
           -2,      10.41065, ,            -2,        10.904, ,            -2,      8.500302, , 
         -1.8,      10.42619, ,          -1.8,      10.93248, ,          -1.8,      8.464323, , 
         -1.6,      10.43595, ,          -1.6,       10.9561, ,          -1.6,      8.421659, , 
         -1.4,      10.43986, ,          -1.4,      10.97429, ,          -1.4,      8.372183, , 
         -1.2,      10.43786, ,          -1.2,      10.98684, ,          -1.2,      8.316544, , 
           -1,      10.42994, ,            -1,      10.99351, ,            -1,      8.254429, , 
         -0.8,      10.41626, ,          -0.8,      10.99424, ,          -0.8,      8.186247, , 
         -0.6,      10.39673, ,          -0.6,      10.98901, ,          -0.6,      8.112032, , 
         -0.4,        10.371, ,          -0.4,      10.97784, ,          -0.4,      8.031504, , 
         -0.2,      10.33956, ,          -0.2,      10.96107, ,          -0.2,      7.945536, , 
            0,      10.30273, ,             0,      10.93886, ,             0,      7.854415, , 
          0.2,      10.26063, ,           0.2,      10.91144, ,           0.2,      7.758027, , 
          0.4,      10.21327, ,           0.4,      10.87914, ,           0.4,      7.656948, , 
          0.6,      10.16104, ,           0.6,       10.8424, ,           0.6,      7.551585, , 
          0.8,      10.10364, ,           0.8,      10.80175, ,           0.8,      7.442344, , 
            1,      10.04106, ,             1,      10.75737, ,             1,      7.329823, , 
          1.2,      9.972871, ,           1.2,      10.70956, ,           1.2,      7.214524, , 
          1.4,      9.899428, ,           1.4,      10.65849, ,           1.4,      7.096844, , 
          1.6,      9.819912, ,           1.6,      10.60446, ,           1.6,      6.977187, , 
          1.8,      9.733814, ,           1.8,      10.54755, ,           1.8,      6.856375, , 
            2,      9.640501, ,             2,      10.48785, ,             2,      6.734897, , 
          2.2,      9.538804, ,           2.2,      10.42521, ,           2.2,      6.612612, , 
          2.4,      9.428585, ,           2.4,      10.35953, ,           2.4,      6.489617, , 
          2.6,      9.306998, ,           2.6,      10.29105, ,           2.6,      6.365458, , 
          2.8,      9.174688, ,           2.8,         10.22, ,           2.8,      6.239352, , 
            3,      9.029007, ,             3,      10.14547, ,             3,       6.10716, , 
          3.2,      8.869763, ,           3.2,      10.06715, ,           3.2,       5.97433, , 
          3.4,      8.697194, ,           3.4,      9.985363, ,           3.4,      5.836739, , 
          3.6,       8.50814, ,           3.6,      9.898157, ,           3.6,      5.667973, , 
          3.8,      8.293062, ,           3.8,      9.806179, ,           3.8,      5.421206, , 
            4,      8.029815, ,             4,      9.707813, , , , , 
          4.2,      7.704965, ,           4.2,      9.602265, , , , , 
          4.4,      7.375406, ,           4.4,       9.48664, , , , , 
, , ,           4.6,      9.358086, , , , , 
, , ,           4.8,      9.208185, , , , , 
, , ,             5,      9.019485, , , , , 
, , ,           5.2,      8.741125, , , , , 

