Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,      4.583335, ,            -4,      4.511868, ,            -4,      4.789395, , 
         -3.8,      4.524161, ,          -3.8,      4.454399, ,          -3.8,      4.733054, , 
         -3.6,      4.468102, ,          -3.6,       4.39419, ,          -3.6,      4.679687, , 
         -3.4,      4.414973, ,          -3.4,      4.342245, ,          -3.4,      4.629136, , 
         -3.2,      4.364559, ,          -3.2,      4.293192, ,          -3.2,      4.581227, , 
           -3,      4.316861, ,            -3,       4.24664, ,            -3,      4.535846, , 
         -2.8,      4.271764, ,          -2.8,      4.202459, ,          -2.8,      4.493142, , 
         -2.6,       4.22897, ,          -2.6,      4.160593, ,          -2.6,      4.452921, , 
         -2.4,      4.187979, ,          -2.4,      4.117432, ,          -2.4,       4.41473, , 
         -2.2,       4.14897, ,          -2.2,      4.079362, ,          -2.2,      4.378554, , 
           -2,       4.11171, ,            -2,      4.043256, ,            -2,      4.344303, , 
         -1.8,      4.075996, ,          -1.8,      4.008991, ,          -1.8,      4.311888, , 
         -1.6,      4.042014, ,          -1.6,      3.976475, ,          -1.6,      4.281211, , 
         -1.4,      4.009911, ,          -1.4,      3.945784, ,          -1.4,      4.252201, , 
         -1.2,      3.979571, ,          -1.2,      3.916703, ,          -1.2,      4.224774, , 
           -1,      3.950948, ,            -1,      3.889195, ,            -1,      4.198859, , 
         -0.8,      3.923961, ,          -0.8,      3.863162, ,          -0.8,      4.174488, , 
         -0.6,      3.898481, ,          -0.6,      3.838475, ,          -0.6,      4.151454, , 
         -0.4,      3.874511, ,          -0.4,      3.814695, ,          -0.4,      4.129714, , 
         -0.2,      3.852085, ,          -0.2,      3.791862, ,          -0.2,      4.109241, , 
            0,      3.830793, ,             0,      3.770318, ,             0,       4.08998, , 
          0.2,      3.810752, ,           0.2,      3.750269, ,           0.2,      4.071882, , 
          0.4,      3.792116, ,           0.4,      3.731526, ,           0.4,      4.054918, , 
          0.6,      3.774541, ,           0.6,      3.713855, ,           0.6,      4.039016, , 
          0.8,      3.757951, ,           0.8,      3.697169, ,           0.8,      4.024118, , 
            1,      3.742284, ,             1,      3.681416, ,             1,      4.010232, , 
          1.2,      3.727645, ,           1.2,      3.666619, ,           1.2,      3.997325, , 
          1.4,      3.713984, ,           1.4,      3.652888, ,           1.4,      3.985353, , 
          1.6,      3.701368, ,           1.6,      3.639899, ,           1.6,      3.974285, , 
          1.8,      3.689556, ,           1.8,      3.627593, ,           1.8,      3.964097, , 
            2,      3.678533, ,             2,      3.615996, ,             2,       3.95474, , 
          2.2,      3.668258, ,           2.2,      3.605211, ,           2.2,      3.946188, , 
          2.4,      3.658731, ,           2.4,      3.595338, ,           2.4,       3.93843, , 
          2.6,      3.649897, ,           2.6,      3.586046, ,           2.6,      3.931451, , 
          2.8,      3.641737, ,           2.8,       3.57744, ,           2.8,      3.925223, , 
            3,      3.634227, ,             3,      3.569481, ,             3,      3.919694, , 
          3.2,      3.627338, ,           3.2,      3.562134, ,           3.2,       3.91488, , 
          3.4,      3.621097, ,           3.4,      3.555417, ,           3.4,      3.910771, , 
          3.6,      3.615494, ,           3.6,      3.549264, ,           3.6,      3.907337, , 
          3.8,      3.610449, ,           3.8,      3.543572, ,           3.8,      3.904553, , 
            4,      3.605978, ,             4,      3.538409, ,             4,      3.902407, , 
          4.2,      3.602034, ,           4.2,      3.533682, ,           4.2,      3.900868, , 
          4.4,      3.598599, ,           4.4,      3.529434, ,           4.4,      3.899903, , 
          4.6,       3.59568, ,           4.6,      3.525624, ,           4.6,      3.899502, , 
          4.8,      3.593263, ,           4.8,      3.522363, ,           4.8,      3.899658, , 
            5,      3.591342, ,             5,       3.51953, ,             5,      3.900379, , 
          5.2,       3.58989, ,           5.2,      3.517123, ,           5.2,      3.901601, , 
          5.4,      3.588873, ,           5.4,      3.515098, ,           5.4,      3.903367, , 
          5.6,      3.588325, ,           5.6,      3.513399, ,           5.6,       3.90568, , 
          5.8,      3.588237, ,           5.8,      3.512063, ,           5.8,      3.908483, , 
            6,      3.588566, ,             6,      3.511108, ,             6,      3.911771, , 

