Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,     0.8261547, ,            -4,     0.8261547, ,            -4,     0.8261547, ,            -4,     0.8261547, ,            -4,     0.8261547, ,            -4,     0.8261547, ,            -4,     0.8261547, ,            -4,     0.8261547, ,            -4,     0.8261547, , 
         -3.8,     0.8393909, ,          -3.8,     0.8393909, ,          -3.8,     0.8393909, ,          -3.8,     0.8393909, ,          -3.8,     0.8393909, ,          -3.8,     0.8393909, ,          -3.8,     0.8393909, ,          -3.8,     0.8393909, ,          -3.8,     0.8393909, , 
         -3.6,     0.8526068, ,          -3.6,     0.8526068, ,          -3.6,     0.8526068, ,          -3.6,     0.8526068, ,          -3.6,     0.8526068, ,          -3.6,     0.8526068, ,          -3.6,     0.8526068, ,          -3.6,     0.8526068, ,          -3.6,     0.8526068, , 
         -3.4,     0.8658021, ,          -3.4,     0.8658021, ,          -3.4,     0.8658021, ,          -3.4,     0.8658021, ,          -3.4,     0.8658021, ,          -3.4,     0.8658021, ,          -3.4,     0.8658021, ,          -3.4,     0.8658021, ,          -3.4,     0.8658021, , 
         -3.2,     0.8789763, ,          -3.2,     0.8789763, ,          -3.2,     0.8789763, ,          -3.2,     0.8789763, ,          -3.2,     0.8789763, ,          -3.2,     0.8789763, ,          -3.2,     0.8789763, ,          -3.2,     0.8789763, ,          -3.2,     0.8789763, , 
           -3,     0.8921289, ,            -3,     0.8921289, ,            -3,     0.8921289, ,            -3,     0.8921289, ,            -3,     0.8921289, ,            -3,     0.8921289, ,            -3,     0.8921289, ,            -3,     0.8921289, ,            -3,     0.8921289, , 
         -2.8,     0.9052597, ,          -2.8,     0.9052597, ,          -2.8,     0.9052597, ,          -2.8,     0.9052597, ,          -2.8,     0.9052597, ,          -2.8,     0.9052597, ,          -2.8,     0.9052597, ,          -2.8,     0.9052597, ,          -2.8,     0.9052597, , 
         -2.6,     0.9183682, ,          -2.6,     0.9183682, ,          -2.6,     0.9183682, ,          -2.6,     0.9183682, ,          -2.6,     0.9183682, ,          -2.6,     0.9183682, ,          -2.6,     0.9183682, ,          -2.6,     0.9183682, ,          -2.6,     0.9183682, , 
         -2.4,      0.931454, ,          -2.4,      0.931454, ,          -2.4,      0.931454, ,          -2.4,      0.931454, ,          -2.4,      0.931454, ,          -2.4,      0.931454, ,          -2.4,      0.931454, ,          -2.4,      0.931454, ,          -2.4,      0.931454, , 
         -2.2,     0.9445167, ,          -2.2,     0.9445167, ,          -2.2,     0.9445167, ,          -2.2,     0.9445167, ,          -2.2,     0.9445167, ,          -2.2,     0.9445167, ,          -2.2,     0.9445167, ,          -2.2,     0.9445167, ,          -2.2,     0.9445167, , 
