Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,      3.285699, ,            -4,      3.233189, ,            -4,      3.224065, ,            -4,      3.849794, ,            -4,       3.52597, , 
         -3.8,      3.243246, ,          -3.8,      3.190655, ,          -3.8,      3.179343, ,          -3.8,        3.8061, ,          -3.8,      3.484486, , 
         -3.6,      3.203236, ,          -3.6,      3.150482, ,          -3.6,       3.13871, ,          -3.6,      3.764887, ,          -3.6,      3.445418, , 
         -3.4,      3.165738, ,          -3.4,      3.112763, ,          -3.4,      3.100851, ,          -3.4,      3.726085, ,          -3.4,      3.408734, , 
         -3.2,      3.130398, ,          -3.2,       3.07698, ,          -3.2,      3.065499, ,          -3.2,      3.689638, ,          -3.2,      3.374345, , 
           -3,      3.097342, ,            -3,      3.043069, ,            -3,      3.032015, ,            -3,      3.655263, ,            -3,      3.341887, , 
         -2.8,      3.066156, ,          -2.8,      3.011328, ,          -2.8,      3.000486, ,          -2.8,      3.622858, ,          -2.8,      3.311271, , 
         -2.6,      3.036732, ,          -2.6,      2.981444, ,          -2.6,      2.970591, ,          -2.6,      3.592351, ,          -2.6,      3.282416, , 
         -2.4,      3.009018, ,          -2.4,      2.953426, ,          -2.4,      2.942618, ,          -2.4,      3.563633, ,          -2.4,      3.255218, , 
         -2.2,      2.982987, ,          -2.2,      2.926914, ,          -2.2,      2.915869, ,          -2.2,      3.536623, ,          -2.2,      3.229587, , 
           -2,      2.958379, ,            -2,      2.901729, ,            -2,      2.891073, ,            -2,      3.511247, ,            -2,      3.205452, , 
         -1.8,      2.935058, ,          -1.8,       2.87774, ,          -1.8,      2.867554, ,          -1.8,      3.487405, ,          -1.8,      3.182742, , 
         -1.6,      2.912922, ,          -1.6,       2.85566, ,          -1.6,      2.845579, ,          -1.6,      3.465021, ,          -1.6,      3.161396, , 
         -1.4,      2.892037, ,          -1.4,      2.834769, ,          -1.4,      2.824624, ,          -1.4,      3.444061, ,          -1.4,      3.141356, , 
         -1.2,      2.872355, ,          -1.2,      2.815116, ,          -1.2,      2.804757, ,          -1.2,      3.424464, ,          -1.2,       3.12256, , 
           -1,      2.853797, ,            -1,       2.79658, ,            -1,      2.786161, ,            -1,      3.406192, ,            -1,      3.104958, , 
         -0.8,      2.836324, ,          -0.8,      2.779098, ,          -0.8,      2.768836, ,          -0.8,      3.389195, ,          -0.8,      3.088498, , 
         -0.6,      2.819876, ,          -0.6,      2.762561, ,          -0.6,      2.752174, ,          -0.6,      3.373385, ,          -0.6,      3.073147, , 
         -0.4,       2.80476, ,          -0.4,      2.746997, ,          -0.4,      2.736626, ,          -0.4,       3.35872, ,          -0.4,      3.058854, , 
         -0.2,      2.790585, ,          -0.2,        2.7325, ,          -0.2,      2.722082, ,          -0.2,      3.345176, ,          -0.2,      3.045592, , 
            0,        2.7773, ,             0,       2.71889, ,             0,      2.708222, ,             0,      3.332704, ,             0,      3.033302, , 
          0.2,      2.764861, ,           0.2,      2.706091, ,           0.2,      2.695341, ,           0.2,      3.321294, ,           0.2,      3.021934, , 
