Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,      5.754503, ,            -4,      5.544151, ,            -4,      6.625623, , 
         -3.8,      5.719235, ,          -3.8,      5.507316, ,          -3.8,      6.600405, , 
         -3.6,      5.687522, ,          -3.6,      5.473618, ,          -3.6,      6.579548, , 
         -3.4,      5.659156, ,          -3.4,      5.443031, ,          -3.4,      6.562873, , 
         -3.2,      5.634013, ,          -3.2,      5.415379, ,          -3.2,       6.55044, , 
           -3,      5.611949, ,            -3,      5.390681, ,            -3,       6.54215, , 
         -2.8,      5.592846, ,          -2.8,       5.36874, ,          -2.8,      6.537778, , 
         -2.6,       5.57661, ,          -2.6,      5.349408, ,          -2.6,      6.537367, , 
         -2.4,      5.563174, ,          -2.4,      5.332537, ,          -2.4,      6.541002, , 
         -2.2,      5.552407, ,          -2.2,      5.318005, ,          -2.2,      6.548693, , 
           -2,      5.544345, ,            -2,      5.305672, ,            -2,      6.560493, , 
         -1.8,      5.539016, ,          -1.8,      5.295443, ,          -1.8,      6.576402, , 
         -1.6,      5.536317, ,          -1.6,      5.287183, ,          -1.6,      6.596589, , 
         -1.4,      5.536212, ,          -1.4,      5.280858, ,          -1.4,      6.620833, , 
         -1.2,       5.53902, ,          -1.2,      5.276322, ,          -1.2,      6.649289, , 
           -1,      5.544535, ,            -1,      5.273554, ,            -1,      6.682238, , 
         -0.8,      5.552722, ,          -0.8,      5.272732, ,          -0.8,      6.719512, , 
         -0.6,      5.564153, ,          -0.6,      5.273738, ,          -0.6,      6.761527, , 
         -0.4,      5.578599, ,          -0.4,      5.276441, ,          -0.4,      6.807942, , 
         -0.2,      5.596736, ,          -0.2,      5.281288, ,          -0.2,      6.859303, , 
            0,      5.618158, ,             0,      5.288183, ,             0,      6.915171, , 
          0.2,      5.643402, ,           0.2,      5.297232, ,           0.2,      6.976645, , 
          0.4,      5.672816, ,           0.4,      5.308958, ,           0.4,      7.043007, , 
          0.6,      5.706517, ,           0.6,      5.323379, ,           0.6,      7.115281, , 
          0.8,      5.745004, ,           0.8,      5.340574, ,           0.8,      7.193442, , 
            1,      5.788064, ,             1,      5.360612, ,             1,      7.278453, , 
          1.2,      5.836065, ,           1.2,       5.38393, ,           1.2,      7.372337, , 
          1.4,      5.888686, ,           1.4,      5.410512, ,           1.4,       7.47432, , 
          1.6,      5.945579, ,           1.6,      5.440314, ,           1.6,      7.583428, , 
          1.8,      6.006118, ,           1.8,      5.473954, ,           1.8,      7.706578, , 
            2,      6.070326, ,             2,      5.511211, ,             2,      7.847933, , 
          2.2,      6.137958, ,           2.2,      5.552469, ,           2.2,      7.997598, , 
          2.4,      6.208455, ,           2.4,      5.598171, ,           2.4,      8.139682, , 
          2.6,      6.282353, ,           2.6,      5.648711, ,           2.6,      8.275491, , 
          2.8,      6.359067, ,           2.8,      5.704473, ,           2.8,      8.409554, , 
            3,      6.441045, ,             3,       5.76616, ,             3,      8.547398, , 
          3.2,      6.535821, ,           3.2,      5.840432, ,           3.2,      8.706751, , 
          3.4,      6.631059, ,           3.4,      5.935903, , , , , 

