Alpha,T1-15.8 m/s-VLM2, , 
           -4,      6.672795, , 
         -3.8,      6.707074, , 
         -3.6,       6.73839, , 
         -3.4,      6.766782, , 
         -3.2,      6.793143, , 
           -3,      6.816652, , 
         -2.8,      6.837518, , 
         -2.6,      6.855808, , 
         -2.4,      6.871591, , 
         -2.2,      6.884055, , 
           -2,      6.894077, , 
         -1.8,      6.901837, , 
         -1.6,      6.907405, , 
         -1.4,      6.910856, , 
         -1.2,       6.91228, , 
           -1,      6.911688, , 
         -0.8,      6.909186, , 
         -0.6,      6.904865, , 
         -0.4,      6.898759, , 
         -0.2,      6.890983, , 
            0,      6.881532, , 
          0.2,      6.870536, , 
          0.4,      6.857973, , 
          0.6,      6.843941, , 
          0.8,      6.828425, , 
            1,      6.811556, , 
          1.2,      6.793386, , 
          1.4,      6.773894, , 
          1.6,      6.753026, , 
          1.8,      6.730772, , 
            2,      6.707457, , 
          2.2,      6.682809, , 
          2.4,      6.656893, , 
          2.6,      6.629817, , 
          2.8,      6.600958, , 
            3,      6.570888, , 
          3.2,      6.539547, , 
          3.4,      6.506864, , 
          3.6,      6.472782, , 
          3.8,        6.4371, , 
            4,      6.399968, , 
          4.2,      6.361213, , 
          4.4,      6.320947, , 
          4.6,      6.279139, , 
          4.8,       6.23595, , 
            5,      6.191359, , 
          5.2,        6.1458, , 
          5.4,      6.099639, , 
          5.6,      6.052596, , 
          5.8,      6.005236, , 
            6,      5.957189, , 

