Alpha,T1-15.8 m/s-VLM2, , 
           -4,     0.8871297, , 
         -3.8,     0.9016075, , 
         -3.6,     0.9160651, , 
         -3.4,      0.930502, , 
         -3.2,     0.9449179, , 
           -3,     0.9593123, , 
         -2.8,     0.9736847, , 
         -2.6,     0.9880349, , 
         -2.4,      1.002362, , 
         -2.2,      1.016667, , 
           -2,      1.030947, , 
         -1.8,      1.045204, , 
         -1.6,      1.059437, , 
         -1.4,      1.073644, , 
         -1.2,      1.087827, , 
           -1,      1.101984, , 
         -0.8,      1.116115, , 
         -0.6,       1.13022, , 
         -0.4,      1.144298, , 
         -0.2,      1.158349, , 
            0,      1.172372, , 
          0.2,      1.186367, , 
          0.4,      1.200334, , 
          0.6,      1.214273, , 
          0.8,      1.228182, , 
            1,      1.242062, , 
          1.2,      1.255912, , 
          1.4,      1.269732, , 
          1.6,      1.283521, , 
          1.8,       1.29728, , 
            2,      1.311007, , 
          2.2,      1.324702, , 
          2.4,      1.338365, , 
          2.6,      1.351996, , 
          2.8,      1.365594, , 
            3,      1.379159, , 
          3.2,       1.39269, , 
          3.4,      1.406188, , 
          3.6,      1.419651, , 
          3.8,       1.43308, , 
            4,      1.446473, , 
          4.2,      1.459832, , 

