Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,      7.481087, ,            -4,      7.812391, ,            -4,      7.969791, ,            -4,      8.033273, ,            -4,      8.074074, ,            -4,      8.089909, ,            -4,      5.743832, ,            -4,      6.251786, ,            -4,      7.018158, , 
         -3.8,      7.517689, ,          -3.8,      7.854035, ,          -3.8,      8.013698, ,          -3.8,       8.07861, ,          -3.8,       8.12016, ,          -3.8,       8.13613, ,          -3.8,      5.760142, ,          -3.8,      6.271123, ,          -3.8,      7.045877, , 
         -3.6,      7.550717, ,          -3.6,      7.891939, ,          -3.6,      8.053695, ,          -3.6,      8.120287, ,          -3.6,      8.162442, ,          -3.6,       8.17836, ,          -3.6,      5.773725, ,          -3.6,      6.287405, ,          -3.6,      7.070147, , 
         -3.4,      7.579739, ,          -3.4,      7.925958, ,          -3.4,      8.089976, ,          -3.4,      8.158144, ,          -3.4,      8.200948, ,          -3.4,        8.2169, ,          -3.4,      5.784475, ,          -3.4,      6.300604, ,          -3.4,      7.091051, , 
         -3.2,      7.604585, ,          -3.2,      7.956135, ,          -3.2,      8.122584, ,          -3.2,      8.192258, ,          -3.2,      8.235772, ,          -3.2,      8.251831, ,          -3.2,      5.792316, ,          -3.2,      6.310629, ,          -3.2,      7.108505, , 
           -3,      7.626045, ,            -3,      7.982899, ,            -3,      8.151698, ,            -3,      8.222392, ,            -3,      8.266762, ,            -3,      8.283178, ,            -3,      5.797583, ,            -3,      6.317788, ,            -3,      7.122677, , 
         -2.8,      7.644171, ,          -2.8,      8.006247, ,          -2.8,      8.177394, ,          -2.8,      8.248902, ,          -2.8,      8.294145, ,          -2.8,      8.311029, ,          -2.8,      5.800258, ,          -2.8,      6.322064, ,          -2.8,      7.133559, , 
         -2.6,      7.659024, ,          -2.6,      8.026265, ,          -2.6,      8.199818, ,          -2.6,      8.272041, ,          -2.6,       8.31788, ,          -2.6,      8.335068, ,          -2.6,      5.800315, ,          -2.6,      6.323463, ,          -2.6,      7.141262, , 
         -2.4,      7.670745, ,          -2.4,      8.043078, ,          -2.4,      8.219071, ,          -2.4,      8.292021, ,          -2.4,      8.338395, ,          -2.4,      8.355846, ,          -2.4,      5.797931, ,          -2.4,      6.322122, ,          -2.4,      7.145935, , 
         -2.2,      7.679333, ,          -2.2,      8.056743, ,          -2.2,      8.235228, ,          -2.2,      8.308924, ,          -2.2,      8.355732, ,          -2.2,      8.373396, ,          -2.2,       5.79293, ,          -2.2,      6.317923, ,          -2.2,      7.147522, , 
