Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.6615527, , 
         -0.8,     0.6618855, , 
         -0.6,     0.6621803, , 
         -0.4,     0.6624422, , 
         -0.2,     0.6626757, , 
            0,     0.6628844, , 
          0.2,     0.6630714, , 
          0.4,     0.6632394, , 
          0.6,     0.6633907, , 
          0.8,     0.6635272, , 
            1,     0.6636507, , 
          1.2,     0.6637626, , 
          1.4,     0.6638642, , 
          1.6,     0.6639568, , 
          1.8,     0.6640412, , 
            2,     0.6641184, , 
          2.2,     0.6641891, , 
          2.4,     0.6642542, , 
          2.6,     0.6643141, , 
          2.8,     0.6643696, , 
            3,      0.664421, , 
          3.2,     0.6644689, , 
          3.4,     0.6645137, , 
          3.6,     0.6645557, , 
          3.8,     0.6645954, , 
            4,      0.664633, , 
          4.2,     0.6646688, , 
          4.4,     0.6647031, , 
          4.6,     0.6647361, , 
          4.8,     0.6647681, , 
            5,     0.6647992, , 

