Alpha,T1-15.8 m/s-VLM2, , 
           -1,      3.355575, , 
         -0.8,      3.289426, , 
         -0.6,      3.233405, , 
         -0.4,       3.18598, , 
         -0.2,      3.145954, , 
            0,      3.112396, , 
          0.2,        3.0847, , 
          0.4,      3.062274, , 
          0.6,      3.044487, , 
          0.8,      3.030948, , 
            1,      3.021249, , 
          1.2,      3.014996, , 
          1.4,      3.011877, , 
          1.6,      3.011611, , 
          1.8,      3.013986, , 
            2,        3.0188, , 
          2.2,      3.025929, , 
          2.4,      3.035316, , 
          2.6,      3.046839, , 
          2.8,      3.060393, , 
            3,      3.075955, , 
          3.2,      3.093567, , 
          3.4,      3.113434, , 
          3.6,      3.136135, , 
          3.8,       3.16307, , 
            4,      3.196607, , 
          4.2,      3.238838, , 
          4.4,      3.291019, , 
          4.6,      3.353615, , 
          4.8,      3.427458, , 
            5,      3.511631, , 

