Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.6340672, ,            -1,     0.6340672, ,            -1,     0.6340672, ,            -1,     0.6340672, ,            -1,     0.6340672, , 
         -0.8,     0.6342677, ,          -0.8,     0.6342677, ,          -0.8,     0.6342677, ,          -0.8,     0.6342677, ,          -0.8,     0.6342677, , 
         -0.6,     0.6344382, ,          -0.6,     0.6344382, ,          -0.6,     0.6344382, ,          -0.6,     0.6344382, ,          -0.6,     0.6344382, , 
         -0.4,     0.6345825, ,          -0.4,     0.6345825, ,          -0.4,     0.6345825, ,          -0.4,     0.6345825, ,          -0.4,     0.6345825, , 
         -0.2,     0.6347042, ,          -0.2,     0.6347042, ,          -0.2,     0.6347042, ,          -0.2,     0.6347042, ,          -0.2,     0.6347042, , 
            0,     0.6348059, ,             0,     0.6348059, ,             0,     0.6348059, ,             0,     0.6348059, ,             0,     0.6348059, , 
          0.2,       0.63489, ,           0.2,       0.63489, ,           0.2,       0.63489, ,           0.2,       0.63489, ,           0.2,       0.63489, , 
          0.4,     0.6349587, ,           0.4,     0.6349587, ,           0.4,     0.6349587, ,           0.4,     0.6349587, ,           0.4,     0.6349587, , 
          0.6,     0.6350135, ,           0.6,     0.6350135, ,           0.6,     0.6350135, ,           0.6,     0.6350135, ,           0.6,     0.6350135, , 
          0.8,     0.6350561, ,           0.8,     0.6350561, ,           0.8,     0.6350561, ,           0.8,     0.6350561, ,           0.8,     0.6350561, , 
            1,     0.6350877, ,             1,     0.6350877, ,             1,     0.6350877, ,             1,     0.6350877, ,             1,     0.6350877, , 
          1.2,     0.6351094, ,           1.2,     0.6351094, ,           1.2,     0.6351094, ,           1.2,     0.6351094, ,           1.2,     0.6351094, , 
          1.4,     0.6351223, ,           1.4,     0.6351223, ,           1.4,     0.6351223, ,           1.4,     0.6351223, ,           1.4,     0.6351223, , 
          1.6,     0.6351271, ,           1.6,     0.6351271, ,           1.6,     0.6351271, ,           1.6,     0.6351271, ,           1.6,     0.6351271, , 
          1.8,     0.6351246, ,           1.8,     0.6351246, ,           1.8,     0.6351246, ,           1.8,     0.6351246, ,           1.8,     0.6351246, , 
            2,     0.6351155, ,             2,     0.6351155, ,             2,     0.6351155, ,             2,     0.6351155, ,             2,     0.6351155, , 
          2.2,     0.6351005, ,           2.2,     0.6351005, ,           2.2,     0.6351005, ,           2.2,     0.6351005, ,           2.2,     0.6351005, , 
          2.4,     0.6350799, ,           2.4,     0.6350799, ,           2.4,     0.6350799, ,           2.4,     0.6350799, ,           2.4,     0.6350799, , 
          2.6,     0.6350544, ,           2.6,     0.6350544, ,           2.6,     0.6350544, ,           2.6,     0.6350544, ,           2.6,     0.6350544, , 
          2.8,     0.6350243, ,           2.8,     0.6350243, ,           2.8,     0.6350243, ,           2.8,     0.6350243, ,           2.8,     0.6350243, , 
            3,       0.63499, ,             3,       0.63499, ,             3,       0.63499, ,             3,       0.63499, ,             3,       0.63499, , 
          3.2,     0.6349519, ,           3.2,     0.6349519, ,           3.2,     0.6349519, ,           3.2,     0.6349519, ,           3.2,     0.6349519, , 
          3.4,     0.6349102, ,           3.4,     0.6349102, ,           3.4,     0.6349102, ,           3.4,     0.6349102, ,           3.4,     0.6349102, , 
          3.6,     0.6348653, ,           3.6,     0.6348653, ,           3.6,     0.6348653, ,           3.6,     0.6348653, ,           3.6,     0.6348653, , 
          3.8,     0.6348173, ,           3.8,     0.6348173, ,           3.8,     0.6348173, ,           3.8,     0.6348173, ,           3.8,     0.6348173, , 
            4,     0.6347667, ,             4,     0.6347667, ,             4,     0.6347667, ,             4,     0.6347667, ,             4,     0.6347667, , 
          4.2,     0.6347134, ,           4.2,     0.6347134, ,           4.2,     0.6347134, ,           4.2,     0.6347134, ,           4.2,     0.6347134, , 
          4.4,     0.6346579, ,           4.4,     0.6346579, ,           4.4,     0.6346579, ,           4.4,     0.6346579, ,           4.4,     0.6346579, , 
          4.6,     0.6346002, ,           4.6,     0.6346002, ,           4.6,     0.6346002, ,           4.6,     0.6346002, ,           4.6,     0.6346002, , 
          4.8,     0.6345405, ,           4.8,     0.6345405, ,           4.8,     0.6345405, ,           4.8,     0.6345405, ,           4.8,     0.6345405, , 
            5,     0.6344789, ,             5,     0.6344789, ,             5,     0.6344789, ,             5,     0.6344789, ,             5,     0.6344789, , 
          5.2,     0.6344157, ,           5.2,     0.6344157, ,           5.2,     0.6344157, ,           5.2,     0.6344157, ,           5.2,     0.6344157, , 
          5.4,     0.6343509, ,           5.4,     0.6343509, ,           5.4,     0.6343509, ,           5.4,     0.6343509, ,           5.4,     0.6343509, , 
          5.6,     0.6342847, ,           5.6,     0.6342847, ,           5.6,     0.6342847, ,           5.6,     0.6342847, ,           5.6,     0.6342847, , 
          5.8,     0.6342171, ,           5.8,     0.6342171, ,           5.8,     0.6342171, ,           5.8,     0.6342171, ,           5.8,     0.6342171, , 
            6,     0.6341484, ,             6,     0.6341484, ,             6,     0.6341484, ,             6,     0.6341484, ,             6,     0.6341484, , 
          6.2,     0.6340785, ,           6.2,     0.6340785, ,           6.2,     0.6340785, ,           6.2,     0.6340785, ,           6.2,     0.6340785, , 
          6.4,     0.6340077, ,           6.4,     0.6340077, ,           6.4,     0.6340077, ,           6.4,     0.6340077, ,           6.4,     0.6340077, , 

