Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.3376367, ,            -1,     0.3376367, ,            -1,     0.3376367, ,            -1,     0.3376367, ,            -1,     0.3376367, , 
         -0.8,     0.3478291, ,          -0.8,     0.3478291, ,          -0.8,     0.3478291, ,          -0.8,     0.3478291, ,          -0.8,     0.3478291, , 
         -0.6,     0.3580122, ,          -0.6,     0.3580122, ,          -0.6,     0.3580122, ,          -0.6,     0.3580122, ,          -0.6,     0.3580122, , 
         -0.4,     0.3681856, ,          -0.4,     0.3681856, ,          -0.4,     0.3681856, ,          -0.4,     0.3681856, ,          -0.4,     0.3681856, , 
         -0.2,      0.378349, ,          -0.2,      0.378349, ,          -0.2,      0.378349, ,          -0.2,      0.378349, ,          -0.2,      0.378349, , 
            0,      0.388502, ,             0,      0.388502, ,             0,      0.388502, ,             0,      0.388502, ,             0,      0.388502, , 
          0.2,     0.3986443, ,           0.2,     0.3986443, ,           0.2,     0.3986443, ,           0.2,     0.3986443, ,           0.2,     0.3986443, , 
          0.4,     0.4087754, ,           0.4,     0.4087754, ,           0.4,     0.4087754, ,           0.4,     0.4087754, ,           0.4,     0.4087754, , 
          0.6,     0.4188951, ,           0.6,     0.4188951, ,           0.6,     0.4188951, ,           0.6,     0.4188951, ,           0.6,     0.4188951, , 
          0.8,      0.429003, ,           0.8,      0.429003, ,           0.8,      0.429003, ,           0.8,      0.429003, ,           0.8,      0.429003, , 
            1,     0.4390987, ,             1,     0.4390987, ,             1,     0.4390987, ,             1,     0.4390987, ,             1,     0.4390987, , 
          1.2,     0.4491818, ,           1.2,     0.4491818, ,           1.2,     0.4491818, ,           1.2,     0.4491818, ,           1.2,     0.4491818, , 
          1.4,     0.4592521, ,           1.4,     0.4592521, ,           1.4,     0.4592521, ,           1.4,     0.4592521, ,           1.4,     0.4592521, , 
          1.6,     0.4693092, ,           1.6,     0.4693092, ,           1.6,     0.4693092, ,           1.6,     0.4693092, ,           1.6,     0.4693092, , 
          1.8,     0.4793527, ,           1.8,     0.4793527, ,           1.8,     0.4793527, ,           1.8,     0.4793527, ,           1.8,     0.4793527, , 
            2,     0.4893823, ,             2,     0.4893823, ,             2,     0.4893823, ,             2,     0.4893823, ,             2,     0.4893823, , 
          2.2,     0.4993976, ,           2.2,     0.4993976, ,           2.2,     0.4993976, ,           2.2,     0.4993976, ,           2.2,     0.4993976, , 
          2.4,     0.5093983, ,           2.4,     0.5093983, ,           2.4,     0.5093983, ,           2.4,     0.5093983, ,           2.4,     0.5093983, , 
          2.6,     0.5193841, ,           2.6,     0.5193841, ,           2.6,     0.5193841, ,           2.6,     0.5193841, ,           2.6,     0.5193841, , 
          2.8,     0.5293545, ,           2.8,     0.5293545, ,           2.8,     0.5293545, ,           2.8,     0.5293545, ,           2.8,     0.5293545, , 
            3,     0.5393093, ,             3,     0.5393093, ,             3,     0.5393093, ,             3,     0.5393093, ,             3,     0.5393093, , 
          3.2,     0.5492481, ,           3.2,     0.5492481, ,           3.2,     0.5492481, ,           3.2,     0.5492481, ,           3.2,     0.5492481, , 
          3.4,     0.5591706, ,           3.4,     0.5591706, ,           3.4,     0.5591706, ,           3.4,     0.5591706, ,           3.4,     0.5591706, , 
          3.6,     0.5690764, ,           3.6,     0.5690764, ,           3.6,     0.5690764, ,           3.6,     0.5690764, ,           3.6,     0.5690764, , 
          3.8,     0.5789652, ,           3.8,     0.5789652, ,           3.8,     0.5789652, ,           3.8,     0.5789652, ,           3.8,     0.5789652, , 
            4,     0.5888366, ,             4,     0.5888366, ,             4,     0.5888366, ,             4,     0.5888366, ,             4,     0.5888366, , 
          4.2,     0.5986904, ,           4.2,     0.5986904, ,           4.2,     0.5986904, ,           4.2,     0.5986904, ,           4.2,     0.5986904, , 
          4.4,     0.6085261, ,           4.4,     0.6085261, ,           4.4,     0.6085261, ,           4.4,     0.6085261, ,           4.4,     0.6085261, , 
          4.6,     0.6183435, ,           4.6,     0.6183435, ,           4.6,     0.6183435, ,           4.6,     0.6183435, ,           4.6,     0.6183435, , 
          4.8,     0.6281423, ,           4.8,     0.6281423, ,           4.8,     0.6281423, ,           4.8,     0.6281423, ,           4.8,     0.6281423, , 
            5,      0.637922, ,             5,      0.637922, ,             5,      0.637922, ,             5,      0.637922, ,             5,      0.637922, , 
          5.2,     0.6476824, ,           5.2,     0.6476824, ,           5.2,     0.6476824, ,           5.2,     0.6476824, ,           5.2,     0.6476824, , 
          5.4,     0.6574231, ,           5.4,     0.6574231, ,           5.4,     0.6574231, ,           5.4,     0.6574231, ,           5.4,     0.6574231, , 
          5.6,     0.6671439, ,           5.6,     0.6671439, ,           5.6,     0.6671439, ,           5.6,     0.6671439, ,           5.6,     0.6671439, , 
          5.8,     0.6768443, ,           5.8,     0.6768443, ,           5.8,     0.6768443, ,           5.8,     0.6768443, ,           5.8,     0.6768443, , 
            6,     0.6865241, ,             6,     0.6865241, ,             6,     0.6865241, ,             6,     0.6865241, ,             6,     0.6865241, , 
          6.2,     0.6961829, ,           6.2,     0.6961829, ,           6.2,     0.6961829, ,           6.2,     0.6961829, ,           6.2,     0.6961829, , 
          6.4,     0.7058205, ,           6.4,     0.7058205, ,           6.4,     0.7058205, ,           6.4,     0.7058205, ,           6.4,     0.7058205, , 
          6.6,     0.7154365, ,           6.6,     0.7154365, ,           6.6,     0.7154365, ,           6.6,     0.7154365, ,           6.6,     0.7154365, , 
          6.8,     0.7250306, ,           6.8,     0.7250306, ,           6.8,     0.7250306, ,           6.8,     0.7250306, ,           6.8,     0.7250306, , 
            7,     0.7346024, ,             7,     0.7346024, ,             7,     0.7346024, ,             7,     0.7346024, ,             7,     0.7346024, , 
          7.2,     0.7441518, ,           7.2,     0.7441518, ,           7.2,     0.7441518, ,           7.2,     0.7441518, ,           7.2,     0.7441518, , 
          7.4,     0.7536783, ,           7.4,     0.7536783, ,           7.4,     0.7536783, ,           7.4,     0.7536783, ,           7.4,     0.7536783, , 
          7.6,     0.7631816, ,           7.6,     0.7631816, ,           7.6,     0.7631816, ,           7.6,     0.7631816, ,           7.6,     0.7631816, , 
          7.8,     0.7726615, ,           7.8,     0.7726615, ,           7.8,     0.7726615, ,           7.8,     0.7726615, ,           7.8,     0.7726615, , 
            8,     0.7821176, ,             8,     0.7821176, ,             8,     0.7821176, ,             8,     0.7821176, ,             8,     0.7821176, , 
          8.2,     0.7915497, ,           8.2,     0.7915497, ,           8.2,     0.7915497, ,           8.2,     0.7915497, ,           8.2,     0.7915497, , 
          8.4,     0.8009574, ,           8.4,     0.8009574, ,           8.4,     0.8009574, ,           8.4,     0.8009574, ,           8.4,     0.8009574, , 
          8.6,     0.8103404, ,           8.6,     0.8103404, ,           8.6,     0.8103404, ,           8.6,     0.8103404, ,           8.6,     0.8103404, , 
          8.8,     0.8196985, ,           8.8,     0.8196985, ,           8.8,     0.8196985, ,           8.8,     0.8196985, ,           8.8,     0.8196985, , 
            9,     0.8290313, ,             9,     0.8290313, ,             9,     0.8290313, ,             9,     0.8290313, ,             9,     0.8290313, , 
          9.2,     0.8383386, ,           9.2,     0.8383386, ,           9.2,     0.8383386, ,           9.2,     0.8383386, ,           9.2,     0.8383386, , 
          9.4,       0.84762, ,           9.4,       0.84762, ,           9.4,       0.84762, ,           9.4,       0.84762, ,           9.4,       0.84762, , 
          9.6,     0.8568753, ,           9.6,     0.8568753, ,           9.6,     0.8568753, ,           9.6,     0.8568753, ,           9.6,     0.8568753, , 

