Alpha,T1-15.8 m/s-VLM2, , 
           -1,      3.964156, , 
         -0.8,      3.912769, , 
         -0.6,      3.871222, , 
         -0.4,      3.837987, , 
         -0.2,      3.811994, , 
            0,       3.79239, , 
          0.2,      3.778122, , 
          0.4,      3.768414, , 
          0.6,      3.762989, , 
          0.8,      3.761689, , 
            1,       3.76396, , 
          1.2,      3.769351, , 
          1.4,      3.777511, , 
          1.6,      3.788167, , 
          1.8,      3.801202, , 
            2,      3.816477, , 
          2.2,      3.833865, , 
          2.4,      3.853169, , 
          2.6,      3.874171, , 
          2.8,      3.896744, , 
            3,      3.920763, , 
          3.2,       3.94614, , 
          3.4,      3.972863, , 
          3.6,      4.000828, , 
          3.8,      4.030069, , 
            4,      4.060431, , 
          4.2,      4.091821, , 
          4.4,       4.12422, , 
          4.6,       4.15755, , 
          4.8,      4.191776, , 
            5,      4.226841, , 
          5.2,      4.262734, , 

