Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,      8.279287, ,            -1,      8.373615, ,            -1,      8.577585, ,            -1,      8.722017, ,            -1,      6.699941, ,            -1,      6.834381, ,            -1,      8.768716, ,            -1,      8.860257, ,            -1,      8.880364, ,            -1,      8.923398, ,            -1,      9.029377, ,            -1,      9.120838, ,            -1,      9.168492, ,            -1,       9.19582, ,            -1,      7.073427, ,            -1,      7.522225, ,            -1,      7.772059, ,            -1,      7.964934, ,            -1,       8.01749, , 
         -0.8,      8.409597, ,          -0.8,      8.521362, ,          -0.8,      8.739557, ,          -0.8,      8.891314, ,          -0.8,      6.764726, ,          -0.8,      6.900635, ,          -0.8,      8.940233, ,          -0.8,      9.031879, ,          -0.8,      9.050718, ,          -0.8,      9.091014, ,          -0.8,      9.188173, ,          -0.8,      9.271622, ,          -0.8,      9.315611, ,          -0.8,      9.341868, ,          -0.8,      7.142309, ,          -0.8,      7.596978, ,          -0.8,      7.856931, ,          -0.8,      8.058085, ,          -0.8,       8.11638, , 
         -0.6,      8.520866, ,          -0.6,      8.646607, ,          -0.6,      8.891938, ,          -0.6,      9.044337, ,          -0.6,       6.82469, ,          -0.6,      6.961741, ,          -0.6,      9.093161, ,          -0.6,      9.185384, ,          -0.6,      9.203984, ,          -0.6,       9.24376, ,          -0.6,      9.332681, ,          -0.6,       9.40812, ,          -0.6,      9.448278, ,          -0.6,      9.473038, ,          -0.6,      7.205442, ,          -0.6,      7.664646, ,          -0.6,      7.932951, ,          -0.6,      8.140931, ,          -0.6,      8.203571, , 
         -0.4,      8.614093, ,          -0.4,      8.748788, ,          -0.4,      9.010755, ,          -0.4,      9.177915, ,          -0.4,      6.878922, ,          -0.4,      7.016973, ,          -0.4,      9.225964, ,          -0.4,      9.313665, ,          -0.4,      9.332068, ,          -0.4,      9.371415, ,          -0.4,       9.45874, ,          -0.4,       9.53271, ,          -0.4,       9.57148, ,          -0.4,      9.594332, ,          -0.4,      7.262442, ,          -0.4,      7.725537, ,          -0.4,      8.000649, ,          -0.4,      8.214177, ,          -0.4,      8.279909, , 
         -0.2,      8.693186, ,          -0.2,      8.833464, ,          -0.2,      9.109976, ,          -0.2,      9.287161, ,          -0.2,      6.927924, ,          -0.2,      7.066804, ,          -0.2,      9.338828, ,          -0.2,      9.432975, ,          -0.2,      9.452352, ,          -0.2,      9.493792, ,          -0.2,      9.574978, ,          -0.2,      9.642326, ,          -0.2,      9.677493, ,          -0.2,      9.698045, ,          -0.2,      7.313732, ,          -0.2,      7.779988, ,          -0.2,      8.060532, ,          -0.2,      8.278477, ,          -0.2,      8.346548, , 
            0,      8.760146, ,             0,      8.903659, ,             0,      9.187238, ,             0,      9.370816, ,             0,      6.971819, ,             0,        7.1114, ,             0,      9.427965, ,             0,      9.529254, ,             0,      9.547714, ,             0,       9.58718, ,             0,      9.664319, ,             0,      9.728233, ,             0,      9.761442, ,             0,      9.780582, ,             0,      7.359558, ,             0,      7.828432, ,             0,      8.113277, ,             0,       8.33471, ,             0,      8.404516, , 
          0.2,      8.817119, ,           0.2,      8.963804, ,           0.2,      9.250087, ,           0.2,      9.438716, ,           0.2,      7.011174, ,           0.2,      7.151289, ,           0.2,      9.497082, ,           0.2,      9.601712, ,           0.2,      9.621644, ,           0.2,      9.664276, ,           0.2,      9.738756, ,           0.2,      9.799195, ,           0.2,      9.830755, ,           0.2,      9.849261, ,           0.2,      7.400371, ,           0.2,      7.871207, ,           0.2,      8.159529, ,           0.2,      8.383769, ,           0.2,      8.454819, , 
          0.4,      8.864509, ,           0.4,      9.012473, ,           0.4,      9.302885, ,           0.4,      9.496643, ,           0.4,      7.046552, ,           0.4,      7.186975, ,           0.4,       9.55618, ,           0.4,       9.66133, ,           0.4,      9.680904, ,           0.4,      9.722762, ,           0.4,      9.797153, ,           0.4,      9.857711, ,           0.4,      9.889309, ,           0.4,      9.907791, ,           0.4,      7.436569, ,           0.4,      7.908515, ,           0.4,      8.199594, ,           0.4,      8.426053, ,           0.4,      8.497945, , 
          0.6,      8.903763, ,           0.6,      9.052491, ,           0.6,      9.340421, ,           0.6,      9.535445, ,           0.6,      7.076485, ,           0.6,      7.217249, ,           0.6,      9.596021, ,           0.6,      9.702296, ,           0.6,       9.72177, ,           0.6,      9.763411, ,           0.6,      9.836733, ,           0.6,      9.896305, ,           0.6,      9.926839, ,           0.6,       9.94372, ,           0.6,      7.467422, ,           0.6,      7.940559, ,           0.6,      8.233709, ,           0.6,      8.461825, ,           0.6,      8.534298, , 
          0.8,      8.935641, ,           0.8,      9.083832, ,           0.8,      9.374633, ,           0.8,      9.563647, ,           0.8,      7.102495, ,           0.8,      7.243429, ,           0.8,      9.623655, ,           0.8,      9.731769, ,           0.8,       9.75192, ,           0.8,       9.79502, ,           0.8,      9.865315, ,           0.8,      9.921529, ,           0.8,      9.950263, ,           0.8,      9.966027, ,           0.8,      7.493871, ,           0.8,      7.967556, ,           0.8,      8.262186, ,           0.8,      8.491478, ,           0.8,      8.564373, , 
