Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            1,      15.20055, ,             1,      16.08775, ,             1,      11.18411, ,             1,      16.62968, ,             1,      16.86703, ,             1,      16.90876, ,             1,      17.11675, ,             1,      17.20704, ,             1,      17.25429, ,             1,      11.74814, ,             1,      12.86295, ,             1,      14.16476, ,             1,      14.33429, , 
          1.2,      15.18765, ,           1.2,      16.05935, ,           1.2,        11.192, ,           1.2,      16.58107, ,           1.2,      16.81205, ,           1.2,      16.85275, ,           1.2,      17.05675, ,           1.2,      17.14592, ,           1.2,      17.19224, ,           1.2,      11.75825, ,           1.2,      12.87715, ,           1.2,      14.17224, ,           1.2,      14.33861, , 
          1.4,      15.16543, ,           1.4,      16.01627, ,           1.4,      11.19286, ,           1.4,      16.52986, ,           1.4,      16.75031, ,           1.4,         16.79, ,           1.4,      16.99436, ,           1.4,      17.08661, ,           1.4,      17.13316, ,           1.4,      11.76096, ,           1.4,      12.88317, ,           1.4,         14.17, ,           1.4,      14.33331, , 
          1.6,      15.13528, ,           1.6,       15.9649, ,           1.6,       11.1859, ,           1.6,      16.46885, ,           1.6,      16.68854, ,           1.6,      16.72741, ,           1.6,      16.92621, ,           1.6,      17.01525, ,           1.6,      17.06013, ,           1.6,      11.75586, ,           1.6,       12.8814, ,           1.6,      14.15838, ,           1.6,      14.31886, , 
          1.8,      15.09796, ,           1.8,      15.90685, ,           1.8,      11.16393, ,           1.8,       16.3988, ,           1.8,      16.61331, ,           1.8,       16.6513, ,           1.8,       16.8451, ,           1.8,      16.93163, ,           1.8,      16.97502, ,           1.8,      11.73813, ,           1.8,      12.87208, ,           1.8,      14.13818, ,           1.8,      14.29605, , 
            2,      15.05321, ,             2,      15.84348, ,             2,      11.13049, ,             2,       16.3232, ,             2,       16.5338, ,             2,      16.57153, ,             2,      16.75905, ,             2,      16.84018, ,             2,      16.88133, ,             2,      11.71034, ,             2,      12.85578, ,             2,      14.11011, ,             2,      14.26537, , 
          2.2,      15.00053, ,           2.2,       15.7728, ,           2.2,      11.08768, ,           2.2,      16.24135, ,           2.2,      16.44667, ,           2.2,      16.48256, ,           2.2,      16.66309, ,           2.2,      16.74235, ,           2.2,      16.78257, ,           2.2,      11.67404, ,           2.2,      12.83285, ,           2.2,      14.07478, ,           2.2,      14.22734, , 
          2.4,      14.94117, ,           2.4,      15.69513, ,           2.4,      11.03546, ,           2.4,      16.15244, ,           2.4,      16.35559, ,           2.4,      16.39093, ,           2.4,      16.56604, ,           2.4,      16.64148, ,           2.4,       16.6799, ,           2.4,      11.62931, ,           2.4,       12.8038, ,           2.4,      14.03301, ,           2.4,      14.18279, , 
          2.6,        14.876, ,           2.6,      15.61408, ,           2.6,      10.97308, ,           2.6,      16.06049, ,           2.6,      16.25915, ,           2.6,      16.29374, ,           2.6,      16.46381, ,           2.6,       16.5364, ,           2.6,      16.57337, ,           2.6,      11.57563, ,           2.6,       12.7686, ,           2.6,      13.98537, ,           2.6,       14.1324, , 
          2.8,      14.80618, ,           2.8,      15.52825, ,           2.8,      10.90022, ,           2.8,      15.96746, ,           2.8,      16.15916, ,           2.8,        16.193, ,           2.8,      16.36101, ,           2.8,      16.43357, ,           2.8,      16.47023, ,           2.8,      11.51291, ,           2.8,      12.72772, ,           2.8,      13.93223, ,           2.8,      14.07666, , 
            3,      14.73235, ,             3,      15.43961, ,             3,      10.81534, ,             3,      15.87076, ,             3,      16.06066, ,             3,      16.09388, ,             3,       16.2567, ,             3,      16.32593, ,             3,      16.36097, ,             3,       11.4401, ,             3,      12.68134, ,             3,      13.87421, ,             3,      14.01617, , 
          3.2,      14.65507, ,           3.2,      15.34799, ,           3.2,      10.71433, ,           3.2,      15.76995, ,           3.2,      15.95559, ,           3.2,      15.98814, ,           3.2,       16.1475, ,           3.2,      16.21511, ,           3.2,       16.2493, ,           3.2,      11.35445, ,           3.2,      12.62991, ,           3.2,      13.81199, ,           3.2,      13.95159, , 
          3.4,      14.57488, ,           3.4,      15.25396, ,           3.4,      10.59484, ,           3.4,      15.66689, ,           3.4,      15.84843, ,           3.4,      15.88036, ,           3.4,      16.03638, ,           3.4,      16.10246, ,           3.4,      16.13589, ,           3.4,      11.25439, ,           3.4,      12.57386, ,           3.4,      13.74589, ,           3.4,      13.88327, , 
          3.6,      14.49224, ,           3.6,      15.15809, ,           3.6,      10.44579, ,           3.6,      15.56195, ,           3.6,      15.73953, ,           3.6,      15.77087, ,           3.6,      15.92377, ,           3.6,       15.9884, ,           3.6,      16.02109, ,           3.6,      11.13204, ,           3.6,      12.51321, ,           3.6,       13.6762, ,           3.6,      13.81153, , 
          3.8,      14.40743, ,           3.8,      15.06071, ,           3.8,      10.22626, ,           3.8,      15.45553, ,           3.8,      15.62912, ,           3.8,      15.65986, ,           3.8,      15.80986, ,           3.8,      15.87326, ,           3.8,      15.90531, ,           3.8,      10.95827, ,           3.8,      12.44816, ,           3.8,      13.60315, ,           3.8,      13.73661, , 
            4,       14.3207, ,             4,      14.96182, ,             4,      9.239629, ,             4,      15.34806, ,             4,      15.51769, ,             4,      15.54775, ,             4,      15.69453, ,             4,      15.75661, ,             4,      15.78803, ,             4,      10.22016, ,             4,      12.37888, ,             4,      13.52697, ,             4,      13.65876, , 
          4.2,       14.2322, ,           4.2,      14.86163, ,           4.2,      8.613678, ,           4.2,      15.23974, ,           4.2,      15.40557, ,           4.2,      15.43497, ,           4.2,      15.57848, ,           4.2,      15.63918, ,           4.2,      15.66983, ,           4.2,      9.721458, ,           4.2,      12.30564, ,           4.2,      13.44793, ,           4.2,      13.57823, , 
          4.4,      14.14199, ,           4.4,      14.76028, ,           4.4,      8.186661, ,           4.4,       15.1307, ,           4.4,      15.29295, ,           4.4,       15.3217, ,           4.4,      15.46205, ,           4.4,      15.52139, ,           4.4,      15.55099, ,           4.4,      9.364568, ,           4.4,      12.22847, ,           4.4,      13.36629, ,           4.4,      13.49525, , 
          4.6,      14.05027, ,           4.6,        14.658, ,           4.6,      7.822564, ,           4.6,      15.02116, ,           4.6,      15.18002, ,           4.6,      15.20817, ,           4.6,      15.34549, ,           4.6,      15.40349, ,           4.6,      15.43244, ,           4.6,      9.050484, ,           4.6,      12.14744, ,           4.6,      13.28228, ,           4.6,      13.41003, , 
          4.8,      13.95702, ,           4.8,      14.55494, ,           4.8,      7.562782, ,           4.8,      14.91124, ,           4.8,       15.0669, ,           4.8,      15.09449, ,           4.8,      15.22736, ,           4.8,      15.28257, ,           4.8,      15.31016, ,           4.8,      8.817164, ,           4.8,      12.06264, ,           4.8,      13.19602, ,           4.8,      13.32268, , 
            5,      13.86227, ,             5,      14.45127, ,             5,      7.325301, ,             5,      14.80102, ,             5,       14.9537, ,             5,      14.98076, ,             5,      15.10821, ,             5,      15.15957, ,             5,       15.1856, ,             5,       8.59924, ,             5,      11.97378, ,             5,      13.10767, ,             5,      13.23332, , 
          5.2,      13.76586, ,           5.2,      14.34501, ,           5.2,      7.076204, ,           5.2,      14.68968, ,           5.2,      14.83807, ,           5.2,      14.86318, ,           5.2,      14.98451, ,           5.2,      15.03516, ,           5.2,      15.06081, ,           5.2,      8.368336, ,           5.2,      11.88069, ,           5.2,      13.01741, ,           5.2,       13.1421, , 
          5.4,      13.66807, ,           5.4,        14.241, ,           5.4,       6.93401, ,           5.4,      14.57911, ,           5.4,      14.72488, ,           5.4,      14.74991, ,           5.4,      14.86957, ,           5.4,      14.91883, ,           5.4,      14.94382, ,           5.4,      8.226978, ,           5.4,      11.78328, ,           5.4,      12.92518, ,           5.4,      13.04896, , 
          5.6,      13.56877, ,           5.6,      14.13285, ,           5.6,      6.774591, ,           5.6,      14.46493, ,           5.6,      14.60828, ,           5.6,        14.633, ,           5.6,      14.74945, ,           5.6,      14.79642, ,           5.6,      14.82033, ,           5.6,      8.069221, ,           5.6,      11.68116, ,           5.6,      12.83115, ,           5.6,      12.95408, , 
, , ,           5.8,       14.0273, , , , ,           5.8,      14.35014, ,           5.8,      14.49077, ,           5.8,      14.51577, ,           5.8,      14.62926, ,           5.8,      14.67425, ,           5.8,      14.69714, , , , , , , , , , , , , , 
, , ,             6,      13.91901, , , , ,             6,      14.24096, ,             6,      14.37942, ,             6,      14.40426, ,             6,      14.51575, ,             6,      14.55976, ,             6,      14.58216, , , , , , , , , , , , , , 
, , ,           6.2,      13.81029, , , , ,           6.2,      14.12762, ,           6.2,      14.26249, ,           6.2,      14.28719, ,           6.2,      14.39796, ,           6.2,      14.44212, ,           6.2,      14.46441, , , , , , , , , , , , , , 
, , ,           6.4,      13.70148, , , , ,           6.4,      14.01558, ,           6.4,         14.15, ,           6.4,      14.17459, ,           6.4,      14.28277, ,           6.4,      14.32515, ,           6.4,       14.3466, , , , , , , , , , , , , , 
, , ,           6.6,      13.59257, , , , ,           6.6,      13.90287, ,           6.6,      14.03556, ,           6.6,      14.05984, ,           6.6,      14.16656, ,           6.6,      14.20835, ,           6.6,      14.22945, , , , , , , , , , , , , , 
, , ,           6.8,      13.48388, , , , ,           6.8,      13.79053, ,           6.8,      13.92159, ,           6.8,      13.94568, ,           6.8,        14.051, ,           6.8,      14.09217, ,           6.8,      14.11297, , , , , , , , , , , , , , 
, , ,             7,      13.37549, , , , ,             7,       13.6787, ,             7,      13.80826, ,             7,      13.83216, ,             7,       13.9362, ,             7,      13.97677, ,             7,      13.99726, , , , , , , , , , , , , , 
, , ,           7.2,      13.26741, , , , ,           7.2,      13.56742, ,           7.2,      13.69559, ,           7.2,      13.71934, ,           7.2,      13.82219, ,           7.2,      13.86218, ,           7.2,      13.88239, , , , , , , , , , , , , , 
, , ,           7.4,      13.15958, , , , ,           7.4,      13.45655, ,           7.4,      13.58343, ,           7.4,      13.60697, ,           7.4,      13.70886, ,           7.4,      13.74851, ,           7.4,      13.76854, , , , , , , , , , , , , , 
, , ,           7.6,      13.05209, , , , ,           7.6,      13.34636, ,           7.6,      13.47198, ,           7.6,      13.49531, ,           7.6,      13.59622, ,           7.6,      13.63552, ,           7.6,      13.65537, , , , , , , , , , , , , , 
, , ,           7.8,      12.94501, , , , ,           7.8,      13.23691, ,           7.8,      13.36126, ,           7.8,      13.38455, ,           7.8,      13.48445, ,           7.8,      13.52323, ,           7.8,      13.54284, , , , , , , , , , , , , , 
, , ,             8,        12.838, , , , ,             8,      13.12789, ,             8,       13.2512, ,             8,       13.2743, ,             8,      13.37331, ,             8,      13.41172, ,             8,      13.43114, , , , , , , , , , , , , , 
, , ,           8.2,      12.73119, , , , ,           8.2,      13.01951, ,           8.2,      13.14192, ,           8.2,      13.16487, ,           8.2,      13.26304, ,           8.2,      13.30112, ,           8.2,      13.32038, , , , , , , , , , , , , , 
, , ,           8.4,      12.62436, , , , ,           8.4,      12.91159, ,           8.4,      13.03326, ,           8.4,      13.05608, ,           8.4,      13.15357, ,           8.4,      13.19137, ,           8.4,      13.21049, , , , , , , , , , , , , , 
, , ,           8.6,      12.51757, , , , ,           8.6,      12.80419, ,           8.6,      12.92525, ,           8.6,      12.94804, ,           8.6,      13.04496, ,           8.6,      13.08246, ,           8.6,      13.10142, , , , , , , , , , , , , , 
, , ,           8.8,       12.4104, , , , ,           8.8,      12.69707, ,           8.8,      12.81776, ,           8.8,      12.84049, ,           8.8,      12.93697, ,           8.8,      12.97427, ,           8.8,      12.99313, , , , , , , , , , , , , , 
, , ,             9,      12.30274, , , , ,             9,      12.59021, ,             9,      12.71077, ,             9,      12.73348, ,             9,      12.82965, ,             9,      12.86682, ,             9,      12.88561, , , , , , , , , , , , , , 
, , ,           9.2,       12.1942, , , , ,           9.2,      12.48343, ,           9.2,      12.60406, ,           9.2,      12.62686, ,           9.2,      12.72294, ,           9.2,      12.75998, ,           9.2,       12.7787, , , , , , , , , , , , , , 
, , ,           9.4,      12.08413, , , , ,           9.4,      12.37646, ,           9.4,      12.49753, ,           9.4,       12.5204, ,           9.4,      12.61662, ,           9.4,      12.65364, ,           9.4,      12.67235, , , , , , , , , , , , , , 
, , ,           9.6,      11.97166, , , , ,           9.6,      12.26897, ,           9.6,      12.39093, ,           9.6,      12.41397, ,           9.6,       12.5105, ,           9.6,      12.54761, ,           9.6,      12.56636, , , , , , , , , , , , , , 
, , ,           9.8,      11.85403, , , , ,           9.8,      12.16051, ,           9.8,      12.28392, ,           9.8,      12.30722, ,           9.8,      12.40445, ,           9.8,      12.44176, ,           9.8,      12.46061, , , , , , , , , , , , , , 
, , ,            10,      11.72418, , , , ,            10,      12.05027, ,            10,      12.17602, ,            10,       12.1998, ,            10,      12.29817, ,            10,      12.33576, ,            10,      12.35473, , , , , , , , , , , , , , 
, , ,          10.2,      11.56629, , , , ,          10.2,      11.93619, ,          10.2,       12.0664, ,          10.2,      12.09086, ,          10.2,      12.19102, ,          10.2,      12.22913, ,          10.2,      12.24836, , , , , , , , , , , , , , 
, , , , , , , , ,          10.4,      11.81141, ,          10.4,       11.9526, ,          10.4,      11.97886, ,          10.4,       12.0822, ,          10.4,      12.12118, ,          10.4,      12.14081, , , , , , , , , , , , , , 
, , , , , , , , , , , ,          10.6,      11.82751, ,          10.6,      11.85746, ,          10.6,      11.96974, ,          10.6,      12.01051, ,          10.6,      12.03083, , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , ,          10.8,      11.84374, ,          10.8,      11.88964, ,          10.8,      11.91229, , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , ,            11,      11.73585, ,            11,      11.76588, , , , , , , , , , , , , , 

