Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            1,     0.8282497, ,             1,     0.8282497, ,             1,     0.8282497, ,             1,     0.8282497, ,             1,     0.8282497, ,             1,     0.8282497, ,             1,     0.8282497, ,             1,     0.8282497, ,             1,     0.8282497, ,             1,     0.8282497, ,             1,     0.8282497, ,             1,     0.8282497, ,             1,     0.8282497, , 
          1.2,     0.8433208, ,           1.2,     0.8433208, ,           1.2,     0.8433208, ,           1.2,     0.8433208, ,           1.2,     0.8433208, ,           1.2,     0.8433208, ,           1.2,     0.8433208, ,           1.2,     0.8433208, ,           1.2,     0.8433208, ,           1.2,     0.8433208, ,           1.2,     0.8433208, ,           1.2,     0.8433208, ,           1.2,     0.8433208, , 
          1.4,     0.8583734, ,           1.4,     0.8583734, ,           1.4,     0.8583734, ,           1.4,     0.8583734, ,           1.4,     0.8583734, ,           1.4,     0.8583734, ,           1.4,     0.8583734, ,           1.4,     0.8583734, ,           1.4,     0.8583734, ,           1.4,     0.8583734, ,           1.4,     0.8583734, ,           1.4,     0.8583734, ,           1.4,     0.8583734, , 
          1.6,     0.8734073, ,           1.6,     0.8734073, ,           1.6,     0.8734073, ,           1.6,     0.8734073, ,           1.6,     0.8734073, ,           1.6,     0.8734073, ,           1.6,     0.8734073, ,           1.6,     0.8734073, ,           1.6,     0.8734073, ,           1.6,     0.8734073, ,           1.6,     0.8734073, ,           1.6,     0.8734073, ,           1.6,     0.8734073, , 
          1.8,     0.8884219, ,           1.8,     0.8884219, ,           1.8,     0.8884219, ,           1.8,     0.8884219, ,           1.8,     0.8884219, ,           1.8,     0.8884219, ,           1.8,     0.8884219, ,           1.8,     0.8884219, ,           1.8,     0.8884219, ,           1.8,     0.8884219, ,           1.8,     0.8884219, ,           1.8,     0.8884219, ,           1.8,     0.8884219, , 
            2,     0.9034169, ,             2,     0.9034169, ,             2,     0.9034169, ,             2,     0.9034169, ,             2,     0.9034169, ,             2,     0.9034169, ,             2,     0.9034169, ,             2,     0.9034169, ,             2,     0.9034169, ,             2,     0.9034169, ,             2,     0.9034169, ,             2,     0.9034169, ,             2,     0.9034169, , 
          2.2,     0.9183919, ,           2.2,     0.9183919, ,           2.2,     0.9183919, ,           2.2,     0.9183919, ,           2.2,     0.9183919, ,           2.2,     0.9183919, ,           2.2,     0.9183919, ,           2.2,     0.9183919, ,           2.2,     0.9183919, ,           2.2,     0.9183919, ,           2.2,     0.9183919, ,           2.2,     0.9183919, ,           2.2,     0.9183919, , 
          2.4,     0.9333465, ,           2.4,     0.9333465, ,           2.4,     0.9333465, ,           2.4,     0.9333465, ,           2.4,     0.9333465, ,           2.4,     0.9333465, ,           2.4,     0.9333465, ,           2.4,     0.9333465, ,           2.4,     0.9333465, ,           2.4,     0.9333465, ,           2.4,     0.9333465, ,           2.4,     0.9333465, ,           2.4,     0.9333465, , 
          2.6,     0.9482804, ,           2.6,     0.9482804, ,           2.6,     0.9482804, ,           2.6,     0.9482804, ,           2.6,     0.9482804, ,           2.6,     0.9482804, ,           2.6,     0.9482804, ,           2.6,     0.9482804, ,           2.6,     0.9482804, ,           2.6,     0.9482804, ,           2.6,     0.9482804, ,           2.6,     0.9482804, ,           2.6,     0.9482804, , 
          2.8,     0.9631932, ,           2.8,     0.9631932, ,           2.8,     0.9631932, ,           2.8,     0.9631932, ,           2.8,     0.9631932, ,           2.8,     0.9631932, ,           2.8,     0.9631932, ,           2.8,     0.9631932, ,           2.8,     0.9631932, ,           2.8,     0.9631932, ,           2.8,     0.9631932, ,           2.8,     0.9631932, ,           2.8,     0.9631932, , 
            3,     0.9780846, ,             3,     0.9780846, ,             3,     0.9780846, ,             3,     0.9780846, ,             3,     0.9780846, ,             3,     0.9780846, ,             3,     0.9780846, ,             3,     0.9780846, ,             3,     0.9780846, ,             3,     0.9780846, ,             3,     0.9780846, ,             3,     0.9780846, ,             3,     0.9780846, , 
          3.2,      0.992954, ,           3.2,      0.992954, ,           3.2,      0.992954, ,           3.2,      0.992954, ,           3.2,      0.992954, ,           3.2,      0.992954, ,           3.2,      0.992954, ,           3.2,      0.992954, ,           3.2,      0.992954, ,           3.2,      0.992954, ,           3.2,      0.992954, ,           3.2,      0.992954, ,           3.2,      0.992954, , 
          3.4,      1.007801, ,           3.4,      1.007801, ,           3.4,      1.007801, ,           3.4,      1.007801, ,           3.4,      1.007801, ,           3.4,      1.007801, ,           3.4,      1.007801, ,           3.4,      1.007801, ,           3.4,      1.007801, ,           3.4,      1.007801, ,           3.4,      1.007801, ,           3.4,      1.007801, ,           3.4,      1.007801, , 
          3.6,      1.022626, ,           3.6,      1.022626, ,           3.6,      1.022626, ,           3.6,      1.022626, ,           3.6,      1.022626, ,           3.6,      1.022626, ,           3.6,      1.022626, ,           3.6,      1.022626, ,           3.6,      1.022626, ,           3.6,      1.022626, ,           3.6,      1.022626, ,           3.6,      1.022626, ,           3.6,      1.022626, , 
          3.8,      1.037428, ,           3.8,      1.037428, ,           3.8,      1.037428, ,           3.8,      1.037428, ,           3.8,      1.037428, ,           3.8,      1.037428, ,           3.8,      1.037428, ,           3.8,      1.037428, ,           3.8,      1.037428, ,           3.8,      1.037428, ,           3.8,      1.037428, ,           3.8,      1.037428, ,           3.8,      1.037428, , 
            4,      1.052206, ,             4,      1.052206, ,             4,      1.052206, ,             4,      1.052206, ,             4,      1.052206, ,             4,      1.052206, ,             4,      1.052206, ,             4,      1.052206, ,             4,      1.052206, ,             4,      1.052206, ,             4,      1.052206, ,             4,      1.052206, ,             4,      1.052206, , 
          4.2,      1.066961, ,           4.2,      1.066961, ,           4.2,      1.066961, ,           4.2,      1.066961, ,           4.2,      1.066961, ,           4.2,      1.066961, ,           4.2,      1.066961, ,           4.2,      1.066961, ,           4.2,      1.066961, ,           4.2,      1.066961, ,           4.2,      1.066961, ,           4.2,      1.066961, ,           4.2,      1.066961, , 
          4.4,      1.081691, ,           4.4,      1.081691, ,           4.4,      1.081691, ,           4.4,      1.081691, ,           4.4,      1.081691, ,           4.4,      1.081691, ,           4.4,      1.081691, ,           4.4,      1.081691, ,           4.4,      1.081691, ,           4.4,      1.081691, ,           4.4,      1.081691, ,           4.4,      1.081691, ,           4.4,      1.081691, , 
          4.6,      1.096397, ,           4.6,      1.096397, ,           4.6,      1.096397, ,           4.6,      1.096397, ,           4.6,      1.096397, ,           4.6,      1.096397, ,           4.6,      1.096397, ,           4.6,      1.096397, ,           4.6,      1.096397, ,           4.6,      1.096397, ,           4.6,      1.096397, ,           4.6,      1.096397, ,           4.6,      1.096397, , 
          4.8,      1.111079, ,           4.8,      1.111079, ,           4.8,      1.111079, ,           4.8,      1.111079, ,           4.8,      1.111079, ,           4.8,      1.111079, ,           4.8,      1.111079, ,           4.8,      1.111079, ,           4.8,      1.111079, ,           4.8,      1.111079, ,           4.8,      1.111079, ,           4.8,      1.111079, ,           4.8,      1.111079, , 
            5,      1.125735, ,             5,      1.125735, ,             5,      1.125735, ,             5,      1.125735, ,             5,      1.125735, ,             5,      1.125735, ,             5,      1.125735, ,             5,      1.125735, ,             5,      1.125735, ,             5,      1.125735, ,             5,      1.125735, ,             5,      1.125735, ,             5,      1.125735, , 
          5.2,      1.140365, ,           5.2,      1.140365, ,           5.2,      1.140365, ,           5.2,      1.140365, ,           5.2,      1.140365, ,           5.2,      1.140365, ,           5.2,      1.140365, ,           5.2,      1.140365, ,           5.2,      1.140365, ,           5.2,      1.140365, ,           5.2,      1.140365, ,           5.2,      1.140365, ,           5.2,      1.140365, , 
          5.4,       1.15497, ,           5.4,       1.15497, ,           5.4,       1.15497, ,           5.4,       1.15497, ,           5.4,       1.15497, ,           5.4,       1.15497, ,           5.4,       1.15497, ,           5.4,       1.15497, ,           5.4,       1.15497, ,           5.4,       1.15497, ,           5.4,       1.15497, ,           5.4,       1.15497, ,           5.4,       1.15497, , 
          5.6,      1.169549, ,           5.6,      1.169549, ,           5.6,      1.169549, ,           5.6,      1.169549, ,           5.6,      1.169549, ,           5.6,      1.169549, ,           5.6,      1.169549, ,           5.6,      1.169549, ,           5.6,      1.169549, ,           5.6,      1.169549, ,           5.6,      1.169549, ,           5.6,      1.169549, ,           5.6,      1.169549, , 
, , ,           5.8,      1.184101, , , , ,           5.8,      1.184101, ,           5.8,      1.184101, ,           5.8,      1.184101, ,           5.8,      1.184101, ,           5.8,      1.184101, ,           5.8,      1.184101, , , , , , , , , , , , , , 
, , ,             6,      1.198626, , , , ,             6,      1.198626, ,             6,      1.198626, ,             6,      1.198626, ,             6,      1.198626, ,             6,      1.198626, ,             6,      1.198626, , , , , , , , , , , , , , 
, , ,           6.2,      1.213124, , , , ,           6.2,      1.213124, ,           6.2,      1.213124, ,           6.2,      1.213124, ,           6.2,      1.213124, ,           6.2,      1.213124, ,           6.2,      1.213124, , , , , , , , , , , , , , 
, , ,           6.4,      1.227594, , , , ,           6.4,      1.227594, ,           6.4,      1.227594, ,           6.4,      1.227594, ,           6.4,      1.227594, ,           6.4,      1.227594, ,           6.4,      1.227594, , , , , , , , , , , , , , 
, , ,           6.6,      1.242037, , , , ,           6.6,      1.242037, ,           6.6,      1.242037, ,           6.6,      1.242037, ,           6.6,      1.242037, ,           6.6,      1.242037, ,           6.6,      1.242037, , , , , , , , , , , , , , 
, , ,           6.8,      1.256451, , , , ,           6.8,      1.256451, ,           6.8,      1.256451, ,           6.8,      1.256451, ,           6.8,      1.256451, ,           6.8,      1.256451, ,           6.8,      1.256451, , , , , , , , , , , , , , 
, , ,             7,      1.270836, , , , ,             7,      1.270836, ,             7,      1.270836, ,             7,      1.270836, ,             7,      1.270836, ,             7,      1.270836, ,             7,      1.270836, , , , , , , , , , , , , , 
, , ,           7.2,      1.285192, , , , ,           7.2,      1.285192, ,           7.2,      1.285192, ,           7.2,      1.285192, ,           7.2,      1.285192, ,           7.2,      1.285192, ,           7.2,      1.285192, , , , , , , , , , , , , , 
, , ,           7.4,      1.299519, , , , ,           7.4,      1.299519, ,           7.4,      1.299519, ,           7.4,      1.299519, ,           7.4,      1.299519, ,           7.4,      1.299519, ,           7.4,      1.299519, , , , , , , , , , , , , , 
, , ,           7.6,      1.313816, , , , ,           7.6,      1.313816, ,           7.6,      1.313816, ,           7.6,      1.313816, ,           7.6,      1.313816, ,           7.6,      1.313816, ,           7.6,      1.313816, , , , , , , , , , , , , , 
, , ,           7.8,      1.328084, , , , ,           7.8,      1.328084, ,           7.8,      1.328084, ,           7.8,      1.328084, ,           7.8,      1.328084, ,           7.8,      1.328084, ,           7.8,      1.328084, , , , , , , , , , , , , , 
, , ,             8,      1.342321, , , , ,             8,      1.342321, ,             8,      1.342321, ,             8,      1.342321, ,             8,      1.342321, ,             8,      1.342321, ,             8,      1.342321, , , , , , , , , , , , , , 
, , ,           8.2,      1.356527, , , , ,           8.2,      1.356527, ,           8.2,      1.356527, ,           8.2,      1.356527, ,           8.2,      1.356527, ,           8.2,      1.356527, ,           8.2,      1.356527, , , , , , , , , , , , , , 
, , ,           8.4,      1.370702, , , , ,           8.4,      1.370702, ,           8.4,      1.370702, ,           8.4,      1.370702, ,           8.4,      1.370702, ,           8.4,      1.370702, ,           8.4,      1.370702, , , , , , , , , , , , , , 
, , ,           8.6,      1.384846, , , , ,           8.6,      1.384846, ,           8.6,      1.384846, ,           8.6,      1.384846, ,           8.6,      1.384846, ,           8.6,      1.384846, ,           8.6,      1.384846, , , , , , , , , , , , , , 
, , ,           8.8,      1.398959, , , , ,           8.8,      1.398959, ,           8.8,      1.398959, ,           8.8,      1.398959, ,           8.8,      1.398959, ,           8.8,      1.398959, ,           8.8,      1.398959, , , , , , , , , , , , , , 
, , ,             9,      1.413039, , , , ,             9,      1.413039, ,             9,      1.413039, ,             9,      1.413039, ,             9,      1.413039, ,             9,      1.413039, ,             9,      1.413039, , , , , , , , , , , , , , 
, , ,           9.2,      1.427087, , , , ,           9.2,      1.427087, ,           9.2,      1.427087, ,           9.2,      1.427087, ,           9.2,      1.427087, ,           9.2,      1.427087, ,           9.2,      1.427087, , , , , , , , , , , , , , 
, , ,           9.4,      1.441103, , , , ,           9.4,      1.441103, ,           9.4,      1.441103, ,           9.4,      1.441103, ,           9.4,      1.441103, ,           9.4,      1.441103, ,           9.4,      1.441103, , , , , , , , , , , , , , 
, , ,           9.6,      1.455085, , , , ,           9.6,      1.455085, ,           9.6,      1.455085, ,           9.6,      1.455085, ,           9.6,      1.455085, ,           9.6,      1.455085, ,           9.6,      1.455085, , , , , , , , , , , , , , 
, , ,           9.8,      1.469034, , , , ,           9.8,      1.469034, ,           9.8,      1.469034, ,           9.8,      1.469034, ,           9.8,      1.469034, ,           9.8,      1.469034, ,           9.8,      1.469034, , , , , , , , , , , , , , 
, , ,            10,       1.48295, , , , ,            10,       1.48295, ,            10,       1.48295, ,            10,       1.48295, ,            10,       1.48295, ,            10,       1.48295, ,            10,       1.48295, , , , , , , , , , , , , , 
, , ,          10.2,      1.496832, , , , ,          10.2,      1.496832, ,          10.2,      1.496832, ,          10.2,      1.496832, ,          10.2,      1.496832, ,          10.2,      1.496832, ,          10.2,      1.496832, , , , , , , , , , , , , , 
, , , , , , , , ,          10.4,       1.51068, ,          10.4,       1.51068, ,          10.4,       1.51068, ,          10.4,       1.51068, ,          10.4,       1.51068, ,          10.4,       1.51068, , , , , , , , , , , , , , 
, , , , , , , , , , , ,          10.6,      1.524493, ,          10.6,      1.524493, ,          10.6,      1.524493, ,          10.6,      1.524493, ,          10.6,      1.524493, , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , ,          10.8,      1.538271, ,          10.8,      1.538271, ,          10.8,      1.538271, , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , ,            11,      1.552015, ,            11,      1.552015, , , , , , , , , , , , , , 

