Alpha,T1-15.8 m/s-VLM2, , 
           -1,      9.802234, , 
         -0.8,      9.944183, , 
         -0.6,      10.05719, , 
         -0.4,       10.1541, , 
         -0.2,      10.23286, , 
            0,      10.29774, , 
          0.2,       10.3488, , 
          0.4,      10.38649, , 
          0.6,      10.41623, , 
          0.8,      10.43423, , 
            1,      10.44391, , 
          1.2,      10.44527, , 
          1.4,      10.43905, , 
          1.6,      10.42932, , 
          1.8,      10.40918, , 
            2,      10.38379, , 
          2.2,      10.35395, , 
          2.4,      10.32057, , 
          2.6,       10.2828, , 
          2.8,       10.2419, , 
            3,      10.19909, , 
          3.2,      10.15085, , 
          3.4,      10.10219, , 
          3.6,      10.04867, , 
          3.8,      9.993939, , 
            4,      9.936739, , 
          4.2,      9.878108, , 
          4.4,      9.818356, , 
          4.6,      9.757768, , 
          4.8,      9.696555, , 
            5,      9.634947, , 
          5.2,      9.571864, , 
          5.4,      9.507846, , 
          5.6,      9.445283, , 
          5.8,      9.381117, , 
            6,      9.317078, , 
          6.2,       9.25288, , 
          6.4,      9.188608, , 

