Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.6344059, ,            -1,     0.6344059, ,            -1,     0.6344059, ,            -1,     0.6344059, ,            -1,     0.6344059, ,            -1,     0.6344059, ,            -1,     0.6344059, ,            -1,     0.6344059, ,            -1,     0.6344059, , 
         -0.8,      0.648523, ,          -0.8,      0.648523, ,          -0.8,      0.648523, ,          -0.8,      0.648523, ,          -0.8,      0.648523, ,          -0.8,      0.648523, ,          -0.8,      0.648523, ,          -0.8,      0.648523, ,          -0.8,      0.648523, , 
         -0.6,     0.6626256, ,          -0.6,     0.6626256, ,          -0.6,     0.6626256, ,          -0.6,     0.6626256, ,          -0.6,     0.6626256, ,          -0.6,     0.6626256, ,          -0.6,     0.6626256, ,          -0.6,     0.6626256, ,          -0.6,     0.6626256, , 
         -0.4,     0.6767133, ,          -0.4,     0.6767133, ,          -0.4,     0.6767133, ,          -0.4,     0.6767133, ,          -0.4,     0.6767133, ,          -0.4,     0.6767133, ,          -0.4,     0.6767133, ,          -0.4,     0.6767133, ,          -0.4,     0.6767133, , 
         -0.2,     0.6907856, ,          -0.2,     0.6907856, ,          -0.2,     0.6907856, ,          -0.2,     0.6907856, ,          -0.2,     0.6907856, ,          -0.2,     0.6907856, ,          -0.2,     0.6907856, ,          -0.2,     0.6907856, ,          -0.2,     0.6907856, , 
            0,     0.7048422, ,             0,     0.7048422, ,             0,     0.7048422, ,             0,     0.7048422, ,             0,     0.7048422, ,             0,     0.7048422, ,             0,     0.7048422, ,             0,     0.7048422, ,             0,     0.7048422, , 
          0.2,     0.7188826, ,           0.2,     0.7188826, ,           0.2,     0.7188826, ,           0.2,     0.7188826, ,           0.2,     0.7188826, ,           0.2,     0.7188826, ,           0.2,     0.7188826, ,           0.2,     0.7188826, ,           0.2,     0.7188826, , 
          0.4,     0.7329066, ,           0.4,     0.7329066, ,           0.4,     0.7329066, ,           0.4,     0.7329066, ,           0.4,     0.7329066, ,           0.4,     0.7329066, ,           0.4,     0.7329066, ,           0.4,     0.7329066, ,           0.4,     0.7329066, , 
          0.6,     0.7469137, ,           0.6,     0.7469137, ,           0.6,     0.7469137, ,           0.6,     0.7469137, ,           0.6,     0.7469137, ,           0.6,     0.7469137, ,           0.6,     0.7469137, ,           0.6,     0.7469137, ,           0.6,     0.7469137, , 
          0.8,     0.7609035, ,           0.8,     0.7609035, ,           0.8,     0.7609035, ,           0.8,     0.7609035, ,           0.8,     0.7609035, ,           0.8,     0.7609035, ,           0.8,     0.7609035, ,           0.8,     0.7609035, ,           0.8,     0.7609035, , 
            1,     0.7748756, ,             1,     0.7748756, ,             1,     0.7748756, ,             1,     0.7748756, ,             1,     0.7748756, ,             1,     0.7748756, ,             1,     0.7748756, ,             1,     0.7748756, ,             1,     0.7748756, , 
          1.2,     0.7888297, ,           1.2,     0.7888297, ,           1.2,     0.7888297, ,           1.2,     0.7888297, ,           1.2,     0.7888297, ,           1.2,     0.7888297, ,           1.2,     0.7888297, ,           1.2,     0.7888297, ,           1.2,     0.7888297, , 
          1.4,     0.8027653, ,           1.4,     0.8027653, ,           1.4,     0.8027653, ,           1.4,     0.8027653, ,           1.4,     0.8027653, ,           1.4,     0.8027653, ,           1.4,     0.8027653, ,           1.4,     0.8027653, ,           1.4,     0.8027653, , 
          1.6,     0.8166821, ,           1.6,     0.8166821, ,           1.6,     0.8166821, ,           1.6,     0.8166821, ,           1.6,     0.8166821, ,           1.6,     0.8166821, ,           1.6,     0.8166821, ,           1.6,     0.8166821, ,           1.6,     0.8166821, , 
          1.8,     0.8305797, ,           1.8,     0.8305797, ,           1.8,     0.8305797, ,           1.8,     0.8305797, ,           1.8,     0.8305797, ,           1.8,     0.8305797, ,           1.8,     0.8305797, ,           1.8,     0.8305797, ,           1.8,     0.8305797, , 
            2,     0.8444577, ,             2,     0.8444577, ,             2,     0.8444577, ,             2,     0.8444577, ,             2,     0.8444577, ,             2,     0.8444577, ,             2,     0.8444577, ,             2,     0.8444577, ,             2,     0.8444577, , 
          2.2,     0.8583158, ,           2.2,     0.8583158, ,           2.2,     0.8583158, ,           2.2,     0.8583158, ,           2.2,     0.8583158, ,           2.2,     0.8583158, ,           2.2,     0.8583158, ,           2.2,     0.8583158, ,           2.2,     0.8583158, , 
          2.4,     0.8721535, ,           2.4,     0.8721535, ,           2.4,     0.8721535, ,           2.4,     0.8721535, ,           2.4,     0.8721535, ,           2.4,     0.8721535, ,           2.4,     0.8721535, ,           2.4,     0.8721535, ,           2.4,     0.8721535, , 
