Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,        8.8515, ,            -1,      8.716644, ,            -1,       8.61007, ,            -1,       8.54084, ,            -1,      8.433408, ,            -1,      8.361631, ,            -1,      9.834632, ,            -1,      9.355001, ,            -1,      9.018257, , 
         -0.8,      8.740262, ,          -0.8,      8.594364, ,          -0.8,       8.47912, ,          -0.8,      8.406881, ,          -0.8,      8.295078, ,          -0.8,      8.220856, ,          -0.8,      9.734418, ,          -0.8,      9.256171, ,          -0.8,      8.910791, , 
         -0.6,      8.634579, ,          -0.6,      8.475275, ,          -0.6,      8.353125, ,          -0.6,      8.277831, ,          -0.6,      8.162515, ,          -0.6,       8.08744, ,          -0.6,      9.643108, ,          -0.6,      9.165843, ,          -0.6,      8.810802, , 
         -0.4,      8.532979, ,          -0.4,      8.359256, ,          -0.4,      8.232039, ,          -0.4,      8.154315, ,          -0.4,      8.036505, ,          -0.4,      7.960289, ,          -0.4,      9.559876, ,          -0.4,      9.083663, ,          -0.4,      8.718027, , 
         -0.2,      8.435211, ,          -0.2,      8.247488, ,          -0.2,      8.115902, ,          -0.2,      8.036802, ,          -0.2,      7.916246, ,          -0.2,       7.83883, ,          -0.2,      9.484336, ,          -0.2,      9.009289, ,          -0.2,       8.63248, , 
            0,      8.341159, ,             0,      8.139827, ,             0,       8.00547, ,             0,      7.924324, ,             0,      7.801396, ,             0,      7.723934, ,             0,      9.416494, ,             0,      8.942392, ,             0,      8.554441, , 
          0.2,      8.251319, ,           0.2,      8.037067, ,           0.2,      7.900106, ,           0.2,      7.817174, ,           0.2,      7.696812, ,           0.2,      7.622641, ,           0.2,      9.355373, ,           0.2,      8.882586, ,           0.2,      8.484157, , 
          0.4,      8.167245, ,           0.4,      7.939319, ,           0.4,      7.799386, ,           0.4,       7.71591, ,           0.4,      7.603457, ,           0.4,      7.537953, ,           0.4,      9.301189, ,           0.4,      8.829473, ,           0.4,      8.421821, , 
          0.6,      8.092458, ,           0.6,      7.849493, ,           0.6,      7.706989, ,           0.6,      7.628959, ,           0.6,      7.527907, ,           0.6,      7.467484, ,           0.6,      9.252817, ,           0.6,      8.782673, ,           0.6,      8.367467, , 
          0.8,      8.029132, ,           0.8,      7.775147, ,           0.8,      7.631597, ,           0.8,      7.557105, ,           0.8,      7.466415, ,           0.8,      7.411457, ,           0.8,      9.210477, ,           0.8,      8.741786, ,           0.8,      8.320699, , 
            1,      7.977279, ,             1,      7.706982, ,             1,      7.567902, ,             1,      7.491466, ,             1,      7.407058, ,             1,      7.360369, ,             1,      9.172752, ,             1,      8.706481, ,             1,      8.280972, , 
          1.2,      7.935865, ,           1.2,      7.652135, ,           1.2,      7.510788, ,           1.2,      7.442299, ,           1.2,      7.359264, ,           1.2,      7.311489, ,           1.2,      9.139729, ,           1.2,      8.676289, ,           1.2,      8.247577, , 
          1.4,       7.90278, ,           1.4,      7.614215, ,           1.4,      7.461185, ,           1.4,      7.391847, ,           1.4,      7.315219, ,           1.4,      7.270955, ,           1.4,      9.111606, ,           1.4,      8.650825, ,           1.4,      8.219903, , 
          1.6,      7.876147, ,           1.6,      7.584855, ,           1.6,      7.428616, ,           1.6,      7.353147, ,           1.6,      7.279996, ,           1.6,      7.241502, ,           1.6,      9.087936, ,           1.6,      8.629811, ,           1.6,      8.197423, , 
          1.8,      7.855954, ,           1.8,      7.560651, ,           1.8,      7.406014, ,           1.8,      7.329855, ,           1.8,      7.258612, ,           1.8,       7.22082, ,           1.8,      9.068829, ,           1.8,       8.61288, ,           1.8,      8.179599, , 
            2,      7.840887, ,             2,      7.546295, ,             2,      7.387584, ,             2,      7.314353, ,             2,      7.241193, ,             2,      7.201733, ,             2,      9.052831, ,             2,      8.599787, ,             2,      8.166022, , 
          2.2,      7.830512, ,           2.2,      7.535143, ,           2.2,      7.377506, ,           2.2,      7.299433, ,           2.2,      7.229391, ,           2.2,      7.194393, ,           2.2,      9.041404, ,           2.2,      8.590313, ,           2.2,      8.156378, , 
          2.4,      7.824404, ,           2.4,      7.530374, ,           2.4,      7.371084, ,           2.4,      7.293621, ,           2.4,      7.226221, ,           2.4,      7.192252, ,           2.4,      9.033175, ,           2.4,      8.584291, ,           2.4,        8.1505, , 
