Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      14.90291, ,            -1,      16.05743, ,            -1,      16.75736, ,            -1,       17.1207, ,            -1,       17.4133, ,            -1,      17.54738, ,            -1,       11.3366, ,            -1,      12.40589, ,            -1,      13.71015, , 
         -0.8,      15.04813, ,          -0.8,      16.17715, ,          -0.8,      16.86498, ,          -0.8,      17.21197, ,          -0.8,      17.48254, ,          -0.8,      17.61023, ,          -0.8,      11.44437, ,          -0.8,      12.52811, ,          -0.8,      13.84871, , 
         -0.6,      15.16889, ,          -0.6,      16.28053, ,          -0.6,      16.94691, ,          -0.6,      17.29038, ,          -0.6,      17.55783, ,          -0.6,      17.67995, ,          -0.6,       11.5423, ,          -0.6,      12.63773, ,          -0.6,       13.9716, , 
         -0.4,      15.26789, ,          -0.4,      16.35661, ,          -0.4,       17.0116, ,          -0.4,      17.35158, ,          -0.4,      17.61687, ,          -0.4,      17.73663, ,          -0.4,      11.62947, ,          -0.4,      12.73505, ,          -0.4,      14.07879, , 
         -0.2,      15.34837, ,          -0.2,      16.40846, ,          -0.2,      17.05605, ,          -0.2,      17.39318, ,          -0.2,      17.65308, ,          -0.2,      17.76962, ,          -0.2,      11.70545, ,          -0.2,      12.82038, ,          -0.2,      14.17153, , 
            0,      15.41281, ,             0,      16.44525, ,             0,      17.08166, ,             0,      17.41212, ,             0,      17.66692, ,             0,      17.78079, ,             0,      11.77092, ,             0,      12.89436, ,             0,      14.25089, , 
          0.2,       15.4628, ,           0.2,      16.47069, ,           0.2,      17.09253, ,           0.2,      17.41653, ,           0.2,       17.6667, ,           0.2,      17.77811, ,           0.2,      11.82617, ,           0.2,      12.95741, ,           0.2,      14.31745, , 
          0.4,      15.49946, ,           0.4,      16.48401, ,           0.4,      17.09078, ,           0.4,      17.40762, ,           0.4,      17.65035, ,           0.4,      17.75675, ,           0.4,      11.87178, ,           0.4,      13.01009, ,           0.4,      14.37093, , 
          0.6,      15.52309, ,           0.6,      16.48698, ,           0.6,      17.07813, ,           0.6,      17.38711, ,           0.6,      17.61928, ,           0.6,      17.71818, ,           0.6,      11.90798, ,           0.6,      13.05256, ,           0.6,      14.41182, , 
          0.8,      15.53312, ,           0.8,      16.47122, ,           0.8,      17.04571, ,           0.8,      17.34215, ,           0.8,      17.56307, ,           0.8,      17.65888, ,           0.8,      11.93428, ,           0.8,      13.08525, ,           0.8,       14.4411, , 
