Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            2,      3.997601, ,             2,      3.929103, ,             2,      3.804088, ,             2,      3.721953, ,             2,      5.473708, ,             2,      5.326094, ,             2,      3.695772, ,             2,      3.650563, ,             2,      3.642702, ,             2,      3.625995, ,             2,      3.603237, ,             2,      3.585954, ,             2,      3.577288, ,             2,      3.572726, ,             2,      5.077322, ,             2,      4.650728, ,             2,      4.421371, ,             2,      4.254045, ,             2,       4.20953, , 
          2.2,      4.010954, ,           2.2,      3.943663, ,           2.2,      3.820885, ,           2.2,      3.740004, ,           2.2,      5.492537, ,           2.2,      5.342852, ,           2.2,      3.714198, ,           2.2,      3.669619, ,           2.2,      3.661857, ,           2.2,      3.645362, ,           2.2,      3.623009, ,           2.2,      3.606057, ,           2.2,        3.5976, ,           2.2,      3.593226, ,           2.2,      5.090585, ,           2.2,      4.658578, ,           2.2,      4.430531, ,           2.2,      4.264172, ,           2.2,      4.220198, , 
          2.4,       4.02591, ,           2.4,      3.959667, ,           2.4,      3.838933, ,           2.4,       3.75931, ,           2.4,      5.515789, ,           2.4,      5.363632, ,           2.4,      3.733845, ,           2.4,      3.689806, ,           2.4,      3.682129, ,           2.4,      3.665816, ,           2.4,      3.643366, ,           2.4,      3.626272, ,           2.4,      3.617777, ,           2.4,      3.613446, ,           2.4,      5.107196, ,           2.4,      4.668685, ,           2.4,      4.441833, ,           2.4,      4.276354, ,           2.4,      4.232845, , 
          2.6,      4.042505, ,           2.6,      3.976938, ,           2.6,      3.858023, ,           2.6,      3.779707, ,           2.6,      5.544161, ,           2.6,      5.388965, ,           2.6,      3.754573, ,           2.6,      3.710749, ,           2.6,      3.702974, ,           2.6,      3.686452, ,           2.6,      3.664997, ,           2.6,      3.648909, ,           2.6,      3.640807, ,           2.6,      3.636476, ,           2.6,      5.127403, ,           2.6,      4.680848, ,           2.6,      4.455106, ,           2.6,      4.290445, ,           2.6,       4.24737, , 
          2.8,      4.060839, ,           2.8,      3.996048, ,           2.8,       3.87871, ,           2.8,      3.801522, ,           2.8,      5.577566, ,           2.8,      5.418788, ,           2.8,      3.776484, ,           2.8,      3.733223, ,           2.8,      3.725802, ,           2.8,      3.710033, ,           2.8,      3.688921, ,           2.8,       3.67296, ,           2.8,      3.664919, ,           2.8,      3.660616, ,           2.8,      5.151183, ,           2.8,      4.695096, ,           2.8,      4.470282, ,           2.8,      4.306308, ,           2.8,      4.263656, , 
            3,      4.080675, ,             3,      4.016453, ,             3,      3.900938, ,             3,      3.824911, ,             3,      5.616952, ,             3,      5.453862, ,             3,      3.799984, ,             3,      3.756773, ,             3,      3.749364, ,             3,      3.733619, ,             3,      3.713158, ,             3,      3.697811, ,             3,      3.690043, ,             3,      3.685818, ,             3,      5.178987, ,             3,      4.711374, ,             3,      4.487265, ,             3,      4.323814, ,             3,      4.281569, , 
          3.2,      4.101922, ,           3.2,      4.038419, ,           3.2,      3.923725, ,           3.2,       3.84885, ,           3.2,      5.662698, ,           3.2,      5.494477, ,           3.2,      3.824276, ,           3.2,      3.781533, ,           3.2,      3.774183, ,           3.2,      3.758565, ,           3.2,      3.738525, ,           3.2,      3.723547, ,           3.2,       3.71597, ,           3.2,      3.711857, ,           3.2,      5.210943, ,           3.2,      4.729565, ,           3.2,      4.505972, ,           3.2,      4.342907, ,           3.2,      4.301029, , 
          3.4,      4.124369, ,           3.4,      4.061586, ,           3.4,      3.947788, ,           3.4,      3.872528, ,           3.4,       5.71606, ,           3.4,      5.541649, ,           3.4,      3.848573, ,           3.4,      3.807132, ,           3.4,      3.799845, ,           3.4,       3.78436, ,           3.4,      3.763939, ,           3.4,      3.748562, ,           3.4,      3.740857, ,           3.4,       3.73681, ,           3.4,      5.247674, ,           3.4,      4.749642, ,           3.4,      4.526297, ,           3.4,      4.363422, ,           3.4,      4.321868, , 
          3.6,      4.147913, ,           3.6,      4.085803, ,           3.6,      3.972731, ,           3.6,      3.898025, ,           3.6,      5.781633, ,           3.6,      5.599103, ,           3.6,       3.87384, ,           3.6,      3.831948, ,           3.6,        3.8247, ,           3.6,      3.809298, ,           3.6,      3.789614, ,           3.6,      3.774917, ,           3.6,      3.767521, ,           3.6,      3.763576, ,           3.6,      5.291429, ,           3.6,      4.771503, ,           3.6,      4.548137, ,           3.6,      4.385257, ,           3.6,      4.343988, , 
          3.8,      4.172414, ,           3.8,      4.110905, ,           3.8,      3.998557, ,           3.8,      3.924346, ,           3.8,      5.862456, ,           3.8,      5.669304, ,           3.8,      3.900394, ,           3.8,       3.85888, ,           3.8,      3.851674, ,           3.8,      3.836361, ,           3.8,      3.816838, ,           3.8,      3.802273, ,           3.8,      3.794955, ,           3.8,      3.791076, ,           3.8,      5.343705, ,           3.8,      4.795092, ,           3.8,      4.571425, ,           3.8,      4.408336, ,           3.8,      4.367302, , 
            4,      4.197767, ,             4,      4.136801, ,             4,      4.025144, ,             4,      3.951428, ,             4,      5.971212, ,             4,      5.762583, ,             4,      3.927678, ,             4,      3.886499, ,             4,      3.879337, ,             4,      3.864118, ,             4,       3.84473, ,             4,      3.830266, ,             4,      3.822997, ,             4,      3.819137, ,             4,      5.410862, ,             4,      4.820409, ,             4,      4.596132, ,             4,      4.432607, ,             4,      4.391747, , 
          4.2,      4.223941, ,           4.2,      4.163388, ,           4.2,      4.052405, ,           4.2,      3.979204, ,           4.2,      6.382754, ,           4.2,      6.102814, ,           4.2,      3.955633, ,           4.2,      3.914739, ,           4.2,      3.907617, ,           4.2,      3.892484, ,           4.2,      3.873232, ,           4.2,      3.858876, ,           4.2,      3.851659, ,           4.2,      3.847824, ,           4.2,      5.630682, ,           4.2,      4.847473, ,           4.2,      4.622241, ,           4.2,      4.458029, ,           4.2,      4.417289, , 
          4.4,      4.250851, ,           4.4,      4.190545, ,           4.4,      4.080251, ,           4.4,      4.007591, ,           4.4,      7.068401, ,           4.4,      6.666866, ,           4.4,      3.984195, ,           4.4,      3.943584, ,           4.4,      3.936501, ,           4.4,      3.921447, ,           4.4,      3.902285, ,           4.4,      3.887994, ,           4.4,      3.880812, ,           4.4,         3.877, ,           4.4,      5.989126, ,           4.4,      4.876215, ,           4.4,      4.649692, ,           4.4,      4.484548, ,           4.4,      4.443867, , 
          4.6,      4.278479, ,           4.6,      4.218391, ,           4.6,      4.108718, ,           4.6,       4.03654, ,           4.6,      7.506733, ,           4.6,      7.029896, ,           4.6,      4.013313, ,           4.6,       3.97299, ,           4.6,      3.965949, ,           4.6,      3.950988, ,           4.6,      3.931926, ,           4.6,      3.917706, ,           4.6,      3.910555, ,           4.6,       3.90675, ,           4.6,      6.224618, ,           4.6,      4.906649, ,           4.6,      4.678485, ,           4.6,      4.512153, ,           4.6,      4.471465, , 
          4.8,      4.306835, ,           4.8,      4.246923, ,           4.8,      4.137779, ,           4.8,      4.066028, ,           4.8,       7.86454, ,           4.8,      7.327724, ,           4.8,       4.04295, ,           4.8,      4.002894, ,           4.8,      3.995899, ,           4.8,      3.981034, ,           4.8,      3.962096, ,           4.8,      3.947968, ,           4.8,      3.940869, ,           4.8,      3.937101, ,           4.8,      6.420727, ,           4.8,      4.938849, ,           4.8,      4.708628, ,           4.8,      4.540807, ,           4.8,      4.500054, , 
            5,      4.335894, ,             5,      4.276104, ,             5,      4.167398, ,             5,      4.096014, ,             5,      8.219631, ,             5,      7.623773, ,             5,      4.073066, ,             5,       4.03325, ,             5,      4.026296, ,             5,      4.011519, ,             5,       3.99271, ,             5,      3.978683, ,             5,      3.971724, ,             5,      3.968196, ,             5,      6.616526, ,             5,      4.972794, ,             5,      4.740076, ,             5,      4.570444, ,             5,      4.529576, , 
          5.2,       4.36563, ,           5.2,       4.30592, ,           5.2,      4.197562, ,           5.2,      4.126486, ,           5.2,      8.510165, ,           5.2,      7.867584, ,           5.2,      4.103653, ,           5.2,      4.064039, ,           5.2,      4.057118, ,           5.2,      4.042411, ,           5.2,      4.023733, ,           5.2,      4.009812, ,           5.2,      4.002899, ,           5.2,      3.999382, ,           5.2,      6.780907, ,           5.2,      5.008609, ,           5.2,      4.772897, ,           5.2,      4.601093, ,           5.2,      4.560049, , 
          5.4,      4.396069, ,           5.4,       4.33637, ,           5.4,      4.228256, ,           5.4,      4.157435, ,           5.4,      8.752569, ,           5.4,      8.072553, ,           5.4,      4.134695, ,           5.4,      4.095245, ,           5.4,       4.08835, ,           5.4,      4.073697, ,           5.4,      4.055521, ,           5.4,      4.042065, ,           5.4,      4.035371, ,           5.4,      4.031946, ,           5.4,      6.922165, ,           5.4,      5.046449, ,           5.4,      4.807145, ,           5.4,      4.632734, ,           5.4,      4.591464, , 
          5.6,      4.427172, ,           5.6,      4.367414, ,           5.6,      4.259449, ,           5.6,      4.188833, ,           5.6,      9.089567, ,           5.6,      8.355245, ,           5.6,      4.166164, ,           5.6,      4.126842, ,           5.6,      4.119967, ,           5.6,      4.105356, ,           5.6,      4.087958, ,           5.6,      4.075233, ,           5.6,      4.068811, ,           5.6,      4.065354, ,           5.6,       7.11234, ,           5.6,      5.086385, ,           5.6,       4.84283, ,           5.6,      4.665336, ,           5.6,      4.623788, , 
          5.8,      4.459052, ,           5.8,      4.399043, ,           5.8,       4.29111, ,           5.8,      4.220669, ,           5.8,      9.271223, ,           5.8,      8.511555, ,           5.8,      4.198055, ,           5.8,      4.158831, ,           5.8,       4.15197, ,           5.8,       4.13739, ,           5.8,      4.120054, ,           5.8,      4.107378, ,           5.8,      4.100983, ,           5.8,      4.097543, ,           5.8,      7.225403, ,           5.8,      5.128694, ,           5.8,      4.880138, ,           5.8,      4.699015, ,           5.8,      4.657143, , 

