Alpha,T1-15.8 m/s-VLM2, , 
           -1,      14.12085, , 
         -0.8,      14.23789, , 
         -0.6,      14.33524, , 
         -0.4,       14.4102, , 
         -0.2,      14.47137, , 
            0,      14.51692, , 
          0.2,      14.54413, , 
          0.4,      14.55331, , 
          0.6,      14.54892, , 
          0.8,      14.53367, , 
            1,      14.50982, , 
          1.2,      14.47929, , 
          1.4,      14.44442, , 
          1.6,      14.40086, , 
          1.8,      14.35074, , 
            2,        14.299, , 
          2.2,      14.23701, , 
          2.4,      14.16996, , 
          2.6,      14.09879, , 
          2.8,      14.02439, , 
            3,      13.94726, , 
          3.2,      13.86793, , 
          3.4,      13.78451, , 
          3.6,      13.69793, , 
          3.8,      13.61244, , 
            4,       13.5231, , 
          4.2,       13.4323, , 
          4.4,      13.34022, , 
          4.6,      13.24723, , 
          4.8,      13.15366, , 
            5,      13.05982, , 
          5.2,      12.96568, , 
          5.4,      12.87139, , 
          5.6,      12.77701, , 
          5.8,      12.68263, , 
            6,      12.58832, , 
          6.2,      12.49415, , 

