Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,     0.6606503, ,            -1,     0.6606503, ,            -1,     0.6606503, ,            -1,     0.6606503, ,            -1,     0.6606503, ,            -1,     0.6606503, ,            -1,     0.6606503, ,            -1,     0.6606503, ,            -1,     0.6606503, ,            -1,     0.6606503, ,            -1,     0.6606503, ,            -1,     0.6606503, ,            -1,     0.6606503, , 
         -0.8,     0.6607653, ,          -0.8,     0.6607653, ,          -0.8,     0.6607653, ,          -0.8,     0.6607653, ,          -0.8,     0.6607653, ,          -0.8,     0.6607653, ,          -0.8,     0.6607653, ,          -0.8,     0.6607653, ,          -0.8,     0.6607653, ,          -0.8,     0.6607653, ,          -0.8,     0.6607653, ,          -0.8,     0.6607653, ,          -0.8,     0.6607653, , 
         -0.6,     0.6608678, ,          -0.6,     0.6608678, ,          -0.6,     0.6608678, ,          -0.6,     0.6608678, ,          -0.6,     0.6608678, ,          -0.6,     0.6608678, ,          -0.6,     0.6608678, ,          -0.6,     0.6608678, ,          -0.6,     0.6608678, ,          -0.6,     0.6608678, ,          -0.6,     0.6608678, ,          -0.6,     0.6608678, ,          -0.6,     0.6608678, , 
         -0.4,     0.6609591, ,          -0.4,     0.6609591, ,          -0.4,     0.6609591, ,          -0.4,     0.6609591, ,          -0.4,     0.6609591, ,          -0.4,     0.6609591, ,          -0.4,     0.6609591, ,          -0.4,     0.6609591, ,          -0.4,     0.6609591, ,          -0.4,     0.6609591, ,          -0.4,     0.6609591, ,          -0.4,     0.6609591, ,          -0.4,     0.6609591, , 
         -0.2,     0.6610399, ,          -0.2,     0.6610399, ,          -0.2,     0.6610399, ,          -0.2,     0.6610399, ,          -0.2,     0.6610399, ,          -0.2,     0.6610399, ,          -0.2,     0.6610399, ,          -0.2,     0.6610399, ,          -0.2,     0.6610399, ,          -0.2,     0.6610399, ,          -0.2,     0.6610399, ,          -0.2,     0.6610399, ,          -0.2,     0.6610399, , 
            0,     0.6611113, ,             0,     0.6611113, ,             0,     0.6611113, ,             0,     0.6611113, ,             0,     0.6611113, ,             0,     0.6611113, ,             0,     0.6611113, ,             0,     0.6611113, ,             0,     0.6611113, ,             0,     0.6611113, ,             0,     0.6611113, ,             0,     0.6611113, ,             0,     0.6611113, , 
          0.2,     0.6611739, ,           0.2,     0.6611739, ,           0.2,     0.6611739, ,           0.2,     0.6611739, ,           0.2,     0.6611739, ,           0.2,     0.6611739, ,           0.2,     0.6611739, ,           0.2,     0.6611739, ,           0.2,     0.6611739, ,           0.2,     0.6611739, ,           0.2,     0.6611739, ,           0.2,     0.6611739, ,           0.2,     0.6611739, , 
          0.4,     0.6612286, ,           0.4,     0.6612286, ,           0.4,     0.6612286, ,           0.4,     0.6612286, ,           0.4,     0.6612286, ,           0.4,     0.6612286, ,           0.4,     0.6612286, ,           0.4,     0.6612286, ,           0.4,     0.6612286, ,           0.4,     0.6612286, ,           0.4,     0.6612286, ,           0.4,     0.6612286, ,           0.4,     0.6612286, , 
          0.6,     0.6612759, ,           0.6,     0.6612759, ,           0.6,     0.6612759, ,           0.6,     0.6612759, ,           0.6,     0.6612759, ,           0.6,     0.6612759, ,           0.6,     0.6612759, ,           0.6,     0.6612759, ,           0.6,     0.6612759, ,           0.6,     0.6612759, ,           0.6,     0.6612759, ,           0.6,     0.6612759, ,           0.6,     0.6612759, , 
          0.8,     0.6613166, ,           0.8,     0.6613166, ,           0.8,     0.6613166, ,           0.8,     0.6613166, ,           0.8,     0.6613166, ,           0.8,     0.6613166, ,           0.8,     0.6613166, ,           0.8,     0.6613166, ,           0.8,     0.6613166, ,           0.8,     0.6613166, ,           0.8,     0.6613166, ,           0.8,     0.6613166, ,           0.8,     0.6613166, , 
