Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      3.753224, ,            -1,      3.530015, ,            -1,      4.370787, , 
         -0.8,      3.724161, ,          -0.8,      3.505386, ,          -0.8,       4.32778, , 
         -0.6,      3.699961, ,          -0.6,      3.487493, ,          -0.6,      4.290389, , 
         -0.4,      3.682509, ,          -0.4,      3.477697, ,          -0.4,      4.258222, , 
         -0.2,      3.667787, ,          -0.2,      3.470389, ,          -0.2,       4.23107, , 
            0,      3.659709, ,             0,      3.466023, ,             0,      4.208229, , 
          0.2,      3.655335, ,           0.2,       3.46384, ,           0.2,      4.189302, , 
          0.4,      3.653898, ,           0.4,      3.465735, ,           0.4,      4.174026, , 
          0.6,       3.65419, ,           0.6,      3.470046, ,           0.6,      4.162335, , 
          0.8,      3.656671, ,           0.8,       3.47663, ,           0.8,      4.153963, , 
            1,      3.661916, ,             1,      3.486499, ,             1,      4.148736, , 
          1.2,      3.669201, ,           1.2,      3.497921, ,           1.2,      4.146482, , 
          1.4,      3.677512, ,           1.4,        3.5113, ,           1.4,      4.146986, , 
          1.6,      3.689155, ,           1.6,      3.526013, ,           1.6,      4.150166, , 
          1.8,      3.702634, ,           1.8,      3.540311, ,           1.8,      4.155854, , 
            2,      3.717639, ,             2,      3.557776, ,             2,      4.163834, , 
          2.2,      3.733943, ,           2.2,      3.576321, ,           2.2,      4.173978, , 
          2.4,      3.752086, ,           2.4,       3.59683, ,           2.4,      4.186131, , 
          2.6,      3.771551, ,           2.6,      3.618041, ,           2.6,      4.200142, , 
          2.8,      3.791133, ,           2.8,       3.63877, ,           2.8,      4.215864, , 
            3,      3.813067, ,             3,      3.662049, ,             3,      4.233256, , 
          3.2,      3.835661, ,           3.2,      3.686315, ,           3.2,      4.252129, , 
          3.4,      3.859257, ,           3.4,      3.710736, ,           3.4,      4.272362, , 
          3.6,      3.883725, ,           3.6,      3.736433, ,           3.6,      4.293888, , 
          3.8,      3.908967, ,           3.8,      3.762824, ,           3.8,      4.316662, , 
            4,      3.934846, ,             4,      3.789861, ,             4,      4.340613, , 
          4.2,      3.961383, ,           4.2,      3.817531, ,           4.2,      4.365726, , 
          4.4,      3.988563, ,           4.4,      3.845776, ,           4.4,      4.391956, , 
          4.6,      4.016354, ,           4.6,      3.874512, ,           4.6,      4.419273, , 
          4.8,      4.044741, ,           4.8,      3.903716, ,           4.8,      4.447641, , 
            5,      4.073692, ,             5,      3.933357, ,             5,      4.477019, , 
          5.2,      4.103189, ,           5.2,      3.963416, ,           5.2,      4.507431, , 
          5.4,      4.133189, ,           5.4,      3.993879, ,           5.4,      4.538854, , 
          5.6,      4.164276, ,           5.6,       4.02574, ,           5.6,       4.57133, , 

