Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      9.393304, ,            -1,      9.256725, ,            -1,      9.685579, , 
         -0.8,      9.282071, ,          -0.8,      9.128687, ,          -0.8,      9.574243, , 
         -0.6,      9.173427, ,          -0.6,      9.004085, ,          -0.6,      9.470115, , 
         -0.4,      9.064239, ,          -0.4,       8.88311, ,          -0.4,      9.372802, , 
         -0.2,      8.958281, ,          -0.2,      8.766849, ,          -0.2,      9.282099, , 
            0,      8.855044, ,             0,      8.655382, ,             0,      9.197851, , 
          0.2,      8.754515, ,           0.2,      8.548743, ,           0.2,      9.119925, , 
          0.4,      8.658313, ,           0.4,      8.447249, ,           0.4,      9.048401, , 
          0.6,      8.565668, ,           0.6,      8.350315, ,           0.6,      8.983467, , 
          0.8,      8.477222, ,           0.8,       8.25809, ,           0.8,      8.925368, , 
            1,      8.393212, ,             1,      8.170808, ,             1,      8.874206, , 
          1.2,       8.31728, ,           1.2,       8.09716, ,           1.2,      8.829987, , 
          1.4,      8.250579, ,           1.4,      8.031893, ,           1.4,      8.792401, , 
          1.6,      8.191998, ,           1.6,      7.978095, ,           1.6,      8.760962, , 
          1.8,      8.149366, ,           1.8,      7.934915, ,           1.8,      8.735129, , 
            2,      8.116103, ,             2,      7.892104, ,             2,      8.714442, , 
          2.2,      8.090477, ,           2.2,      7.865764, ,           2.2,      8.698381, , 
          2.4,      8.073957, ,           2.4,      7.844566, ,           2.4,      8.686539, , 
          2.6,      8.061858, ,           2.6,      7.828573, ,           2.6,      8.678594, , 
          2.8,      8.057368, ,           2.8,      7.824444, ,           2.8,      8.674172, , 
            3,      8.055741, ,             3,      7.820518, ,             3,       8.67312, , 
          3.2,      8.058722, ,           3.2,      7.827224, ,           3.2,      8.675243, , 
          3.4,      8.064321, ,           3.4,       7.83173, ,           3.4,       8.68039, , 
          3.6,      8.075935, ,           3.6,      7.842923, ,           3.6,      8.688368, , 
          3.8,      8.090478, ,           3.8,      7.860423, ,           3.8,      8.698945, , 
            4,      8.105953, ,             4,      7.880885, ,             4,      8.712009, , 
          4.2,      8.125953, ,           4.2,      7.902845, ,           4.2,      8.727368, , 
          4.4,       8.14878, ,           4.4,      7.925545, ,           4.4,      8.744893, , 
          4.6,      8.172055, ,           4.6,      7.950424, ,           4.6,      8.764593, , 
          4.8,      8.199254, ,           4.8,      7.981924, ,           4.8,      8.786344, , 
            5,      8.228585, ,             5,      8.015267, ,             5,      8.809918, , 
          5.2,      8.258185, ,           5.2,      8.048115, ,           5.2,      8.835266, , 
          5.4,      8.290906, ,           5.4,      8.081809, ,           5.4,       8.86235, , 
          5.6,      8.326094, ,           5.6,      8.121501, ,           5.6,      8.891098, , 
          5.8,       8.36147, ,           5.8,      8.158276, ,           5.8,      8.921477, , 
            6,      8.399897, ,             6,      8.199099, ,             6,      8.953366, , 
          6.2,      8.438351, ,           6.2,      8.241778, ,           6.2,      8.986674, , 
          6.4,      8.478828, ,           6.4,      8.282456, ,           6.4,      9.021311, , 
          6.6,      8.520462, ,           6.6,      8.326867, ,           6.6,      9.057215, , 
          6.8,      8.563886, ,           6.8,      8.371635, ,           6.8,      9.094333, , 
            7,      8.608746, ,             7,      8.418646, ,             7,       9.13263, , 
          7.2,      8.652795, ,           7.2,      8.464758, ,           7.2,      9.172072, , 
          7.4,       8.69842, ,           7.4,      8.513531, ,           7.4,      9.212653, , 
          7.6,      8.745274, ,           7.6,      8.560547, ,           7.6,      9.254205, , 
          7.8,      8.792994, ,           7.8,      8.610588, ,           7.8,      9.296768, , 
            8,      8.842217, ,             8,      8.660702, ,             8,       9.34026, , 
          8.2,      8.891104, ,           8.2,      8.711022, ,           8.2,      9.384648, , 
          8.4,      8.942125, ,           8.4,      8.763444, ,           8.4,      9.429861, , 
          8.6,      8.992111, ,           8.6,      8.814791, ,           8.6,      9.475844, , 
          8.8,      9.043489, ,           8.8,      8.868776, ,           8.8,      9.522635, , 
            9,      9.095431, ,             9,      8.923376, ,             9,      9.570142, , 
          9.2,      9.148002, ,           9.2,      8.976087, ,           9.2,      9.618379, , 
          9.4,      9.201029, ,           9.4,      9.029669, ,           9.4,      9.667306, , 
          9.6,      9.254523, ,           9.6,      9.084592, ,           9.6,      9.716921, , 
          9.8,      9.308416, ,           9.8,      9.139886, ,           9.8,      9.767144, , 
           10,      9.362604, ,            10,      9.195512, ,            10,      9.817984, , 
         10.2,      9.417121, ,          10.2,      9.251447, ,          10.2,      9.869361, , 
         10.4,      9.471928, ,          10.4,      9.307653, ,          10.4,      9.921318, , 
         10.6,      9.527826, ,          10.6,      9.365513, ,          10.6,      9.973748, , 
         10.8,      9.583078, ,          10.8,      9.422229, ,          10.8,       10.0267, , 
           11,      9.638588, ,            11,      9.479208, ,            11,      10.08012, , 
         11.2,      9.695766, ,          11.2,      9.537736, ,          11.2,        10.134, , 
         11.4,      9.751925, ,          11.4,      9.595072, ,          11.4,      10.18831, , 
         11.6,      9.808927, ,          11.6,      9.654479, ,          11.6,      10.24298, , 
         11.8,      9.866308, ,          11.8,      9.712046, ,          11.8,      10.29803, , 
           12,       9.92396, ,            12,      9.771909, ,            12,      10.35342, , 

