Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.5789879, , 
         -0.8,     0.5788329, , 
         -0.6,     0.5786703, , 
         -0.4,     0.5785003, , 
         -0.2,     0.5783234, , 
            0,     0.5781399, , 
          0.2,     0.5779501, , 
          0.4,     0.5777542, , 
          0.6,     0.5775526, , 
          0.8,     0.5773454, , 
            1,     0.5771328, , 
          1.2,     0.5769151, , 
          1.4,     0.5766925, , 
          1.6,      0.576465, , 
          1.8,     0.5762329, , 
            2,     0.5759963, , 
          2.2,     0.5757553, , 
          2.4,     0.5755101, , 
          2.6,     0.5752608, , 
          2.8,     0.5750075, , 
            3,     0.5747504, , 
          3.2,     0.5744894, , 
          3.4,     0.5742247, , 
          3.6,     0.5739565, , 
          3.8,     0.5736847, , 
            4,     0.5734095, , 
          4.2,     0.5731309, , 
          4.4,      0.572849, , 
          4.6,     0.5725639, , 
          4.8,     0.5722757, , 
            5,     0.5719844, , 
          5.2,     0.5716901, , 
          5.4,     0.5713928, , 
          5.6,     0.5710927, , 
          5.8,     0.5707897, , 
            6,     0.5704839, , 
          6.2,     0.5701754, , 
          6.4,     0.5698642, , 
          6.6,     0.5695504, , 
          6.8,      0.569234, , 
            7,     0.5689151, , 
          7.2,     0.5685938, , 
          7.4,       0.56827, , 
          7.6,     0.5679438, , 
          7.8,     0.5676152, , 
            8,     0.5672844, , 
          8.2,     0.5669514, , 
          8.4,     0.5666161, , 
          8.6,     0.5662787, , 
          8.8,     0.5659391, , 
            9,     0.5655975, , 
          9.2,     0.5652539, , 
          9.4,     0.5649082, , 

