Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      4.436416, ,            -1,      4.140845, ,            -1,      3.982647, ,            -1,      3.908606, ,            -1,      3.848031, ,            -1,      3.819739, ,            -1,      5.657726, ,            -1,      5.215499, ,            -1,      4.774298, , 
         -0.8,       4.39375, ,          -0.8,      4.104597, ,          -0.8,      3.951302, ,          -0.8,      3.878224, ,          -0.8,      3.820788, ,          -0.8,      3.793731, ,          -0.8,      5.605739, ,          -0.8,      5.167065, ,          -0.8,       4.72819, , 
         -0.6,      4.357153, ,          -0.6,      4.076788, ,          -0.6,      3.927265, ,          -0.6,      3.855694, ,          -0.6,      3.798489, ,          -0.6,      3.772002, ,          -0.6,      5.559719, ,          -0.6,       5.12448, ,          -0.6,      4.687917, , 
         -0.4,      4.326082, ,          -0.4,      4.055375, ,          -0.4,       3.91061, ,          -0.4,      3.840776, ,          -0.4,      3.784141, ,          -0.4,       3.75797, ,          -0.4,      5.519584, ,          -0.4,       5.08724, ,          -0.4,      4.653201, , 
         -0.2,      4.299935, ,          -0.2,      4.038846, ,          -0.2,       3.89666, ,          -0.2,      3.826724, ,          -0.2,      3.772969, ,          -0.2,      3.749128, ,          -0.2,      5.484657, ,          -0.2,      5.054995, ,          -0.2,      4.623532, , 
            0,      4.278978, ,             0,      4.026356, ,             0,      3.887405, ,             0,      3.820293, ,             0,      3.770516, ,             0,      3.748445, ,             0,      5.454895, ,             0,      5.027309, ,             0,      4.598702, , 
          0.2,      4.263615, ,           0.2,      4.017804, ,           0.2,      3.883354, ,           0.2,      3.818587, ,           0.2,      3.770514, ,           0.2,      3.749099, ,           0.2,      5.429506, ,           0.2,      5.004033, ,           0.2,      4.578498, , 
          0.4,      4.253797, ,           0.4,      4.013211, ,           0.4,      3.885853, ,           0.4,      3.822606, ,           0.4,      3.775859, ,           0.4,      3.755271, ,           0.4,      5.408799, ,           0.4,      4.984793, ,           0.4,      4.562318, , 
          0.6,      4.248084, ,           0.6,      4.013871, ,           0.6,       3.88713, ,           0.6,      3.827406, ,           0.6,      3.779783, ,           0.6,      3.757798, ,           0.6,      5.391477, ,           0.6,        4.9693, ,           0.6,       4.54975, , 
          0.8,      4.245611, ,           0.8,      4.017793, ,           0.8,      3.892785, ,           0.8,      3.831891, ,           0.8,      3.785854, ,           0.8,      3.765414, ,           0.8,      5.378434, ,           0.8,      4.957298, ,           0.8,      4.540592, , 
            1,       4.24592, ,             1,      4.024395, ,             1,      3.901862, ,             1,      3.841446, ,             1,      3.795924, ,             1,      3.775883, ,             1,      5.368926, ,             1,      4.948573, ,             1,      4.534747, , 
          1.2,      4.248777, ,           1.2,      4.033169, ,           1.2,      3.912709, ,           1.2,      3.852729, ,           1.2,      3.807958, ,           1.2,      3.788323, ,           1.2,      5.362864, ,           1.2,      4.942929, ,           1.2,      4.531862, , 
          1.4,      4.254026, ,           1.4,      4.043743, ,           1.4,      3.925026, ,           1.4,       3.86602, ,           1.4,      3.822284, ,           1.4,      3.803406, ,           1.4,      5.360112, ,           1.4,      4.940204, ,           1.4,      4.531821, , 
          1.6,      4.261566, ,           1.6,      4.055324, ,           1.6,      3.938971, ,           1.6,      3.881087, ,           1.6,      3.838943, ,           1.6,      3.821242, ,           1.6,      5.360456, ,           1.6,      4.940239, ,           1.6,      4.534458, , 
          1.8,      4.271573, ,           1.8,      4.069245, ,           1.8,      3.954749, ,           1.8,      3.898971, ,           1.8,      3.858721, ,           1.8,      3.841221, ,           1.8,      5.363927, ,           1.8,      4.942975, ,           1.8,      4.539737, , 
            2,      4.283705, ,             2,      4.085019, ,             2,      3.973025, ,             2,      3.918083, ,             2,      3.878666, ,             2,      3.862009, ,             2,      5.370189, ,             2,      4.948168, ,             2,      4.547472, , 
          2.2,      4.297999, ,           2.2,        4.1014, ,           2.2,      3.992893, ,           2.2,      3.938889, ,           2.2,      3.899889, ,           2.2,      3.883315, ,           2.2,      5.379463, ,           2.2,      4.955776, ,           2.2,      4.557552, , 
          2.4,      4.314046, ,           2.4,      4.120501, ,           2.4,      4.012685, ,           2.4,      3.960794, ,           2.4,      3.921171, ,           2.4,      3.903675, ,           2.4,      5.393253, ,           2.4,       4.96567, ,           2.4,      4.569776, , 
          2.6,      4.331632, ,           2.6,      4.141104, ,           2.6,      4.034159, ,           2.6,      3.981707, ,           2.6,      3.943017, ,           2.6,      3.926192, ,           2.6,      5.410602, ,           2.6,      4.977716, ,           2.6,      4.583962, , 
          2.8,      4.350553, ,           2.8,      4.162995, ,           2.8,      4.057528, ,           2.8,      4.005721, ,           2.8,      3.967134, ,           2.8,       3.95019, ,           2.8,      5.431053, ,           2.8,      4.991862, ,           2.8,      4.600001, , 
            3,      4.370804, ,             3,      4.185986, ,             3,      4.081967, ,             3,       4.03073, ,             3,      3.992215, ,             3,      3.975134, ,             3,      5.454874, ,             3,       5.00796, ,             3,      4.617801, , 
