Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.6540707, ,            -1,     0.6540707, ,            -1,     0.6540707, ,            -1,     0.6540707, ,            -1,     0.6540707, , 
         -0.8,     0.6541584, ,          -0.8,     0.6541584, ,          -0.8,     0.6541584, ,          -0.8,     0.6541584, ,          -0.8,     0.6541584, , 
         -0.6,     0.6542341, ,          -0.6,     0.6542341, ,          -0.6,     0.6542341, ,          -0.6,     0.6542341, ,          -0.6,     0.6542341, , 
         -0.4,     0.6542987, ,          -0.4,     0.6542987, ,          -0.4,     0.6542987, ,          -0.4,     0.6542987, ,          -0.4,     0.6542987, , 
         -0.2,     0.6543532, ,          -0.2,     0.6543532, ,          -0.2,     0.6543532, ,          -0.2,     0.6543532, ,          -0.2,     0.6543532, , 
            0,     0.6543984, ,             0,     0.6543984, ,             0,     0.6543984, ,             0,     0.6543984, ,             0,     0.6543984, , 
          0.2,      0.654435, ,           0.2,      0.654435, ,           0.2,      0.654435, ,           0.2,      0.654435, ,           0.2,      0.654435, , 
          0.4,     0.6544637, ,           0.4,     0.6544637, ,           0.4,     0.6544637, ,           0.4,     0.6544637, ,           0.4,     0.6544637, , 
          0.6,     0.6544852, ,           0.6,     0.6544852, ,           0.6,     0.6544852, ,           0.6,     0.6544852, ,           0.6,     0.6544852, , 
          0.8,     0.6545001, ,           0.8,     0.6545001, ,           0.8,     0.6545001, ,           0.8,     0.6545001, ,           0.8,     0.6545001, , 
            1,     0.6545088, ,             1,     0.6545088, ,             1,     0.6545088, ,             1,     0.6545088, ,             1,     0.6545088, , 
          1.2,     0.6545119, ,           1.2,     0.6545119, ,           1.2,     0.6545119, ,           1.2,     0.6545119, ,           1.2,     0.6545119, , 
          1.4,     0.6545098, ,           1.4,     0.6545098, ,           1.4,     0.6545098, ,           1.4,     0.6545098, ,           1.4,     0.6545098, , 
          1.6,      0.654503, ,           1.6,      0.654503, ,           1.6,      0.654503, ,           1.6,      0.654503, ,           1.6,      0.654503, , 
          1.8,     0.6544917, ,           1.8,     0.6544917, ,           1.8,     0.6544917, ,           1.8,     0.6544917, ,           1.8,     0.6544917, , 
            2,     0.6544764, ,             2,     0.6544764, ,             2,     0.6544764, ,             2,     0.6544764, ,             2,     0.6544764, , 
          2.2,     0.6544574, ,           2.2,     0.6544574, ,           2.2,     0.6544574, ,           2.2,     0.6544574, ,           2.2,     0.6544574, , 
          2.4,      0.654435, ,           2.4,      0.654435, ,           2.4,      0.654435, ,           2.4,      0.654435, ,           2.4,      0.654435, , 
          2.6,     0.6544095, ,           2.6,     0.6544095, ,           2.6,     0.6544095, ,           2.6,     0.6544095, ,           2.6,     0.6544095, , 
          2.8,     0.6543812, ,           2.8,     0.6543812, ,           2.8,     0.6543812, ,           2.8,     0.6543812, ,           2.8,     0.6543812, , 
            3,     0.6543502, ,             3,     0.6543502, ,             3,     0.6543502, ,             3,     0.6543502, ,             3,     0.6543502, , 
          3.2,     0.6543169, ,           3.2,     0.6543169, ,           3.2,     0.6543169, ,           3.2,     0.6543169, ,           3.2,     0.6543169, , 
          3.4,     0.6542815, ,           3.4,     0.6542815, ,           3.4,     0.6542815, ,           3.4,     0.6542815, ,           3.4,     0.6542815, , 
          3.6,     0.6542441, ,           3.6,     0.6542441, ,           3.6,     0.6542441, ,           3.6,     0.6542441, ,           3.6,     0.6542441, , 
          3.8,     0.6542049, ,           3.8,     0.6542049, ,           3.8,     0.6542049, ,           3.8,     0.6542049, ,           3.8,     0.6542049, , 
            4,     0.6541642, ,             4,     0.6541642, ,             4,     0.6541642, ,             4,     0.6541642, ,             4,     0.6541642, , 
          4.2,     0.6541221, ,           4.2,     0.6541221, ,           4.2,     0.6541221, ,           4.2,     0.6541221, ,           4.2,     0.6541221, , 
          4.4,     0.6540787, ,           4.4,     0.6540787, ,           4.4,     0.6540787, ,           4.4,     0.6540787, ,           4.4,     0.6540787, , 
          4.6,     0.6540343, ,           4.6,     0.6540343, ,           4.6,     0.6540343, ,           4.6,     0.6540343, ,           4.6,     0.6540343, , 
          4.8,     0.6539889, ,           4.8,     0.6539889, ,           4.8,     0.6539889, ,           4.8,     0.6539889, ,           4.8,     0.6539889, , 
            5,     0.6539428, ,             5,     0.6539428, ,             5,     0.6539428, ,             5,     0.6539428, ,             5,     0.6539428, , 
          5.2,     0.6538959, ,           5.2,     0.6538959, ,           5.2,     0.6538959, ,           5.2,     0.6538959, ,           5.2,     0.6538959, , 
          5.4,     0.6538485, ,           5.4,     0.6538485, ,           5.4,     0.6538485, ,           5.4,     0.6538485, ,           5.4,     0.6538485, , 
          5.6,     0.6538007, ,           5.6,     0.6538007, ,           5.6,     0.6538007, ,           5.6,     0.6538007, ,           5.6,     0.6538007, , 
          5.8,     0.6537526, ,           5.8,     0.6537526, ,           5.8,     0.6537526, ,           5.8,     0.6537526, ,           5.8,     0.6537526, , 
            6,     0.6537042, ,             6,     0.6537042, ,             6,     0.6537042, ,             6,     0.6537042, ,             6,     0.6537042, , 

