Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,       5.88479, ,            -1,      5.583816, ,            -1,      5.432584, ,            -1,      5.359816, ,            -1,      5.285044, ,            -1,      5.244221, ,            -1,      7.116814, ,            -1,      6.653914, ,            -1,      6.214326, , 
         -0.8,      5.817685, ,          -0.8,      5.513505, ,          -0.8,      5.353753, ,          -0.8,      5.279248, ,          -0.8,      5.208079, ,          -0.8,      5.170517, ,          -0.8,      7.051874, ,          -0.8,      6.592417, ,          -0.8,      6.151552, , 
         -0.6,      5.760972, ,          -0.6,      5.455206, ,          -0.6,      5.290646, ,          -0.6,      5.214128, ,          -0.6,      5.144241, ,          -0.6,      5.107993, ,          -0.6,      6.993497, ,          -0.6,      6.537845, ,          -0.6,      6.096559, , 
         -0.4,      5.713082, ,          -0.4,       5.40827, ,          -0.4,      5.243737, ,          -0.4,       5.16616, ,          -0.4,      5.097189, ,          -0.4,      5.061845, ,          -0.4,      6.942029, ,          -0.4,      6.489727, ,          -0.4,       6.04867, , 
         -0.2,      5.672206, ,          -0.2,      5.370138, ,          -0.2,      5.208876, ,          -0.2,      5.132303, ,          -0.2,      5.063351, ,          -0.2,       5.02908, ,          -0.2,      6.896677, ,          -0.2,      6.447636, ,          -0.2,      6.007325, , 
            0,      5.637835, ,             0,      5.339819, ,             0,       5.18066, ,             0,      5.105306, ,             0,      5.038951, ,             0,      5.005837, ,             0,      6.856965, ,             0,      6.411113, ,             0,      5.971943, , 
          0.2,      5.609489, ,           0.2,      5.318411, ,           0.2,       5.16107, ,           0.2,      5.085017, ,           0.2,      5.021999, ,           0.2,      4.991818, ,           0.2,      6.822877, ,           0.2,      6.379728, ,           0.2,      5.941993, , 
          0.4,      5.586462, ,           0.4,      5.299633, ,           0.4,      5.148343, ,           0.4,       5.07446, ,           0.4,      5.011362, ,           0.4,      4.980933, ,           0.4,      6.793389, ,           0.4,      6.353078, ,           0.4,      5.916944, , 
          0.6,      5.567943, ,           0.6,      5.288043, ,           0.6,      5.136438, ,           0.6,      5.063001, ,           0.6,      5.001724, ,           0.6,      4.972793, ,           0.6,      6.768423, ,           0.6,      6.330964, ,           0.6,      5.896461, , 
          0.8,      5.553919, ,           0.8,      5.280849, ,           0.8,      5.130966, ,           0.8,      5.058933, ,           0.8,      5.002556, ,           0.8,      4.976308, ,           0.8,      6.748465, ,           0.8,      6.313015, ,           0.8,      5.880346, , 
            1,      5.544546, ,             1,      5.277631, ,             1,      5.131894, ,             1,      5.062103, ,             1,      5.007512, ,             1,      4.981989, ,             1,      6.732009, ,             1,      6.298937, ,             1,      5.868238, , 
          1.2,      5.539933, ,           1.2,       5.27755, ,           1.2,      5.137439, ,           1.2,      5.068896, ,           1.2,      5.015314, ,           1.2,      4.990481, ,           1.2,      6.719636, ,           1.2,      6.288522, ,           1.2,      5.859783, , 
          1.4,      5.539139, ,           1.4,      5.282922, ,           1.4,      5.144704, ,           1.4,      5.078991, ,           1.4,      5.024939, ,           1.4,      4.999281, ,           1.4,       6.71055, ,           1.4,      6.281492, ,           1.4,      5.854788, , 
          1.6,      5.541506, ,           1.6,      5.291716, ,           1.6,      5.155614, ,           1.6,      5.089132, ,           1.6,      5.036183, ,           1.6,      5.011819, ,           1.6,      6.705097, ,           1.6,       6.27776, ,           1.6,      5.853199, , 
          1.8,      5.546786, ,           1.8,      5.303302, ,           1.8,      5.169834, ,           1.8,      5.103827, ,           1.8,      5.052175, ,           1.8,      5.028913, ,           1.8,       6.70267, ,           1.8,      6.277086, ,           1.8,      5.854664, , 
            2,      5.554923, ,             2,      5.317141, ,             2,      5.186026, ,             2,      5.120624, ,             2,      5.070817, ,             2,       5.04897, ,             2,      6.703503, ,             2,      6.279265, ,             2,      5.859006, , 
          2.2,      5.566027, ,           2.2,      5.333767, ,           2.2,       5.20424, ,           2.2,      5.140904, ,           2.2,      5.093061, ,           2.2,      5.071543, ,           2.2,      6.707216, ,           2.2,      6.284118, ,           2.2,      5.865992, , 
          2.4,      5.579772, ,           2.4,      5.352132, ,           2.4,      5.225522, ,           2.4,      5.163091, ,           2.4,      5.116662, ,           2.4,       5.09653, ,           2.4,      6.713723, ,           2.4,      6.291508, ,           2.4,      5.875608, , 
          2.6,      5.596212, ,           2.6,      5.371598, ,           2.6,      5.248817, ,           2.6,      5.187529, ,           2.6,       5.14304, ,           2.6,      5.124407, ,           2.6,       6.72287, ,           2.6,      6.301286, ,           2.6,      5.887704, , 
          2.8,        5.6152, ,           2.8,      5.394724, ,           2.8,      5.272847, ,           2.8,      5.214927, ,           2.8,      5.171635, ,           2.8,      5.152432, ,           2.8,      6.734369, ,           2.8,      6.313392, ,           2.8,      5.902128, , 
