Alpha,T1-15.8 m/s-VLM2, , 
           -1,      7.368816, , 
         -0.8,      7.497668, , 
         -0.6,      7.625257, , 
         -0.4,      7.750804, , 
         -0.2,      7.870931, , 
            0,      7.976198, , 
          0.2,      8.071407, , 
          0.4,      8.150358, , 
          0.6,      8.211837, , 
          0.8,      8.262038, , 
            1,      8.299331, , 
          1.2,      8.327697, , 
          1.4,      8.348459, , 
          1.6,      8.362087, , 
          1.8,      8.371659, , 
            2,      8.374161, , 
          2.2,      8.370805, , 
          2.4,      8.361825, , 
          2.6,      8.350309, , 
          2.8,      8.335512, , 
            3,      8.315694, , 
          3.2,      8.292913, , 
          3.4,      8.266653, , 
          3.6,      8.237544, , 
          3.8,        8.2064, , 
            4,      8.174252, , 
          4.2,      8.138375, , 
          4.4,      8.101685, , 
          4.6,      8.062802, , 
          4.8,      8.022597, , 
            5,      7.981506, , 
          5.2,      7.938728, , 
          5.4,      7.894689, , 
          5.6,      7.851896, , 
          5.8,      7.807454, , 
            6,      7.762261, , 
          6.2,      7.716596, , 
          6.4,      7.670555, , 
          6.6,      7.624396, , 
          6.8,      7.577374, , 
            7,      7.531197, , 
          7.2,      7.483439, , 
          7.4,      7.436625, , 
          7.6,      7.389192, , 
          7.8,      7.341748, , 
            8,      7.294427, , 
          8.2,      7.247199, , 
          8.4,       7.20021, , 
          8.6,      7.153475, , 
          8.8,      7.106388, , 
            9,      7.060323, , 
          9.2,      7.013381, , 
          9.4,      6.967806, , 

