Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.5528006, ,            -1,     0.5528006, ,            -1,     0.5528006, , 
         -0.8,     0.5647615, ,          -0.8,     0.5647615, ,          -0.8,     0.5647615, , 
         -0.6,     0.5767084, ,          -0.6,     0.5767084, ,          -0.6,     0.5767084, , 
         -0.4,     0.5886408, ,          -0.4,     0.5886408, ,          -0.4,     0.5886408, , 
         -0.2,     0.6005583, ,          -0.2,     0.6005583, ,          -0.2,     0.6005583, , 
            0,     0.6124606, ,             0,     0.6124606, ,             0,     0.6124606, , 
          0.2,     0.6243472, ,           0.2,     0.6243472, ,           0.2,     0.6243472, , 
          0.4,     0.6362179, ,           0.4,     0.6362179, ,           0.4,     0.6362179, , 
          0.6,     0.6480722, ,           0.6,     0.6480722, ,           0.6,     0.6480722, , 
          0.8,     0.6599098, ,           0.8,     0.6599098, ,           0.8,     0.6599098, , 
            1,     0.6717302, ,             1,     0.6717302, ,             1,     0.6717302, , 
          1.2,     0.6835332, ,           1.2,     0.6835332, ,           1.2,     0.6835332, , 
          1.4,     0.6953183, ,           1.4,     0.6953183, ,           1.4,     0.6953183, , 
          1.6,     0.7070851, ,           1.6,     0.7070851, ,           1.6,     0.7070851, , 
          1.8,     0.7188334, ,           1.8,     0.7188334, ,           1.8,     0.7188334, , 
            2,     0.7305627, ,             2,     0.7305627, ,             2,     0.7305627, , 
          2.2,     0.7422728, ,           2.2,     0.7422728, ,           2.2,     0.7422728, , 
          2.4,     0.7539631, ,           2.4,     0.7539631, ,           2.4,     0.7539631, , 
          2.6,     0.7656333, ,           2.6,     0.7656333, ,           2.6,     0.7656333, , 
          2.8,     0.7772832, ,           2.8,     0.7772832, ,           2.8,     0.7772832, , 
            3,     0.7889123, ,             3,     0.7889123, ,             3,     0.7889123, , 
          3.2,     0.8005203, ,           3.2,     0.8005203, ,           3.2,     0.8005203, , 
          3.4,     0.8121067, ,           3.4,     0.8121067, ,           3.4,     0.8121067, , 
          3.6,     0.8236714, ,           3.6,     0.8236714, ,           3.6,     0.8236714, , 
          3.8,     0.8352139, ,           3.8,     0.8352139, ,           3.8,     0.8352139, , 
            4,     0.8467338, ,             4,     0.8467338, ,             4,     0.8467338, , 
          4.2,     0.8582308, ,           4.2,     0.8582308, ,           4.2,     0.8582308, , 
          4.4,     0.8697046, ,           4.4,     0.8697046, ,           4.4,     0.8697046, , 
          4.6,     0.8811548, ,           4.6,     0.8811548, ,           4.6,     0.8811548, , 
          4.8,     0.8925811, ,           4.8,     0.8925811, ,           4.8,     0.8925811, , 
            5,     0.9039831, ,             5,     0.9039831, ,             5,     0.9039831, , 
          5.2,     0.9153604, ,           5.2,     0.9153604, ,           5.2,     0.9153604, , 
          5.4,     0.9267129, ,           5.4,     0.9267129, ,           5.4,     0.9267129, , 
          5.6,       0.93804, ,           5.6,       0.93804, ,           5.6,       0.93804, , 
          5.8,     0.9493415, ,           5.8,     0.9493415, ,           5.8,     0.9493415, , 
            6,     0.9606171, ,             6,     0.9606171, ,             6,     0.9606171, , 
          6.2,     0.9718663, ,           6.2,     0.9718663, ,           6.2,     0.9718663, , 
          6.4,      0.983089, ,           6.4,      0.983089, ,           6.4,      0.983089, , 
          6.6,     0.9942847, ,           6.6,     0.9942847, ,           6.6,     0.9942847, , 
          6.8,      1.005453, ,           6.8,      1.005453, ,           6.8,      1.005453, , 
            7,      1.016594, ,             7,      1.016594, ,             7,      1.016594, , 

