Alpha,T1-15.8 m/s-VLM2, , 
           -5,     0.5644526, , 
         -4.8,     0.5641839, , 
         -4.6,     0.5639077, , 
         -4.4,     0.5636242, , 
         -4.2,     0.5633338, , 
           -4,     0.5630366, , 
         -3.8,     0.5627328, , 
         -3.6,     0.5624226, , 
         -3.4,     0.5621063, , 
         -3.2,      0.561784, , 
           -3,     0.5614559, , 
         -2.8,      0.561122, , 
         -2.6,     0.5607827, , 
         -2.4,      0.560438, , 
         -2.2,      0.560088, , 
           -2,      0.559733, , 
         -1.8,     0.5593729, , 
         -1.6,     0.5590079, , 
         -1.4,     0.5586381, , 
         -1.2,     0.5582637, , 
           -1,     0.5578847, , 
         -0.8,     0.5575011, , 
         -0.6,     0.5571132, , 
         -0.4,      0.556721, , 
         -0.2,     0.5563246, , 
            0,      0.555924, , 
          0.2,     0.5555193, , 
          0.4,     0.5551106, , 
          0.6,      0.554698, , 
          0.8,     0.5542815, , 
            1,     0.5538613, , 
          1.2,     0.5534373, , 
          1.4,     0.5530097, , 
          1.6,     0.5525784, , 
          1.8,     0.5521436, , 
            2,     0.5517054, , 
          2.2,     0.5512637, , 
          2.4,     0.5508186, , 
          2.6,     0.5503702, , 
          2.8,     0.5499185, , 
            3,     0.5494637, , 
          3.2,     0.5490056, , 
          3.4,     0.5485445, , 
          3.6,     0.5480803, , 
          3.8,      0.547613, , 
            4,     0.5471428, , 
          4.2,     0.5466697, , 
          4.4,     0.5461937, , 
          4.6,     0.5457149, , 
          4.8,     0.5452333, , 
            5,      0.544749, , 
          5.2,     0.5442619, , 
          5.4,     0.5437723, , 
          5.6,       0.54328, , 
          5.8,     0.5427851, , 
            6,     0.5422878, , 
          6.2,     0.5417879, , 
          6.4,     0.5412857, , 
          6.6,      0.540781, , 
          6.8,      0.540274, , 
            7,     0.5397647, , 
          7.2,     0.5392531, , 
          7.4,     0.5387394, , 
          7.6,     0.5382234, , 
          7.8,     0.5377053, , 
            8,     0.5371851, , 

