Alpha,T1-15.8 m/s-VLM2, , 
           -5,     0.6915811, , 
         -4.8,     0.7031633, , 
         -4.6,     0.7147289, , 
         -4.4,     0.7262776, , 
         -4.2,     0.7378089, , 
           -4,     0.7493226, , 
         -3.8,     0.7608182, , 
         -3.6,     0.7722953, , 
         -3.4,     0.7837536, , 
         -3.2,     0.7951927, , 
           -3,     0.8066122, , 
         -2.8,     0.8180117, , 
         -2.6,     0.8293909, , 
         -2.4,     0.8407494, , 
         -2.2,     0.8520868, , 
           -2,     0.8634028, , 
         -1.8,      0.874697, , 
         -1.6,     0.8859691, , 
         -1.4,     0.8972186, , 
         -1.2,     0.9084452, , 
           -1,     0.9196485, , 
         -0.8,     0.9308283, , 
         -0.6,     0.9419841, , 
         -0.4,     0.9531155, , 
         -0.2,     0.9642223, , 
            0,     0.9753041, , 
          0.2,     0.9863605, , 
          0.4,     0.9973912, , 
          0.6,      1.008396, , 
          0.8,      1.019374, , 
            1,      1.030325, , 
          1.2,       1.04125, , 
          1.4,      1.052147, , 
          1.6,      1.063016, , 
          1.8,      1.073857, , 
            2,      1.084669, , 
          2.2,      1.095453, , 
          2.4,      1.106208, , 
          2.6,      1.116933, , 
          2.8,      1.127629, , 
            3,      1.138294, , 
          3.2,      1.148929, , 
          3.4,      1.159534, , 
          3.6,      1.170107, , 
          3.8,      1.180649, , 
            4,       1.19116, , 
          4.2,      1.201638, , 
          4.4,      1.212084, , 
          4.6,      1.222498, , 
          4.8,      1.232878, , 
            5,      1.243226, , 
          5.2,       1.25354, , 
          5.4,       1.26382, , 
          5.6,      1.274067, , 
          5.8,      1.284279, , 
            6,      1.294456, , 
          6.2,      1.304598, , 
          6.4,      1.314706, , 
          6.6,      1.324777, , 
          6.8,      1.334813, , 
            7,      1.344813, , 
          7.2,      1.354777, , 
          7.4,      1.364704, , 
          7.6,      1.374594, , 
          7.8,      1.384447, , 
            8,      1.394263, , 

