Alpha,T1-15.8 m/s-VLM2, , 
           -4,      3.396366, , 
         -3.8,      3.337172, , 
         -3.6,      3.281623, , 
         -3.4,      3.229448, , 
         -3.2,      3.180449, , 
           -3,      3.134387, , 
         -2.8,      3.091059, , 
         -2.6,      3.050285, , 
         -2.4,      3.011914, , 
         -2.2,      2.975771, , 
           -2,      2.941732, , 
         -1.8,      2.909665, , 
         -1.6,      2.879465, , 
         -1.4,      2.851024, , 
         -1.2,      2.824241, , 
           -1,      2.799025, , 
         -0.8,      2.775294, , 
         -0.6,      2.752953, , 
         -0.4,      2.731923, , 
         -0.2,       2.71216, , 
            0,      2.693566, , 
          0.2,      2.676106, , 
          0.4,      2.659707, , 
          0.6,      2.644307, , 
          0.8,      2.629867, , 
            1,      2.616335, , 
          1.2,      2.603656, , 
          1.4,      2.591803, , 
          1.6,      2.580735, , 
          1.8,      2.570406, , 
            2,      2.560781, , 
          2.2,      2.551839, , 
          2.4,      2.543543, , 
          2.6,      2.535858, , 
          2.8,      2.528769, , 
            3,      2.522246, , 
          3.2,      2.516265, , 
          3.4,      2.510805, , 
          3.6,      2.505863, , 
          3.8,      2.501414, , 
            4,      2.497432, , 
          4.2,      2.493916, , 
          4.4,      2.490858, , 
          4.6,      2.488234, , 
          4.8,      2.486038, , 
            5,      2.484273, , 
          5.2,      2.482929, , 
          5.4,      2.481993, , 
          5.6,      2.481469, , 
          5.8,      2.481364, , 
            6,      2.481661, , 

