Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -4,      7.027693, ,            -4,      6.908165, ,            -4,      7.477489, , 
         -3.8,      6.961143, ,          -3.8,      6.840353, ,          -3.8,      7.417532, , 
         -3.6,      6.900022, ,          -3.6,      6.778076, ,          -3.6,      7.362748, , 
         -3.4,      6.844005, ,          -3.4,      6.720949, ,          -3.4,      7.312878, , 
         -3.2,       6.79283, ,          -3.2,      6.668634, ,          -3.2,       7.26772, , 
           -3,      6.746166, ,            -3,      6.620806, ,            -3,      7.226976, , 
         -2.8,      6.703775, ,          -2.8,      6.577239, ,          -2.8,      7.190515, , 
         -2.6,      6.665476, ,          -2.6,      6.537712, ,          -2.6,       7.15813, , 
         -2.4,      6.630973, ,          -2.4,      6.501934, ,          -2.4,      7.129575, , 
         -2.2,      6.600114, ,          -2.2,       6.46977, ,          -2.2,      7.104864, , 
           -2,      6.572691, ,            -2,      6.440987, ,            -2,      7.083742, , 
         -1.8,      6.548488, ,          -1.8,      6.415368, ,          -1.8,      7.066079, , 
         -1.6,      6.527378, ,          -1.6,      6.392828, ,          -1.6,      7.051883, , 
         -1.4,      6.509138, ,          -1.4,      6.373135, ,          -1.4,      7.040919, , 
         -1.2,      6.493667, ,          -1.2,      6.356165, ,          -1.2,      7.033132, , 
           -1,      6.480843, ,            -1,      6.341859, ,            -1,      7.028492, , 
         -0.8,      6.470512, ,          -0.8,      6.329965, ,          -0.8,      7.026863, , 
         -0.6,      6.462607, ,          -0.6,      6.320387, ,          -0.6,      7.028204, , 
         -0.4,      6.457019, ,          -0.4,         6.313, ,          -0.4,      7.032499, , 
         -0.2,      6.453625, ,          -0.2,      6.307677, ,          -0.2,      7.039781, , 
            0,       6.45237, ,             0,      6.304341, ,             0,      7.050124, , 
          0.2,      6.453199, ,           0.2,      6.302808, ,           0.2,      7.063423, , 
          0.4,      6.456037, ,           0.4,       6.30303, ,           0.4,      7.079716, , 
          0.6,      6.460822, ,           0.6,      6.304936, ,           0.6,       7.09894, , 
          0.8,      6.467629, ,           0.8,      6.308391, ,           0.8,      7.121183, , 
            1,      6.476405, ,             1,      6.313333, ,             1,      7.146691, , 
          1.2,      6.487024, ,           1.2,      6.319903, ,           1.2,      7.175336, , 
          1.4,      6.499561, ,           1.4,      6.328068, ,           1.4,      7.207526, , 
          1.6,      6.514072, ,           1.6,      6.337618, ,           1.6,      7.243261, , 
          1.8,      6.530559, ,           1.8,      6.348697, ,           1.8,      7.282462, , 
            2,      6.549039, ,             2,      6.361667, ,             2,       7.32561, , 
          2.2,        6.5694, ,           2.2,      6.376463, ,           2.2,      7.372055, , 
          2.4,      6.591805, ,           2.4,      6.393083, ,           2.4,      7.422454, , 
          2.6,      6.616176, ,           2.6,      6.411511, ,           2.6,      7.476647, , 
          2.8,      6.642482, ,           2.8,      6.431915, ,           2.8,      7.534731, , 
            3,      6.670843, ,             3,      6.454186, ,             3,      7.596279, , 
          3.2,      6.701123, ,           3.2,      6.478089, ,           3.2,       7.66133, , 
          3.4,      6.733323, ,           3.4,      6.503619, ,           3.4,      7.731116, , 
          3.6,      6.767633, ,           3.6,      6.530548, ,           3.6,      7.805593, , 
          3.8,      6.804162, ,           3.8,      6.558797, ,           3.8,      7.886821, , 
            4,      6.842895, ,             4,      6.588301, ,             4,      7.971547, , 
          4.2,      6.884283, ,           4.2,      6.619074, ,           4.2,      8.064285, , 
          4.4,      6.928683, ,           4.4,      6.650958, ,           4.4,      8.173672, , 
          4.6,      6.976909, ,           4.6,      6.684017, ,           4.6,      8.324917, , 
          4.8,      7.029886, ,           4.8,      6.718185, ,           4.8,      8.482385, , 
            5,       7.08994, ,             5,      6.753366, ,             5,      8.592469, , 
          5.2,      7.160117, ,           5.2,      6.789527, ,           5.2,      8.687555, , 
          5.4,      7.250702, ,           5.4,      6.826891, ,           5.4,      8.777375, , 
          5.6,      7.373097, ,           5.6,      6.865557, ,           5.6,      8.868706, , 
          5.8,      7.519608, ,           5.8,      6.905629, ,           5.8,      8.991234, , 
            6,      7.659073, ,             6,      6.947476, ,             6,      9.102886, , 

