Alpha,T1-15.8 m/s-VLM2, , 
           -4,      1.215013, , 
         -3.8,       1.19093, , 
         -3.6,       1.16842, , 
         -3.4,      1.147374, , 
         -3.2,       1.12769, , 
           -3,      1.109268, , 
         -2.8,      1.092029, , 
         -2.6,      1.075878, , 
         -2.4,       1.06075, , 
         -2.2,      1.046569, , 
           -2,      1.033287, , 
         -1.8,      1.020845, , 
         -1.6,      1.009195, , 
         -1.4,     0.9982987, , 
         -1.2,     0.9881189, , 
           -1,     0.9786126, , 
         -0.8,      0.969762, , 
         -0.6,     0.9615513, , 
         -0.4,     0.9539658, , 
         -0.2,     0.9469614, , 
            0,      0.940556, , 
          0.2,     0.9347299, , 
          0.4,     0.9294699, , 
          0.6,     0.9247765, , 
          0.8,     0.9206393, , 
            1,     0.9170345, , 
          1.2,     0.9139615, , 
          1.4,     0.9113914, , 
          1.6,     0.9093055, , 
          1.8,      0.907709, , 
            2,     0.9065481, , 
          2.2,      0.905874, , 
          2.4,     0.9056786, , 
          2.6,     0.9059791, , 
          2.8,     0.9068353, , 
            3,     0.9083923, , 
          3.2,     0.9107714, , 
          3.4,     0.9143021, , 
          3.6,     0.9195786, , 
          3.8,     0.9284239, , 
            4,     0.9431626, , 
          4.2,     0.9619285, , 
          4.4,     0.9792453, , 
          4.6,     0.9964719, , 

